"player","position","team","bye_week","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","age","adp","aav","uncertainty","experience"
"Cooper Kupp","WR","SEA",11,115,22.1,2.79,96.8,147,-0.366,19.2,-0.267,197,147,196,72,"11",33,158,3.35,69,9
"Kareem Hunt","RB","FA",NA,78.5,NA,2.21,NA,NA,-0.466,NA,NA,198,NA,NA,58,"16",30,NA,NA,77,9
"Lions","DST","DET",6,51.1,7.82,0.694,44.6,63.3,-0.615,1.3,4.39,199,188,176,15,"9",NA,160,0.95,52,NA
"Eddy Pineiro","K","SF",8,143,15,5.35,118,151,-0.941,-11.4,-8.02,200,230,228,14,"3",30,159,1.25,45,8
"Titans","DST","TEN",9,50.4,8.87,0.666,36.9,57.9,-1.31,-6.44,-1,201,212,202,16,"10",NA,170,0,65,NA
"Cade Otton","TE","TB",10,133,24,8.7,103,161,-1.33,-13.1,0,202,233,194,24,"7",27,179,4.13,61,4
"Ravens","DST","BAL",13,49.7,6.16,0.0217,41.8,55.7,-1.97,-1.53,-3.21,203,197,212,17,"10",NA,147,1.1,29,NA
"Commanders","DST","WAS",7,49.7,10.7,0.928,36.5,62.3,-2,-6.85,3.4,204,213,180,18,"11",NA,158,0,81,NA
"Braelon Allen","RB","NYJ",13,76.3,15.3,3.04,56.4,95.5,-2.67,0.271,-9.19,205,192,233,59,"16",22,164,3.32,49,2
"Giants","DST","NYG",8,48.8,8.73,0.241,37.1,58.5,-2.92,-6.24,-0.413,206,211,199,19,"12",NA,168,0,77,NA
"Omar Cooper Jr.","WR","NYJ",13,112,44.5,0.178,49,164,-3.16,-28.6,16.7,207,280,147,73,"11",22,156,10.8,75,0
"Bears","DST","CHI",10,48.6,7.37,0.869,39.3,56.3,-3.16,-4,-2.62,208,204,210,20,"13",NA,129,0.1,84,NA
"Denzel Boston","WR","CLE",11,112,43,5.12,46.2,156,-3.34,-31.4,9.02,209,289,164,74,"11",NA,161,8.35,86,0
"Bengals","DST","CIN",6,47.7,7.14,0.38,39.3,55.3,-4.03,-4.05,-3.58,210,205,218,21,"13",NA,134,0.1,90,NA
"Packers","DST","GB",11,47.3,8.93,0.869,37.7,56.4,-4.41,-5.64,-2.56,211,210,209,22,"14",NA,159,0.85,61,NA
"Buccaneers","DST","TB",10,46.4,7.86,0.402,39.1,57.5,-5.28,-4.22,-1.39,212,206,204,23,"15",NA,149,0.1,68,NA
"Jets","DST","NYJ",13,46,11.4,0.313,29.4,55.4,-5.68,-13.9,-3.49,213,235,215,24,"15",NA,170,0,55,NA
"Austin Ekeler","RB","FA",NA,73.3,57.8,1.03,34.2,114,-5.72,-21.9,9.15,214,256,163,60,"16",NA,146,1,97,NA
"Chiefs","DST","KC",5,45.7,5.91,0.287,37.8,50.5,-6,-5.51,-8.46,215,209,231,25,"16",NA,156,0.75,19,NA
"Cowboys","DST","DAL",14,45.4,10.5,0.261,32.7,57.1,-6.29,-10.6,-1.81,216,226,205,26,"16",NA,166,0.1,97,NA
"Andres Borregales","K","NE",11,138,10.1,0.957,122,149,-6.29,-6.9,-10.7,217,214,239,15,"3",23,179,0.757,32,1
"Cardinals","DST","ARI",14,45.2,11.1,0.125,33.6,60.5,-6.55,-9.69,1.61,218,224,189,27,"16",NA,154,0,26,NA
"Panthers","DST","CAR",5,45.1,7.12,0.0575,35,53.1,-6.67,-8.28,-5.83,219,218,225,28,"16",NA,170,0,45,NA
"Colts","DST","IND",13,45,8.08,1.17,34.7,55,-6.73,-8.56,-3.92,220,219,219,29,"17",NA,160,0,32,NA
"Mike Washington Jr.","RB","LVR",13,72.2,14.4,0.82,56.1,89.5,-6.75,0,-15.1,221,194,252,61,"16",NA,181,3.65,71,0
"Nick Folk","K","ATL",11,137,22.6,0.94,113,170,-7.25,-16,11,222,244,160,16,"3",41,180,0.348,87,19
"Nick Chubb","RB","FA",NA,71.4,NA,0.813,NA,NA,-7.57,NA,NA,223,NA,NA,62,"16",30,148,2.9,94,8
"Raiders","DST","LVR",13,43.8,10,0.464,32,55.4,-7.9,-11.3,-3.49,224,229,216,30,"17",NA,170,0,58,NA
"Trey Smack","K","GB",11,136,25.6,0.0299,95.6,162,-8.19,-33.6,2.35,225,297,184,17,"3",NA,170,1.92,99,0
"Charlie Smyth","K","NO",8,136,10.5,0.00868,118,143,-8.22,-10.9,-16.3,226,227,257,18,"3",25,171,0.384,19,2
"Jake Elliott","K","PHI",10,136,5.05,0.866,130,142,-8.23,1.07,-17.9,227,189,260,19,"3",31,149,0.864,10,9
"Dolphins","DST","MIA",6,43.4,13,0.907,28,58.9,-8.36,-15.3,0,228,242,194,31,"18",NA,170,0,99,NA
"Keaton Mitchell","RB","LAC",7,70.6,14.5,1.03,52.9,89.7,-8.38,-3.14,-15,229,201,251,63,"16",24,159,2.84,57,3
"Antonio Williams","WR","WAS",7,106,31.2,1.19,62.9,137,-8.45,-14.7,-10.7,230,236,238,75,"11",NA,171,12.6,88,0
"Evan McPherson","K","CIN",6,135,18.1,0.487,107,154,-9.09,-22.3,-5.2,231,257,222,20,"3",26,171,1.77,77,5
"49ers","DST","SF",8,42.5,11.5,0,27.5,54.3,-9.27,-15.8,-4.65,232,243,221,32,"18",NA,140,0.85,94,NA
"Jordan James","RB","SF",8,69.6,31.1,2.6,42.5,119,-9.41,-13.6,14,233,234,153,64,"16",22,188,1.49,96,1
"Chris Boswell","K","PIT",9,134,5.93,0.0715,127,140,-9.58,-1.85,-19.8,234,198,263,21,"3",35,142,1.11,23,12
"Germie Bernard","WR","PIT",9,105,33.8,2.19,50,132,-9.64,-27.6,-15.8,235,276,255,76,"11",22,184,7,84,0
"Blake Grupe","K","IND",13,134,18.1,0.267,108,144,-9.65,-21,-15.3,236,255,253,22,"3",27,170,0.338,84,3
"Tyler Bass","K","BUF",7,134,19,3.24,102,145,-9.92,-27,-14.2,237,274,248,23,"3",29,152,1.06,94,6
"AJ Barner","TE","SEA",11,124,14.6,0.036,104,138,-10,-11.5,-22.2,238,231,269,25,"7",24,169,4.87,33,2
"Oronde Gadsden","TE","LAC",7,124,9.38,6.22,116,134,-10.1,0,-26.3,239,194,279,26,"7",23,145,2.29,37,1
"Nathaniel Dell","WR","HOU",8,103,63.8,0.00682,27.2,176,-11.8,-50.4,28.3,240,346,133,77,"11",26,167,3.37,94,3
"Tre Harris","WR","LAC",7,103,22.2,0.42,85.3,132,-11.8,7.73,-15.8,241,173,254,78,"11",24,169,1.68,67,1
"Kimani Vidal","RB","LAC",7,67,21.5,0.198,37.3,90.3,-12,-18.8,-14.4,242,249,250,65,"16",24,187,2.47,80,2
"Tank Bigsby","RB","PHI",10,66.8,14,2.14,47.9,82.6,-12.2,-8.16,-22,243,217,268,66,"16",23,165,5.22,46,3
"Ryan Flournoy","WR","DAL",14,103,11.3,0.0791,92,114,-12.3,14.5,-33.3,244,154,297,79,"11",26,184,3.07,54,2
"Darius Slayton","WR","NYG",8,103,17.5,2.25,85.7,118,-12.3,8.18,-29.4,245,171,287,80,"11",29,196,1.43,70,7
"Chad Ryland","K","ARI",14,131,4.44,0.349,126,137,-13.2,-3.71,-22.6,246,203,271,24,"3",26,170,0.564,61,3
"Jake Moody","K","WAS",7,130,14.9,1.82,106,140,-13.5,-23.7,-19.9,247,261,264,25,"4",26,170,0,71,3
"Malik Willis","QB","MIA",6,301,41.9,7.27,246,346,-14,-41.9,-17.9,248,322,261,24,"5",27,142,5,94,4
"Michael Carter","RB","TEN",9,64.6,23.6,2.65,48.4,80.9,-14.3,-7.64,-23.7,249,216,273,67,"17",27,NA,1.06,90,5
"Malachi Fields","WR","NYG",8,100,92.5,0.667,36.6,164,-14.6,-41,16.4,250,318,148,81,"11",NA,187,2.66,98,0
"Jalen Tolbert","WR","MIA",6,99.6,43.1,0.52,66.4,160,-15.3,-11.1,12.4,251,228,157,82,"11",27,214,2.78,92,4
"Joey Slye","K","TEN",9,129,9.68,2.62,121,139,-15.3,-8.69,-20.1,252,220,265,26,"4",30,170,0.396,55,7
"Chris Bell","WR","MIA",6,99.1,11.6,0.414,91.1,107,-15.8,13.6,-40.3,253,157,311,83,"11",22,186,8.29,60,0
"John Metchie","WR","CAR",5,98.7,92.3,0.228,33.7,160,-16.2,-43.9,12.5,254,328,156,84,"11",25,143,1.78,99,4
"Greg Dulcich","TE","MIA",6,118,26.6,2.49,77.8,144,-16.3,-37.9,-16.6,255,309,258,27,"7",26,174,4.44,88,4
"Luke McCaffrey","WR","WAS",7,98.5,18.4,1.09,86.1,111,-16.4,8.56,-36.6,256,170,302,85,"11",25,249,4.03,63,2
"Emari Demercado","RB","KC",5,62,23.9,2.71,39.9,99.1,-17,-16.1,-5.57,257,245,223,68,"17",27,165,0.528,88,3
"Darnell Mooney","WR","NYG",8,97.4,30.2,1.97,68.4,135,-17.5,-9.18,-12.8,258,222,244,86,"11",28,175,1.98,73,6
"Riley Patterson","K","MIA",6,126,15,4,105,137,-18,-24.3,-22.6,259,264,270,27,"4",26,NA,NA,90,5
"Gunnar Helm","TE","TEN",9,116,14.9,0.948,100,136,-18.8,-15.2,-24.7,260,241,274,28,"7",23,178,2.02,49,1
"Travis Hunter","WR","JAC",7,95.4,38,0.872,50,137,-19.5,-27.6,-9.98,261,275,235,87,"11",23,134,4.29,85,1
"Travis Hunter","WR","JAC",7,95.4,38,0.872,50,137,-19.5,-27.6,-9.98,261,275,235,87,"11",23,134,4.29,37,1
"Ray Davis","RB","BUF",7,59.3,16.7,0.279,35.4,69.9,-19.7,-20.7,-34.8,262,253,299,69,"17",26,189,3,52,2
"Mike Gesicki","TE","CIN",6,115,5.73,1.41,109,121,-19.7,-6.93,-39.8,263,215,309,29,"7",30,201,2.79,14,8
"Jaylen Wright","RB","MIA",6,59,15.3,0.798,39.6,74.8,-20,-16.5,-29.9,264,246,288,70,"17",23,199,1.96,51,2
"Devaughn Vele","WR","NO",8,94.5,41.2,2.83,62.5,149,-20.3,-15.1,1.36,265,240,191,88,"11",28,164,1.07,80,2
"David Njoku","TE","LAC",7,113,36.5,2.65,78.5,166,-21.1,-37.2,5.69,267,308,173,30,"8",30,148,2.37,86,9
"Jacoby Brissett","QB","ARI",14,294,53.7,1.93,235,371,-21.3,-52.6,7.59,269,355,166,25,"5",33,167,4.21,84,10
"Zane Gonzalez","K","MIA",6,122,13.5,2.72,106,136,-22,-22.9,-23,270,258,272,28,"4",31,170,0,81,9
"Aaron Rodgers","QB","PIT",9,292,44.4,1.4,254,364,-23.2,-33.5,0,272,296,194,26,"5",42,153,5.22,81,21
"Christian Kirk","WR","SF",8,91.7,40.2,0.239,48.4,141,-23.2,-29.1,-6.29,271,282,226,89,"11",29,156,1.96,81,8
"Troy Franklin","WR","DEN",10,91.5,41.1,1.17,51.1,141,-23.4,-26.5,-6.63,274,271,227,90,"12",23,172,2.7,87,2
"Evan Engram","TE","DEN",10,111,13.7,9.5,90.7,123,-23.8,-25,-37.2,275,265,304,31,"8",31,154,3.79,31,9
"Cam Ward","QB","TEN",9,291,33.3,8.58,257,337,-24.6,-30,-27.3,278,284,283,27,"6",24,142,5.03,47,1
"Ryan Fitzgerald","K","CAR",5,119,13.1,1.86,99.5,130,-24.7,-29.7,-29,279,283,285,29,"4",25,170,0.264,65,1
"Matt Gay","K","LVR",13,117,16.7,3.21,89.7,129,-26.5,-39.5,-30,283,315,289,30,"5",32,159,0,58,7
"Andre Szmyt","K","CLE",11,114,15.5,6.66,89.8,127,-29.7,-39.4,-32.1,292,314,293,31,"5",27,170,0,68,3
"Geno Smith","QB","NYJ",13,282,20.8,14.4,262,315,-33.2,-25.5,-48.8,301,266,329,28,"6",35,168,6.38,22,13
"Colby Parkinson","TE","LAR",11,101,35.1,4.87,66.9,148,-33.3,-48.8,-12.8,303,340,243,32,"9",27,178,3.08,84,6
"Jason Sanders","K","NYJ",13,108,35.7,1.09,75.7,139,-36.4,-53.6,-20.7,312,358,266,32,"5",30,139,0,97,8
"Mason Taylor","TE","NYJ",13,96.1,25.6,3.24,59.4,125,-38.2,-56.3,-35.8,321,372,301,33,"9",22,200,1.24,76,1
"Jonnu Smith","TE","FA",NA,92.9,NA,1.2,NA,NA,-41.4,NA,NA,325,NA,NA,34,"9",30,112,NA,99,9
"Taysom Hill","TE","NO",8,91.7,NA,0.586,NA,NA,-42.6,NA,NA,328,NA,NA,35,"9",35,245,1.27,98,9
"Terrance Ferguson","TE","LAR",11,91.1,36.9,1.61,35.6,132,-43.2,-80.2,-28.7,330,413,284,36,"9",23,173,2.25,90,1
"Zach Ertz","TE","FA",NA,89.5,NA,5.23,NA,NA,-44.8,NA,NA,337,NA,NA,37,"9",35,145,NA,65,13
"Daniel Jones","QB","IND",13,268,92.1,40.3,136,350,-47.6,-151,-13.9,346,466,247,29,"7",29,153,4.65,99,7
"Jake Tonges","TE","SF",8,84.3,41.6,0.0441,31.6,128,-50,-84.1,-32.9,349,422,295,38,"9",27,198,3.98,92,4
"Michael Mayer","TE","LVR",13,84.2,12.3,1.18,74.5,102,-50.1,-41.3,-58.6,350,319,349,39,"9",25,210,3.26,57,3
"Dawson Knox","TE","BUF",7,83,11.6,2.62,70,97.7,-51.3,-45.7,-63,356,332,352,40,"10",29,213,1.52,59,7
"Theo Johnson","TE","NYG",8,80.4,22.3,5.99,63.9,108,-53.9,-51.9,-53.1,362,354,339,41,"10",25,214,1.39,67,2
"Tyler Higbee","TE","LAR",11,74.4,28.3,0.444,38.3,112,-59.9,-77.5,-48.9,384,407,330,42,"10",33,170,0.708,94,10
"Darnell Washington","TE","PIT",9,74,8.35,1.72,64.8,84.7,-60.3,-50.9,-76,385,348,369,43,"10",24,201,1.22,45,3
"Cole Kmet","TE","CHI",10,72.3,15.9,3.6,55.4,89.9,-62,-60.3,-70.8,391,380,361,44,"10",27,196,2.46,55,6
"Tommy Tremble","TE","CAR",5,68.7,15.8,0.652,56.5,94.6,-65.6,-59.2,-66.1,396,376,353,45,"10",26,170,0.876,73,5
"Marlin Klein","TE","HOU",8,68,17.5,0.721,55.8,79.8,-66.3,-60,-80.9,398,378,377,46,"10",23,NA,33.2,80,0
"Ja'Tavion Sanders","TE","CAR",5,67.3,11.3,1.38,54,80.3,-67,-61.7,-80.4,401,384,375,47,"11",23,210,0,35,2
"Daniel Bellinger","TE","TEN",9,65.9,10.4,3.02,57.5,76.9,-68.4,-58.2,-83.8,405,374,384,48,"11",25,NA,1.51,51,4
"Eli Stowers","TE","PHI",10,62.9,46.1,3.28,19.6,120,-71.4,-96.1,-40.3,413,447,312,49,"11",23,156,7.32,96,0
"Noah Fant","TE","NO",8,59.6,24.2,0.747,31.2,89.9,-74.7,-84.5,-70.7,418,424,360,50,"11",28,170,3.25,71,7
"Fernando Mendoza","QB","LVR",13,228,31.8,54.9,186,272,-87.9,-101,-92,461,453,398,30,"8",22,146,22.5,72,0
"Tua Tagovailoa","QB","ATL",11,173,59.4,8.72,130,267,-143,-158,-96.6,598,467,407,31,"8",28,164,6.97,91,6
"Deshaun Watson","QB","CLE",11,164,71.4,14.3,82.7,271,-151,-205,-92.9,599,469,400,32,"9",30,188,5.22,97,9
