"player","position","team","bye_week","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","age","adp","aav","uncertainty","experience"
"Matt Bryant","K","ATL",11,131,4.59,4.42,123,136,-9.53,-8.54,-7.67,190,189,183,15,"5",51,162,0.68,42,14
"Ibraheim Campbell","DB","CLE",13,78.6,17.9,1.24,67.4,92,-9.58,-10.7,-6.24,191,205,173,29,"2",NA,170,0.5,99,NA
"Robert Ayers","DL","TB",6,52.8,9.91,0.0245,42.1,58.7,-10,-16.7,-7.17,192,275,178,23,"6",40,216,1.5,84,7
"Cameron Heyward","DL","PIT",8,52.8,8.12,0.178,44,57.8,-10.1,-14.8,-8.07,193,250,187,24,"6",37,170,1,61,5
"Bobby Wagner","LB","SEA",5,90.5,6.8,0.968,84,96.8,-10.1,-10.7,-10.5,194,203,206,20,"4",35,127,4.65,14,4
"Michael Bennett","DL","SEA",5,52.6,7.96,0.794,44,57.6,-10.2,-14.8,-8.19,195,251,188,25,"6",40,148,2.75,58,7
"Earl Thomas","DB","SEA",5,77.3,16.3,0.272,60.4,87.4,-10.8,-17.8,-10.8,196,286,209,30,"2",37,176,2.8,87,6
"Ryan Tannehill","QB","MIA",8,266,12.5,3.44,248,286,-10.9,-18.3,-10.2,198,288,201,18,"7",37,140,2.8,56,4
"Willie Snead","WR","NO",5,147,7.58,1.65,136,160,-10.9,0.93,-19,197,126,303,38,"8",33,118,2.28,7,2
"Cameron Wake","DL","MIA",8,51.8,10.4,0.0502,45.6,64.1,-11,-13.2,-1.73,199,233,147,26,"6",44,170,1,77,7
"James Laurinaitis","LB","NO",5,89.5,6.43,1.14,85.2,94.1,-11,-9.44,-13.2,200,195,227,21,"4",39,170,1,72,7
"Rams","DST","LA",NA,94,8.88,0.127,89.4,106,-11.1,-2.47,-10.8,201,148,208,7,"4",NA,116,1.23,35,NA
"Derek Wolfe","DL","DEN",11,51.7,3.13,0.787,48.4,54.2,-11.1,-10.4,-11.7,202,200,215,27,"6",36,225,1,47,4
"Glover Quin","DB","DET",10,77.1,16.9,0.331,60.9,93.7,-11.1,-17.3,-4.57,203,279,162,31,"2",40,170,0.5,82,7
"Chris Ivory","RB","JAC",5,125,17.5,2.07,103,147,-11.2,-10.9,-7.65,205,207,182,38,"11",38,89.1,3.57,59,6
"Bengals","DST","CIN",9,93.8,7.43,0.648,83.5,99.2,-11.2,-8.34,-17.7,204,187,286,8,"4",NA,127,1.44,13,NA
"Mike Adams","DB","IND",10,76.7,11,0.0359,65.3,84.1,-11.4,-12.8,-14.2,206,224,243,32,"2",45,239,0.5,29,12
"Adam Jones","DB","CIN",9,76.7,12.5,0.186,66.6,90.7,-11.5,-11.6,-7.52,207,211,179,33,"3",42,196,0.5,76,11
"Janoris Jenkins","DB","NYG",8,76.5,11.3,0.158,65.2,86.4,-11.6,-13,-11.8,208,227,217,34,"3",37,170,1,45,4
"Steelers","DST","PIT",8,93.2,8.96,0.638,84.8,108,-11.8,-7.02,-8.55,210,179,192,9,"5",NA,140,1.1,71,NA
"Bradley McDougald","DB","TB",6,76.4,8.76,1,70,86.6,-11.8,-8.17,-11.7,209,183,216,35,"3",35,170,0.5,53,3
"Malik Jackson","DL","JAC",5,50.9,3.27,0.374,47.4,53.4,-11.9,-11.4,-12.5,211,209,222,28,"6",36,209,3.35,33,4
"Connor Barwin","DL","PHI",4,50.6,14.9,0.0337,35.2,62.1,-12.2,-23.6,-3.75,213,337,158,29,"6",39,NA,1,98,7
"Lawrence Timmons","LB","PIT",8,88.4,3.45,1.35,85,91.8,-12.2,-9.63,-15.5,212,197,253,22,"4",40,210,1.5,12,9
"Devin Taylor","DL","DET",10,50.5,6.38,0.443,44.2,56.3,-12.3,-14.6,-9.52,214,248,199,30,"6",36,170,0,53,3
"Stefon Diggs","WR","MIN",6,145,13.4,0.0253,132,170,-12.5,-2.99,-9.17,216,151,195,39,"8",32,114,3.06,37,1
"Torrey Smith","WR","SF",8,145,13,1.71,122,165,-12.5,-12.9,-14.1,217,226,241,40,"8",37,118,2.34,65,5
"Texans","DST","HOU",9,92.5,5.61,0.544,85.6,99.9,-12.5,-6.31,-17,215,175,274,10,"6",NA,101,1.68,1,NA
"Stephon Tuitt","DL","PIT",8,50.1,2.65,0.025,47.4,52.5,-12.7,-11.4,-13.3,218,210,230,31,"6",33,170,1,9,2
"Corey Liuget","DL","SD",11,50.1,4.19,0.522,45.8,53.2,-12.7,-13,-12.6,219,228,223,32,"6",36,170,0.5,40,5
"Shawn Williams","DB","CIN",9,75.4,16.8,0.0559,64.9,88,-12.8,-13.3,-10.3,220,234,205,36,"3",35,170,0.5,91,3
"Kam Chancellor","DB","SEA",5,75.3,3.37,0.18,72.4,78.9,-12.9,-5.81,-19.3,221,169,308,37,"3",38,142,3.1,2,6
"Eagles","DST","PHI",4,92,3.79,1.47,87.3,95.5,-13,-4.59,-21.4,222,163,344,11,"7",NA,156,0.82,19,NA
"Damarious Randall","DB","GB",4,75.1,5.05,0.433,69.9,78.7,-13,-8.29,-19.5,223,186,314,38,"3",33,170,0,40,1
"Bilal Powell","RB","NYJ",11,123,16.2,2.29,109,155,-13.3,-5.13,-0.342,225,166,133,39,"11",37,130,1.96,56,5
"Rob Ninkovich","DL","NE",9,49.6,2.23,0.277,47.6,51.9,-13.3,-11.2,-13.9,224,208,240,33,"6",42,211,1.95,63,10
"Brandon Graham","DL","PHI",4,49.3,5.04,0.206,44.7,54.7,-13.5,-14.1,-11.2,228,243,212,34,"6",38,NA,1,37,6
"Kiko Alonso","LB","MIA",8,87,6.73,0.0666,80.5,93.1,-13.5,-14.2,-14.1,227,245,242,23,"4",35,170,1.5,43,3
"Rashad Johnson","DB","TEN",13,74.7,19.3,0.658,56.7,94.3,-13.5,-21.5,-3.92,226,318,160,39,"3",40,170,0.5,84,7
"Jamie Collins","LB","NE",9,87,7.62,0.811,78.7,92.1,-13.6,-15.9,-15.2,229,262,249,24,"4",36,125,5.5,10,3
"Vinny Curry","DL","PHI",4,49.1,12.8,0.691,35.8,60.4,-13.7,-23,-5.48,230,332,167,35,"6",37,170,0.5,95,4
"Jimmy Graham","TE","SEA",5,112,15.1,7.1,82.6,127,-13.9,-30,-17.9,231,392,289,18,"8",39,118,3,69,6
"Nick Folk","K","NYJ",11,126,6.41,1.51,114,132,-14,-17.6,-11.6,232,282,214,16,"5",41,156,0.578,68,9
"Calvin Pryor","DB","NYJ",11,74,4.78,0.251,70,79.4,-14.1,-8.18,-18.9,233,184,302,40,"3",33,196,2.35,42,2
"Vincent Jackson","WR","TB",6,144,17.3,0.365,122,168,-14.2,-13.1,-10.9,234,231,210,41,"8",43,128,2.02,59,11
"Marcus Mariota","QB","TEN",13,263,10.4,0.818,247,275,-14.3,-19,-20.8,235,298,336,19,"8",32,124,3.78,44,1
"Jaye Howard","DL","KC",5,48.4,6.26,0.713,43,54.7,-14.4,-15.8,-11.1,238,261,211,36,"7",37,214,1,46,4
"Mark Barron","LB","LA",NA,86.2,6.54,0.169,78.5,90.7,-14.4,-16.2,-16.6,237,265,266,25,"4",36,NA,3,34,4
"DeAngelo Hall","DB","WAS",9,73.8,10.3,0.173,64.7,85,-14.4,-13.4,-13.3,236,237,228,41,"3",42,170,0.5,44,12
"Jaguars","DST","JAC",5,90.5,4.2,0.17,84.5,95.1,-14.5,-7.33,-21.8,239,181,352,12,"7",NA,156,0.972,23,NA
"Sterling Shepard","WR","NYG",8,143,15.8,0.994,123,167,-14.6,-11.8,-12.1,242,216,220,42,"8",33,103,4.2,63,0
"Demario Davis","LB","CLE",13,86,1.91,0.0885,84.6,87.2,-14.6,-10.1,-20.1,241,198,323,26,"5",37,170,0.5,28,4
"Prince Amukamara","DB","JAC",5,73.6,17.5,0.0816,62.7,86.7,-14.6,-15.4,-11.5,240,257,213,42,"3",37,170,0.5,85,5
"Byron Jones","DB","DAL",7,73.5,3.44,0.0871,71.2,77.6,-14.6,-6.95,-20.7,243,178,334,43,"3",33,170,0.5,33,1
"Colts","DST","IND",10,90.4,11.9,0.2,78.4,110,-14.7,-13.5,-6.63,245,238,174,13,"8",NA,158,0.568,99,NA
"Jordan Hicks","LB","PHI",4,85.9,31.2,0.0863,52.2,107,-14.7,-42.4,-0.564,244,523,138,27,"5",33,213,4.2,98,1
"Preston Brown","LB","BUF",10,85.8,11.7,2.8,76.2,97.8,-14.7,-18.4,-9.5,247,289,198,28,"5",33,170,1,59,2
"E.J. Gaines","DB","LA",NA,73.4,8.52,0.101,65,81.2,-14.7,-13.2,-17.1,246,232,276,44,"3",34,170,0,24,2
"Kareem Jackson","DB","HOU",9,73.3,5.11,0.0251,69.9,79.4,-14.8,-8.23,-18.9,248,185,301,45,"3",38,170,0,5,6
"Tony Jefferson","DB","ARI",9,73.3,8.09,0.534,65.1,80.8,-14.8,-13.1,-17.5,249,229,283,46,"3",34,187,1.45,67,3
"Patriots","DST","NE",9,90.2,9.63,0.51,75.4,103,-14.9,-16.5,-14.3,250,273,244,14,"8",NA,119,1.13,10,NA
"Danielle Hunter","DL","MIN",6,47.7,8.33,1.24,42.6,57.5,-15.1,-16.1,-8.29,251,264,189,37,"7",31,170,1,81,1
"Alex Smith","QB","KC",5,262,7.29,0.247,253,275,-15.2,-13.1,-20.6,252,230,331,20,"8",42,139,2.31,22,11
"Matt Ryan","QB","ATL",11,262,8.56,6,253,280,-15.4,-13.3,-16.1,255,235,260,21,"8",41,130,3.2,42,8
"Raiders","DST","OAK",10,89.6,4.91,0.416,85.2,97.5,-15.4,-6.64,-19.4,254,176,312,15,"9",NA,143,1.26,74,NA
"Dre Kirkpatrick","DB","CIN",9,72.8,8.62,0.16,63.9,79.5,-15.4,-14.3,-18.7,253,246,296,47,"3",36,170,0,25,4
"Josh Brown","K","NYG",8,125,2.47,0.87,122,129,-15.5,-9.37,-14.8,256,193,246,17,"5",47,160,0.972,71,13
"Chris Harris","DB","DEN",11,72.6,10.5,0.221,61.7,80,-15.5,-16.5,-18.3,257,272,294,48,"3",37,170,0,49,5
"Shane Vereen","RB","NYG",8,121,5.62,0.439,113,128,-15.6,-1.02,-26.9,258,140,406,40,"11",37,151,1.4,21,5
"DeVante Parker","WR","MIA",8,142,10.6,3.58,125,160,-15.6,-10.2,-18.8,259,199,300,43,"9",33,105,5.12,55,1
"Seahawks","DST","SEA",5,89.2,13.3,0.232,65.1,102,-15.8,-26.7,-15.4,261,370,250,16,"9",NA,79.5,3.91,32,NA
"Michael Thomas","DB","MIA",8,72.4,NA,0.25,NA,NA,-15.8,NA,NA,260,NA,NA,49,"3",37,170,0.5,NA,4
"DeAngelo Williams","RB","PIT",8,120,15.3,4.42,98.1,149,-16,-15.6,-5.93,263,258,170,41,"11",43,89.7,3.99,49,10
"Lions","DST","DET",10,89,7.77,2.28,80.2,99.8,-16,-11.7,-17.2,264,213,277,17,"10",NA,168,0.817,26,NA
"Chris Conte","DB","TB",6,72.1,8.75,0.35,64.7,81.9,-16,-13.5,-16.4,262,239,264,50,"3",37,170,0.5,27,5
"Josh Lambo","K","SD",11,124,4.54,0.387,119,130,-16.3,-12.8,-13.9,265,221,238,18,"5",35,160,0.775,13,1
"Sheldon Richardson","DL","NYJ",11,46.4,3.82,0.655,43.9,49.1,-16.4,-14.9,-16.7,267,253,268,38,"7",35,220,1,39,3
"Jahleel Addae","DB","SD",11,71.8,13.7,0.308,58.1,84.7,-16.4,-20.1,-13.5,266,303,234,51,"3",36,170,0.5,78,3
"Robbie Gould","K","CHI",9,123,3.74,0.292,119,128,-16.7,-12.8,-15.5,269,222,252,19,"5",43,157,0.86,48,11
"T.J. McDonald","DB","LA",NA,71.5,11.5,0.196,63.1,84.9,-16.7,-15.1,-13.4,268,255,232,52,"3",35,210,0.5,80,3
"Ricardo Allen","DB","ATL",11,71.3,7.59,0.289,64.3,79.1,-16.9,-13.9,-19.2,270,241,306,53,"3",34,170,0,18,2
"Dustin Hopkins","K","WAS",9,123,5.53,0.597,117,132,-17,-14.4,-12,271,247,219,20,"5",35,170,0.347,61,3
"Charles Johnson","DL","CAR",7,45.8,8.07,0.376,40.1,55.2,-17,-18.7,-10.6,272,293,207,39,"7",39,170,0.5,70,9
"Malcolm Butler","DB","NE",9,71,13.4,0.265,57,80.1,-17.2,-21.2,-18.2,273,312,292,54,"3",36,214,0,60,2
"Mike Daniels","DL","GB",4,45.4,2.95,0.945,42.4,47.9,-17.4,-16.4,-17.9,274,271,288,40,"7",37,170,0.5,28,4
"Adrian Amos","DB","CHI",9,70.7,16,0.0938,56.8,88,-17.4,-21.4,-10.2,275,316,203,55,"3",33,170,0.5,98,1
"Thomas Davis","LB","CAR",7,83,3.77,0.175,79.8,87.1,-17.5,-14.9,-20.2,277,252,325,29,"5",43,170,4.65,31,11
"Josh Norman","DB","WAS",9,70.6,8.85,0.267,61.4,76.7,-17.5,-16.7,-21.5,276,277,347,56,"3",38,134,4.2,96,4
"Mike Nugent","K","CIN",9,123,4.99,2.18,115,130,-17.6,-16.3,-13.7,278,268,235,21,"5",44,160,0.57,23,11
"Ryan Shazier","LB","PIT",8,82.8,13,0.492,70.3,94.9,-17.7,-24.4,-12.4,279,343,221,30,"5",33,137,3.6,57,2
"Joe Haden","DB","CLE",13,70.4,1.43,0.0066,69.2,71.8,-17.8,-8.96,-26.4,280,191,397,57,"3",37,170,0.5,35,6
"Rodney McLeod","DB","PHI",4,70.4,17.1,0.0498,52.6,82.2,-17.8,-25.6,-16,281,360,259,58,"3",36,170,0.5,75,4
"Leodis McKelvin","DB","PHI",4,70.3,0.829,0.00497,69.6,71.2,-17.8,-8.57,-27.1,282,190,408,59,"3",40,225,0,1,8
"Logan Ryan","DB","NE",9,70.3,8.33,0.175,61.6,75.7,-17.8,-16.5,-22.6,283,274,359,60,"3",35,154,1.4,73,3
"Mychal Kendricks","LB","PHI",4,82.3,11.3,0.137,70.1,89.3,-18.2,-24.5,-18,285,344,291,31,"5",35,170,1.5,71,4
"Jets","DST","NYJ",11,86.7,9.76,1.09,76.5,101,-18.3,-15.4,-15.9,286,256,258,18,"11",NA,141,1.13,52,NA
"Vontaze Burfict","LB","CIN",9,82.2,5.52,1.06,78.3,85.9,-18.3,-16.3,-21.4,287,270,343,32,"5",35,195,1.5,41,4
"Dontari Poe","DL","KC",5,44.5,3.97,0.451,41.5,48.6,-18.4,-17.3,-17.3,288,280,280,41,"7",35,170,0.5,25,4
"Vic Beasley","DL","ATL",11,44,NA,0.556,NA,NA,-18.8,NA,NA,290,NA,NA,42,"7",33,NA,1,99,1
"Kevin White","WR","CHI",9,139,15.4,4,109,159,-19.2,-25.6,-19.9,292,359,320,44,"9",32,108,4.53,56,1
"Commanders","DST","WAS",9,85.6,9.03,0.495,72.9,97.5,-19.4,-18.9,-19.4,294,296,310,19,"12",NA,158,0.805,81,NA
"Kony Ealy","DL","CAR",7,43.4,3.72,0.38,41.1,47.9,-19.4,-17.7,-18,293,283,290,43,"7",34,170,0.5,21,2
"Karlos Dansby","LB","CIN",9,81.1,6.66,0.425,74.8,87.3,-19.4,-19.9,-20,295,301,321,33,"5",44,173,0.5,86,12
"Linval Joseph","DL","MIN",6,43.1,8.88,0.147,35.3,52,-19.7,-23.5,-13.8,297,336,237,44,"7",37,217,2.55,74,6
"Nick Novak","K","HOU",9,120,13.1,0.082,96.6,136,-19.8,-34.8,-7.7,300,433,184,22,"6",NA,159,0.538,90,NA
"Anthony Barr","LB","MIN",6,80.7,5.56,0.308,76,86.9,-19.8,-18.6,-20.4,304,292,327,34,"5",34,193,2.8,36,2
"Roberto Aguayo","K","TB",6,120,7.2,0.779,106,126,-19.9,-25.2,-17.6,305,351,284,23,"6",32,154,1.42,84,0
"Buccaneers","DST","TB",6,85.1,7.75,4.29,71,92.1,-19.9,-20.9,-24.8,307,308,373,20,"13",NA,158,0.55,39,NA
"William Hayes","DL","LA",NA,42.9,2.24,0.0373,41,45.2,-19.9,-17.8,-20.6,306,285,333,45,"7",41,218,0.5,42,8
"Joey Bosa","DL","SD",11,42.9,5.81,0.445,37.9,48.8,-19.9,-20.9,-17,308,307,275,46,"7",30,170,1.5,75,0
"Manti Teo","LB","SD",11,80.4,7.17,0.416,72.9,86.1,-20.1,-21.8,-21.2,310,320,341,35,"5",35,170,0.5,69,3
"Darren Sproles","RB","PHI",4,116,9.75,6.06,103,132,-20.4,-10.6,-23.3,316,201,364,42,"12",43,138,1.51,44,11
"Mario Edwards","DL","OAK",10,42.4,6.08,0.352,38.8,49,-20.4,-20,-16.8,314,302,272,47,"7",32,229,0.5,82,NA
"Phil Dawson","K","SF",8,120,7.52,0.731,109,130,-20.6,-22.3,-13.4,318,324,233,24,"6",51,172,0.603,81,18
"Khalil Mack","LB","OAK",10,80,NA,1,NA,NA,-20.6,NA,NA,317,NA,NA,36,"5",35,85,9,97,2
"Leonard Williams","DL","NYJ",11,42.1,1.13,0.291,41.3,43.3,-20.7,-17.5,-22.6,319,281,358,48,"8",32,170,1.75,26,1
"Jared Cook","TE","GB",4,105,10.8,2.93,92,118,-21,-20.7,-26.5,322,305,399,19,"8",39,137,1.82,51,7
"Jacquies Smith","DL","TB",6,41.8,13.5,0.274,33.4,51.9,-21,-25.4,-13.9,321,355,239,49,"8",36,170,0,93,3
"Michael Johnson","DL","CIN",9,41.5,4.2,0.0518,37.7,46,-21.3,-21.1,-19.8,327,311,318,50,"8",39,170,0.5,51,7
"Malcom Brown","DL","NE",9,41.5,7.07,0.427,36.7,46.5,-21.3,-22.1,-19.4,328,322,311,51,"8",32,170,0.5,68,1
"Joe Flacco","QB","BAL",8,256,10.6,8.19,238,267,-21.4,-27.7,-29,330,379,442,22,"9",41,137,2.39,28,8
"Sebastian Janikowski","K","OAK",10,119,6.34,1.86,108,125,-21.4,-23.4,-18.4,329,335,295,25,"6",48,148,1.34,65,16
"Avery Williamson","LB","TEN",13,79,11.3,0.486,67.1,87.6,-21.6,-27.6,-19.6,331,378,315,37,"5",34,170,1,67,2
"Brian Robison","DL","MIN",6,41,4.39,0.239,36.5,44,-21.8,-22.3,-21.9,333,325,354,52,"8",43,170,0,60,9
"Allen Bailey","DL","KC",5,40.8,5.43,0.252,35.8,46.5,-22,-23,-19.4,334,333,309,53,"8",37,170,0.5,56,5
"Ben Heeney","LB","OAK",10,78.5,16.5,0.241,60.7,88.5,-22,-34,-18.8,335,424,299,38,"5",NA,170,0.5,76,NA
"Kendall Langford","DL","IND",10,40.5,3.28,0.075,37.4,43.9,-22.3,-21.4,-22,336,315,355,54,"8",40,170,0,16,8
"William Gholston","DL","TB",6,40.5,15,0.388,25,52.1,-22.3,-33.8,-13.7,338,422,236,55,"8",34,170,1,89,3
"Anthony Hitchens","LB","DAL",7,78.3,2.89,0.671,75.4,80.8,-22.3,-19.3,-26.4,337,299,398,39,"5",34,170,0.5,38,2
"DeForest Buckner","DL","SF",8,40.1,4.56,0.367,36.7,45.3,-22.7,-22.1,-20.5,340,323,329,56,"8",32,170,1,54,0
"Chris Kirksey","LB","CLE",13,77.6,NA,0.0704,NA,NA,-23,NA,NA,342,NA,NA,40,"6",33,NA,0,NA,2
"Tahir Whitehead","LB","DET",10,77.5,6.86,1.68,70.4,81.9,-23,-24.3,-25.4,344,341,378,41,"6",36,170,0.5,64,4
"Demarcus Lawrence","DL","DAL",7,39.7,1.77,0.355,38.5,41,-23.1,-20.3,-24.9,345,304,374,57,"8",34,NA,2,30,2
"Corey Coleman","WR","CLE",13,135,14.6,3.48,121,166,-23.2,-14.1,-12.9,346,244,226,45,"9",31,123,3.14,54,0
"Greg Zuerlein","K","LA",NA,117,6.49,5.2,106,127,-23.2,-25.5,-17.3,348,358,279,26,"7",38,167,0.773,77,4
"Johnathan Hankins","DL","NYG",8,39.4,8.49,0.0954,33.4,45.1,-23.4,-25.4,-20.8,351,356,337,58,"8",34,170,0.5,79,3
"Bennie Logan","DL","PHI",4,39.3,6.75,0.366,33.4,46,-23.5,-25.4,-19.8,354,354,319,59,"8",36,170,0.5,86,3
"Tank Carradine","DL","SF",8,38.9,NA,0.135,NA,NA,-23.9,NA,NA,356,NA,NA,60,"8",37,170,0,NA,3
"Kyle Rudolph","TE","MIN",6,102,12.3,0.843,90.3,128,-24,-22.3,-16.8,357,326,271,20,"8",36,147,1.33,46,5
"Bills","DST","BUF",10,80.8,8.47,0.151,64.6,86.1,-24.2,-27.3,-30.8,364,375,469,21,"13",NA,148,1.27,61,NA
"Titans","DST","TEN",13,80.7,16.5,0.0222,52.4,95.9,-24.3,-39.5,-21,365,496,338,22,"13",NA,160,0.383,90,NA
"Dolphins","DST","MIA",8,80.7,4.66,0.923,72.3,84,-24.4,-19.6,-33,367,300,489,23,"14",NA,157,1.07,48,NA
"Von Miller","LB","DEN",11,75.9,12.4,0.311,68.8,90.7,-24.7,-25.8,-16.6,370,362,267,42,"6",37,115,4.55,74,5
"Clive Walford","TE","OAK",10,101,12.9,8.81,76.2,115,-24.8,-36.5,-30,371,462,457,21,"9",34,152,1.46,54,1
"Donta Hightower","LB","NE",9,75.5,4.01,0.51,71.7,79.6,-25,-22.9,-27.6,374,331,418,43,"6",36,170,1,26,4
"Giants","DST","NYG",8,79.7,15.1,0.605,56.7,99.3,-25.3,-35.2,-17.7,377,443,285,24,"15",NA,158,0.7,97,NA
"K.J. Wright","LB","SEA",5,75,9.11,1.38,64.5,81.9,-25.5,-30.1,-25.4,378,394,377,44,"6",36,162,2.4,47,5
"Chargers","DST","SD",11,79.1,10.7,1.24,65.4,91,-25.9,-26.5,-26,382,366,388,25,"16",NA,160,0.403,68,NA
"Jay Ajayi","RB","MIA",8,110,18.3,3.14,82.6,134,-26.5,-31,-21.1,390,400,340,43,"12",33,106,4.26,72,1
"Travis Benjamin","WR","SD",11,131,19.6,3.39,102,159,-26.7,-33.2,-20.4,393,420,328,46,"9",36,126,2.19,75,4
"Will Compton","LB","WAS",9,73.6,15.6,0.357,57.2,85.8,-26.9,-37.4,-21.5,396,475,346,45,"6",36,170,0.5,88,3
"Bears","DST","CHI",9,77.9,10.4,1.84,66.7,95.3,-27.1,-25.2,-21.6,397,350,350,26,"17",NA,168,1.13,65,NA
"Melvin Ingram","LB","SD",11,73.3,2.83,0.0613,70.7,76.3,-27.3,-24,-31,400,340,471,46,"6",37,170,1,83,4
"David Harris","LB","NYJ",11,73.2,8.2,0.44,65.2,81.1,-27.3,-29.5,-26.2,401,386,395,47,"6",42,236,0.5,45,9
"Kevin Minter","LB","ARI",9,72.8,15.9,0.125,57.3,88.1,-27.8,-37.3,-19.1,406,470,305,48,"6",35,170,0.5,90,3
"Stephone Anthony","LB","NO",5,72.7,12.3,0.308,63.2,85.7,-27.9,-31.5,-21.6,407,404,349,49,"6",33,221,5.3,78,1
"Wesley Woodyard","LB","TEN",13,72.4,9.91,0.262,63.2,81.8,-28.2,-31.5,-25.5,408,405,379,50,"6",39,170,0.5,79,8
"Jason Myers","K","JAC",5,112,5.71,1.22,105,121,-28.4,-26.6,-22.8,411,367,361,27,"7",35,171,0.403,55,NA
"Sam Barrington","LB","FA",NA,72.1,15.6,0.188,62.4,83.8,-28.5,-32.2,-23.5,412,411,365,51,"6",35,NA,0,93,3
"Mason Foster","LB","WAS",9,71.9,10.6,0.0512,63.1,82.6,-28.6,-31.6,-24.7,415,406,371,52,"6",37,170,1,50,5
"Jelani Jenkins","LB","MIA",8,71.9,6.71,1.13,64.6,76.2,-28.7,-30,-31.1,417,393,473,53,"6",34,170,1,81,3
"Ravens","DST","BAL",8,76.1,9.93,2.13,62.4,89.3,-29,-29.5,-27.6,419,388,417,27,"18",NA,155,0.685,42,NA
"Jay Cutler","QB","CHI",9,248,9.31,4.85,236,263,-29.6,-30,-33.2,423,391,496,23,"10",43,151,2.02,33,10
"Derrick Henry","RB","TEN",13,107,18.9,4.46,73.2,134,-29.6,-40.5,-21.4,424,507,345,44,"12",32,95.4,4.63,76,0
"Cody Parkey","K","FA",NA,111,13.7,5.93,96.4,123,-29.7,-34.9,-21.1,425,437,339,28,"8",34,151,0.665,97,2
"Zach Brown","LB","BUF",10,70.7,17.6,0.432,59.7,89.1,-29.8,-35,-18.2,426,439,293,54,"6",36,170,0.5,91,4
"Kamar Aiken","WR","BAL",8,128,22.4,0.729,101,159,-30.1,-34.4,-19.7,429,429,317,47,"9",37,132,1.88,93,5
"Blake Martinez","LB","GB",4,70.3,22,0.93,48.6,90.5,-30.3,-46.1,-16.7,430,555,269,55,"6",32,170,0.5,99,0
"Josh Gordon","WR","CLE",13,127,18.7,1.03,100,159,-30.8,-34.9,-20.4,438,436,326,48,"9",35,91,5.75,72,4
"Falcons","DST","ATL",11,73.9,15,0.554,47.3,88.4,-31.1,-44.6,-28.5,441,536,436,28,"19",NA,160,0.52,87,NA
"Benardrick McKinney","LB","HOU",9,69.4,10.1,0.103,62.4,81.2,-31.2,-32.2,-26.1,442,410,390,56,"6",33,170,0.5,60,1
"Brian Cushing","LB","HOU",9,69.3,13.4,1.37,55.3,81.5,-31.3,-39.4,-25.8,443,495,383,57,"7",39,194,0.5,62,7
"Saints","DST","NO",5,73.4,14.2,0.789,55.4,90.8,-31.7,-36.5,-26.2,446,463,392,29,"20",NA,160,0.343,77,NA
"Steve Smith","WR","BAL",8,126,14.3,0.842,106,146,-31.8,-29.2,-33.1,448,385,495,49,"9",47,137,1.74,73,15
"Browns","DST","CLE",13,72.6,11.9,1.35,59.7,91.6,-32.4,-32.2,-25.3,456,409,375,30,"21",NA,160,2.03,84,NA
"Mohamed Sanu","WR","ATL",11,125,14.5,1.58,110,146,-32.7,-24.8,-33.2,457,348,497,50,"10",36,143,1.7,62,4
"Chandler Jones","LB","ARI",9,67.9,11.3,0.244,57.3,79.3,-32.7,-37.4,-28,458,472,427,58,"7",36,NA,3,66,4
"Paul Worrilow","LB","ATL",11,67.6,12.2,1.15,59,80.3,-32.9,-35.6,-26.9,462,448,407,59,"7",36,170,0.5,95,3
"Jordan Cameron","TE","MIA",8,92.2,14,3.74,74.2,114,-33.6,-38.5,-30.7,470,485,467,22,"9",37,159,0.758,66,5
"Cowboys","DST","DAL",7,71.2,8.3,2.09,60.5,82.3,-33.8,-31.4,-34.6,473,403,508,31,"22",NA,156,0.85,45,NA
"James White","RB","NE",9,102,21.1,0.519,73.3,128,-34.1,-40.4,-27.2,476,505,410,45,"12",34,133,1.6,93,2
"Nate Irving","LB","FA",NA,66.5,9.9,0.345,60.3,73.9,-34.1,-34.3,-33.3,475,427,498,60,"7",37,NA,1,52,5
"Markus Wheaton","WR","PIT",8,124,18.4,0.364,94.8,150,-34.2,-40.1,-29.7,479,503,451,51,"10",35,128,1.97,66,3
"Tom Brady","QB","NE",9,243,8.53,2.49,230,251,-34.4,-35.7,-44.3,481,451,599,24,"10",48,63,10.8,17,16
"James Starks","RB","GB",4,102,14.6,0.4,78.8,122,-34.6,-34.8,-33.4,484,435,499,46,"12",40,141,1.42,68,6
"Rishard Matthews","WR","TEN",13,123,24.3,0.966,88,153,-34.6,-47,-26.2,483,562,394,52,"10",36,153,1.66,92,4
"Terrance West","RB","BAL",8,101,31.5,2.41,76.3,155,-35,-37.3,0,487,471,130,47,"12",35,150,1.48,99,2
"Pierre Garcon","WR","WAS",9,122,19.5,0.395,97.5,143,-35.6,-37.5,-36.1,492,476,524,53,"10",39,148,1.42,80,8
"Patrick Murray","K","CLE",13,105,12.6,3.37,82.8,119,-35.6,-48.6,-24.8,493,576,372,29,"9",35,160,0.68,87,2
"49ers","DST","SF",8,69.1,15.7,0,44,89.6,-35.9,-47.9,-27.4,496,572,413,32,"22",NA,168,0.63,94,NA
"Mike Wallace","WR","BAL",8,122,17.5,1.69,96.5,151,-36,-38.5,-27.7,499,486,421,54,"10",39,146,1.61,77,7
