player,team,position,id,avg_type,pass_yds,pass_yds_sd,pass_tds,pass_tds_sd,pass_int,pass_int_sd,rush_yds,rush_yds_sd,rush_tds,rush_tds_sd,fumbles_lost,fumbles_lost_sd,two_pts,two_pts_sd,return_tds,return_tds_sd,rec,rec_sd,rec_yds,rec_yds_sd,rec_tds,rec_tds_sd,fg_0019,fg_0019_sd,fg_2029,fg_2029_sd,fg_3039,fg_3039_sd,fg_4049,fg_4049_sd,fg_50,fg_50_sd,xp,xp_sd,dst_int,dst_int_sd,dst_sacks,dst_sacks_sd,dst_safety,dst_safety_sd,dst_td,dst_td_sd,dst_blk,dst_blk_sd,idp_solo,idp_solo_sd,idp_sack,idp_sack_sd,idp_int,idp_int_sd,idp_pd,idp_pd_sd,idp_td,idp_td_sd,draft_year,birthdate,injury_status,injury_details,season_year,week
Jared Goff,DET,QB,12611,weighted,261.761998140184,23.2133141387708,1.81968266883645,0.178757281519474,0.759442636289666,0.184679879957392,4.60589096826688,1.74914988682735,0.0372620016273393,0.0464619854352295,0.134578925956062,0.0249249207469265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016.0,1994-10-14,,,2024,13
Joe Burrow,CIN,QB,14777,weighted,273.430139486226,13.8612641769899,2.00175752644426,0.112144823832362,0.760622457282343,0.174672850615857,14.0416058351738,2.91518261295738,0.113795768917819,0.0621976655423445,0.17480065093572,0.0555050030962261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.0,1996-12-10,,,2024,13
C.J. Stroud,HOU,QB,16150,weighted,270.768058816692,15.0812930070341,1.33722538649308,0.253618732814922,0.564914564686737,0.30495542361342,14.0010141810996,1.46815753355394,0.0818470301057771,0.0570980398359845,0.194357200976404,0.0065338133129591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023.0,2001-10-03,,,2024,13
Tua Tagovailoa,MIA,QB,14778,weighted,249.4436713937,19.5442007191551,1.64872253864931,0.271828094119901,0.793169243287225,0.15418582081355,6.42630012786237,1.38662555929972,0.0158909682668836,0.0286217520475645,0.194357200976404,0.0065338133129591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.0,1998-03-02,,,2024,13
Derek Carr,NO,QB,11644,weighted,244.075099383936,24.4207004213638,1.32561025223759,0.318886195326384,0.773319772172498,0.170052970961282,5.4285446937115,0.91087539021719,0.0285760781122864,0.0403385292271758,0.108576078112286,0.0531804989225348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014.0,1991-03-28,,,2024,13
Brock Purdy,SF,QB,15698,weighted,246.469691386726,19.9634016057108,1.24801871440195,0.232959496152574,0.841053702196908,0.125807747217511,21.36032546786,1.71303172647342,0.179983726606998,0.087901377293787,0.194357200976404,0.0065338133129591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022.0,1999-12-27,,,2024,13
Matthew Stafford,LAR,QB,9431,weighted,262.896147274207,10.8712534862389,1.73258746948739,0.201974796941033,0.647453213995118,0.331660264079483,4.09702138788795,1.55188188837111,0.0359235150528885,0.0454954882474329,0.169045972335232,0.031223602877783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009.0,1988-02-07,,,2024,13
Matthew Stafford,LAR,QB,9431,weighted,262.896147274207,10.8712534862389,1.73258746948739,0.201974796941033,0.647453213995118,0.331660264079483,4.09702138788795,1.55188188837111,0.0359235150528885,0.0454954882474329,0.169045972335232,0.031223602877783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009.0,2003-05-23,,,2024,13
Geno Smith,SEA,QB,11150,weighted,249.967542717657,20.1568385417514,1.20142799023596,0.170845734892154,0.923327908868999,0.126625613928014,16.2181878414507,2.60015281479419,0.083100081366965,0.0605446797050805,0.103624898291294,0.0475247776837508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0,1990-10-10,,,2024,13
Patrick Mahomes,KC,QB,13116,weighted,247.816246658142,16.2795390341597,1.91353132628153,0.205153560492032,0.64420260374288,0.324022668667373,21.562864698361,0.925336818783072,0.102392188771359,0.0561361098412302,0.0860862489829129,0.0672944797933924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017.0,1995-09-17,,,2024,13
