player,team,position,id,avg_type,pass_yds,pass_yds_sd,pass_tds,pass_tds_sd,pass_int,pass_int_sd,rush_yds,rush_yds_sd,rush_tds,rush_tds_sd,fumbles_lost,fumbles_lost_sd,two_pts,two_pts_sd,return_tds,return_tds_sd,rec,rec_sd,rec_yds,rec_yds_sd,rec_tds,rec_tds_sd,fg_0019,fg_0019_sd,fg_2029,fg_2029_sd,fg_3039,fg_3039_sd,fg_4049,fg_4049_sd,fg_50,fg_50_sd,xp,xp_sd,dst_int,dst_int_sd,dst_sacks,dst_sacks_sd,dst_safety,dst_safety_sd,dst_td,dst_td_sd,dst_blk,dst_blk_sd,idp_solo,idp_solo_sd,idp_sack,idp_sack_sd,idp_int,idp_int_sd,idp_pd,idp_pd_sd,idp_td,idp_td_sd,draft_year,birthdate,injury_status,injury_details,season_year,week
Tom Brady,NE,QB,5848,weighted,296.19462289957,18.4943354189788,2.26013286440016,0.437833280064503,0.488554122704181,0.370227104202672,1.96703399765533,1.37995360436751,0.017999218444705,0.0369475616672501,0.196257652728931,0.0028692977366393,0.11,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000.0,1977-08-03,,,,16
Philip Rivers,LAC,QB,7394,weighted,281.968139898398,21.4854333622964,2.10337241109809,0.429851383820694,0.56041422430637,0.441793851137085,1.42358343102775,1.14973240223058,0.0038022665103556,0.0075488777496897,0.196257652728931,0.0028692977366393,0.08,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004.0,1981-12-08,,,,16
Matthew Stafford,DET,QB,9431,weighted,275.8351660805,16.1254466978822,1.8152754982415,0.225219552926936,0.477635795232513,0.362969291450293,6.01771004298554,1.77548525714184,0.0167135599843689,0.0362225175678141,0.2,0.0,0.06,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009.0,1988-02-07,,,,16
Drew Brees,NO,QB,4925,weighted,277.026670574443,15.056840539959,1.95537710042986,0.224163252641476,0.471524032825322,0.357014666261405,3.78368894099258,3.72379281790921,0.107729581867917,0.0949964220469138,0.203742347271069,0.0028692977366393,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001.0,1979-01-15,,,,16
Ben Roethlisberger,PIT,QB,7401,weighted,280.909906213365,16.3658208639114,1.95859320046893,0.204526902150169,0.72694021101993,0.398476912110235,3.39240719030871,2.11224641388141,0.019011332551778,0.0377443887484486,0.158248013546958,0.0265932715206296,0.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004.0,1982-03-02,,,,16
Jared Goff,LAR,QB,12611,weighted,256.163657678781,17.3569717839953,1.81702227432591,0.177625621204221,0.626150840171942,0.34419098057799,6.04876514263384,3.20469084727771,0.0926299335677999,0.0581409147352039,0.203742347271069,0.0028692977366393,0.01,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016.0,1994-10-14,,,,16
Russell Wilson,SEA,QB,10703,weighted,261.507932786245,11.6107147830135,1.82717467760844,0.21403876625584,0.508198515044939,0.395242385554263,32.034169597499,4.40174472387489,0.34505666275889,0.305814821677022,0.235793929920542,0.0159824026294661,0.04,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012.0,1988-11-29,,,,16
Jameis Winston,TB,QB,12140,weighted,265.016619773349,9.95855124394793,1.76762797967956,0.245840502782431,0.887495115279406,0.456124412399181,9.96919890582259,2.07045935476277,0.0726064869089488,0.0482268630220557,0.270061221831445,0.0229543818931144,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015.0,1994-01-06,,,,16
Derek Carr,OAK,QB,11644,weighted,244.00027745213,16.6889470778162,1.28648300117233,0.253288910160682,0.776483001172333,0.390553451609735,6.66329425556858,3.06404481638939,0.0240992575224697,0.0466518478654216,0.203742347271069,0.0028692977366393,0.09,1.50071311693728e-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014.0,1991-03-28,,,,16
Matt Ryan,ATL,QB,9099,weighted,267.972743259086,8.90228313838197,1.75575224697147,0.278628538052223,0.729503712387651,0.366646163039835,6.04458772958187,2.14233336523885,0.0102852676826886,0.0289565966902398,0.196257652728931,0.0028692977366393,0.04,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008.0,1985-05-17,,,,16
