snapshot,season,week_of_paste,table,team,player,week,value
2026-09-10,2026,1,dst,NO,,15,5.1
2026-09-10,2026,1,dst,NO,,16,6.9
2026-09-10,2026,1,dst,NO,,17,4.8
2026-09-10,2026,1,dst,NO,,avg,5.8
2026-09-10,2026,1,dst,NO,,playoffs,5.6
2026-09-10,2026,1,dst,TB,,1,3.1
2026-09-10,2026,1,dst,TB,,2,9.3
2026-09-10,2026,1,dst,TB,,3,7.4
2026-09-10,2026,1,dst,TB,,4,6.0
2026-09-10,2026,1,dst,TB,,5,2.8
2026-09-10,2026,1,dst,TB,,6,7.2
2026-09-10,2026,1,dst,TB,,7,6.7
2026-09-10,2026,1,dst,TB,,8,6.4
2026-09-10,2026,1,dst,TB,,9,5.4
2026-09-10,2026,1,dst,TB,,11,4.9
2026-09-10,2026,1,dst,TB,,12,8.0
2026-09-10,2026,1,dst,TB,,13,6.0
2026-09-10,2026,1,dst,TB,,14,4.7
2026-09-10,2026,1,dst,TB,,15,6.2
2026-09-10,2026,1,dst,TB,,16,5.3
2026-09-10,2026,1,dst,TB,,17,3.6
2026-09-10,2026,1,dst,TB,,avg,5.8
2026-09-10,2026,1,dst,TB,,playoffs,5.0
2026-09-10,2026,1,dst,ARI,,1,2.9
2026-09-10,2026,1,dst,ARI,,2,2.7
2026-09-10,2026,1,dst,ARI,,3,3.0
2026-09-10,2026,1,dst,ARI,,4,3.5
2026-09-10,2026,1,dst,ARI,,5,3.6
2026-09-10,2026,1,dst,ARI,,6,1.5
2026-09-10,2026,1,dst,ARI,,7,3.1
2026-09-10,2026,1,dst,ARI,,8,3.4
2026-09-10,2026,1,dst,ARI,,9,3.5
2026-09-10,2026,1,dst,ARI,,10,2.5
2026-09-10,2026,1,dst,ARI,,11,3.6
2026-09-10,2026,1,dst,ARI,,12,4.2
2026-09-10,2026,1,dst,ARI,,13,4.6
2026-09-10,2026,1,dst,ARI,,15,6.0
2026-09-10,2026,1,dst,ARI,,16,4.3
2026-09-10,2026,1,dst,ARI,,17,6.8
2026-09-10,2026,1,dst,ARI,,avg,3.7
2026-09-10,2026,1,dst,ARI,,playoffs,5.7
2026-09-10,2026,1,k,LAC,Cameron Dicker,1,10.0
2026-09-10,2026,1,k,LAC,Cameron Dicker,2,9.8
2026-09-10,2026,1,k,LAC,Cameron Dicker,3,7.7
2026-09-10,2026,1,k,LAC,Cameron Dicker,4,7.7
2026-09-10,2026,1,k,LAC,Cameron Dicker,5,8.4
2026-09-10,2026,1,k,LAC,Cameron Dicker,6,7.5
2026-09-10,2026,1,k,LAC,Cameron Dicker,8,8.1
2026-09-10,2026,1,k,LAC,Cameron Dicker,9,8.2
2026-09-10,2026,1,k,LAC,Cameron Dicker,10,7.4
2026-09-10,2026,1,k,LAC,Cameron Dicker,11,9.2
2026-09-10,2026,1,k,LAC,Cameron Dicker,12,8.4
2026-09-10,2026,1,k,LAC,Cameron Dicker,13,8.0
2026-09-10,2026,1,k,LAC,Cameron Dicker,14,8.6
2026-09-10,2026,1,k,LAC,Cameron Dicker,15,8.3
2026-09-10,2026,1,k,LAC,Cameron Dicker,16,8.0
2026-09-10,2026,1,k,LAC,Cameron Dicker,17,8.4
2026-09-10,2026,1,k,LAC,Cameron Dicker,avg,8.4
2026-09-10,2026,1,k,LAC,Cameron Dicker,playoffs,8.3
2026-09-10,2026,1,k,JAX,Cam Little,1,9.6
2026-09-10,2026,1,k,JAX,Cam Little,2,7.3
2026-09-10,2026,1,k,JAX,Cam Little,3,7.0
2026-09-10,2026,1,k,JAX,Cam Little,4,7.8
2026-09-10,2026,1,k,JAX,Cam Little,5,7.7
2026-09-10,2026,1,k,JAX,Cam Little,6,8.2
2026-09-10,2026,1,k,JAX,Cam Little,8,7.8
2026-09-10,2026,1,k,JAX,Cam Little,9,6.6
2026-09-10,2026,1,k,JAX,Cam Little,10,7.4
2026-09-10,2026,1,k,JAX,Cam Little,11,7.4
2026-09-10,2026,1,k,JAX,Cam Little,12,8.2
2026-09-10,2026,1,k,JAX,Cam Little,13,7.5
2026-09-10,2026,1,k,JAX,Cam Little,14,7.9
2026-09-10,2026,1,k,JAX,Cam Little,15,7.6
2026-09-10,2026,1,k,JAX,Cam Little,16,8.6
2026-09-10,2026,1,k,JAX,Cam Little,17,7.9
2026-09-10,2026,1,k,JAX,Cam Little,avg,7.8
2026-09-10,2026,1,k,JAX,Cam Little,playoffs,8.1
2026-09-10,2026,1,k,DET,Jake Bates,1,9.4
2026-09-10,2026,1,k,DET,Jake Bates,2,6.1
2026-09-10,2026,1,k,DET,Jake Bates,3,9.5
2026-09-10,2026,1,k,DET,Jake Bates,4,7.9
2026-09-10,2026,1,k,DET,Jake Bates,5,9.2
2026-09-10,2026,1,k,DET,Jake Bates,7,8.2
2026-09-10,2026,1,k,DET,Jake Bates,8,8.5
2026-09-10,2026,1,k,DET,Jake Bates,9,8.0
2026-09-10,2026,1,k,DET,Jake Bates,10,7.1
2026-09-10,2026,1,k,DET,Jake Bates,11,8.0
2026-09-10,2026,1,k,DET,Jake Bates,12,8.3
2026-09-10,2026,1,k,DET,Jake Bates,13,8.3
2026-09-10,2026,1,k,DET,Jake Bates,14,8.7
2026-09-10,2026,1,k,DET,Jake Bates,15,8.5
2026-09-10,2026,1,k,DET,Jake Bates,16,8.2
2026-09-10,2026,1,k,DET,Jake Bates,17,7.4
2026-09-10,2026,1,k,DET,Jake Bates,avg,8.2
2026-09-10,2026,1,k,DET,Jake Bates,playoffs,8.0
2026-09-10,2026,1,k,PIT,Chris Boswell,1,9.2
2026-09-10,2026,1,k,PIT,Chris Boswell,2,6.4
2026-09-10,2026,1,k,PIT,Chris Boswell,3,7.6
2026-09-10,2026,1,k,PIT,Chris Boswell,4,8.0
2026-09-10,2026,1,k,PIT,Chris Boswell,5,7.8
2026-09-10,2026,1,k,PIT,Chris Boswell,6,7.7
2026-09-10,2026,1,k,PIT,Chris Boswell,7,7.8
2026-09-10,2026,1,k,PIT,Chris Boswell,8,8.0
2026-09-10,2026,1,k,PIT,Chris Boswell,10,7.5
2026-09-10,2026,1,k,PIT,Chris Boswell,11,7.6
2026-09-10,2026,1,k,PIT,Chris Boswell,12,6.8
2026-09-10,2026,1,k,PIT,Chris Boswell,13,7.5
2026-09-10,2026,1,k,PIT,Chris Boswell,14,7.5
2026-09-10,2026,1,k,PIT,Chris Boswell,15,7.2
2026-09-10,2026,1,k,PIT,Chris Boswell,16,7.4
2026-09-10,2026,1,k,PIT,Chris Boswell,17,7.3
2026-09-10,2026,1,k,PIT,Chris Boswell,avg,7.6
2026-09-10,2026,1,k,PIT,Chris Boswell,playoffs,7.3
2026-09-10,2026,1,k,CHI,Cairo Santos,1,9.1
2026-09-10,2026,1,k,CHI,Cairo Santos,2,8.1
2026-09-10,2026,1,k,CHI,Cairo Santos,3,7.7
2026-09-10,2026,1,k,CHI,Cairo Santos,4,8.2
2026-09-10,2026,1,k,CHI,Cairo Santos,5,7.4
2026-09-10,2026,1,k,CHI,Cairo Santos,6,7.7
2026-09-10,2026,1,k,CHI,Cairo Santos,7,6.5
2026-09-10,2026,1,k,CHI,Cairo Santos,8,7.8
2026-09-10,2026,1,k,CHI,Cairo Santos,9,7.4
2026-09-10,2026,1,k,CHI,Cairo Santos,11,7.7
2026-09-10,2026,1,k,CHI,Cairo Santos,12,8.0
2026-09-10,2026,1,k,CHI,Cairo Santos,13,7.6
2026-09-10,2026,1,k,CHI,Cairo Santos,14,7.7
2026-09-10,2026,1,k,CHI,Cairo Santos,15,7.3
2026-09-10,2026,1,k,CHI,Cairo Santos,16,7.7
2026-09-10,2026,1,k,CHI,Cairo Santos,17,7.9
2026-09-10,2026,1,k,CHI,Cairo Santos,avg,7.7
2026-09-10,2026,1,k,CHI,Cairo Santos,playoffs,7.7
2026-09-10,2026,1,k,CIN,Evan McPherson,1,9.1
2026-09-10,2026,1,k,CIN,Evan McPherson,2,8.8
2026-09-10,2026,1,k,CIN,Evan McPherson,3,8.2
2026-09-10,2026,1,k,CIN,Evan McPherson,4,8.0
2026-09-10,2026,1,k,CIN,Evan McPherson,5,8.3
2026-09-10,2026,1,k,CIN,Evan McPherson,7,7.3
2026-09-10,2026,1,k,CIN,Evan McPherson,8,7.9
2026-09-10,2026,1,k,CIN,Evan McPherson,9,8.5
2026-09-10,2026,1,k,CIN,Evan McPherson,10,7.9
2026-09-10,2026,1,k,CIN,Evan McPherson,11,7.6
2026-09-10,2026,1,k,CIN,Evan McPherson,12,7.4
2026-09-10,2026,1,k,CIN,Evan McPherson,13,7.9
2026-09-10,2026,1,k,CIN,Evan McPherson,14,7.8
2026-09-10,2026,1,k,CIN,Evan McPherson,15,7.8
2026-09-10,2026,1,k,CIN,Evan McPherson,16,8.2
2026-09-10,2026,1,k,CIN,Evan McPherson,17,7.6
2026-09-10,2026,1,k,CIN,Evan McPherson,avg,8.0
2026-09-10,2026,1,k,CIN,Evan McPherson,playoffs,7.8
2026-09-10,2026,1,k,MIN,Will Reichard,1,8.8
2026-09-10,2026,1,k,MIN,Will Reichard,2,7.3
2026-09-10,2026,1,k,MIN,Will Reichard,3,7.3
2026-09-10,2026,1,k,MIN,Will Reichard,4,9.0
2026-09-10,2026,1,k,MIN,Will Reichard,5,8.2
2026-09-10,2026,1,k,MIN,Will Reichard,7,7.8
2026-09-10,2026,1,k,MIN,Will Reichard,8,7.8
2026-09-10,2026,1,k,MIN,Will Reichard,9,7.8
2026-09-10,2026,1,k,MIN,Will Reichard,10,7.5
2026-09-10,2026,1,k,MIN,Will Reichard,11,7.5
2026-09-10,2026,1,k,MIN,Will Reichard,12,8.4
2026-09-10,2026,1,k,MIN,Will Reichard,13,8.3
2026-09-10,2026,1,k,MIN,Will Reichard,14,5.9
2026-09-10,2026,1,k,MIN,Will Reichard,15,8.5
2026-09-10,2026,1,k,MIN,Will Reichard,16,8.4
2026-09-10,2026,1,k,MIN,Will Reichard,17,7.6
2026-09-10,2026,1,k,MIN,Will Reichard,avg,7.9
2026-09-10,2026,1,k,MIN,Will Reichard,playoffs,8.2
2026-09-10,2026,1,k,BAL,Tyler Loop,1,8.7
2026-09-10,2026,1,k,BAL,Tyler Loop,2,8.2
2026-09-10,2026,1,k,BAL,Tyler Loop,3,8.2
2026-09-10,2026,1,k,BAL,Tyler Loop,4,8.4
2026-09-10,2026,1,k,BAL,Tyler Loop,5,8.4
2026-09-10,2026,1,k,BAL,Tyler Loop,6,8.1
2026-09-10,2026,1,k,BAL,Tyler Loop,7,7.6
2026-09-10,2026,1,k,BAL,Tyler Loop,8,7.3
2026-09-10,2026,1,k,BAL,Tyler Loop,9,7.3
2026-09-10,2026,1,k,BAL,Tyler Loop,10,7.7
2026-09-10,2026,1,k,BAL,Tyler Loop,11,7.7
2026-09-10,2026,1,k,BAL,Tyler Loop,12,8.3
2026-09-10,2026,1,k,BAL,Tyler Loop,14,8.2
2026-09-10,2026,1,k,BAL,Tyler Loop,15,8.1
2026-09-10,2026,1,k,BAL,Tyler Loop,16,8.5
2026-09-10,2026,1,k,BAL,Tyler Loop,17,7.2
2026-09-10,2026,1,k,BAL,Tyler Loop,avg,8.0
2026-09-10,2026,1,k,BAL,Tyler Loop,playoffs,7.9
2026-09-10,2026,1,k,LV,Matt Gay,1,8.7
2026-09-10,2026,1,k,LV,Matt Gay,2,7.2
2026-09-10,2026,1,k,LV,Matt Gay,3,7.8
2026-09-10,2026,1,k,LV,Matt Gay,4,7.3
2026-09-10,2026,1,k,LV,Matt Gay,5,6.3
2026-09-10,2026,1,k,LV,Matt Gay,6,7.3
2026-09-10,2026,1,k,LV,Matt Gay,7,7.5
2026-09-10,2026,1,k,LV,Matt Gay,8,7.6
2026-09-10,2026,1,k,LV,Matt Gay,9,7.3
2026-09-10,2026,1,k,LV,Matt Gay,10,7.6
2026-09-10,2026,1,k,LV,Matt Gay,11,6.9
2026-09-10,2026,1,k,LV,Matt Gay,12,7.7
2026-09-10,2026,1,k,LV,Matt Gay,14,7.2
2026-09-10,2026,1,k,LV,Matt Gay,15,7.0
2026-09-10,2026,1,k,LV,Matt Gay,16,7.7
2026-09-10,2026,1,k,LV,Matt Gay,17,7.9
2026-09-10,2026,1,k,LV,Matt Gay,avg,7.4
2026-09-10,2026,1,k,LV,Matt Gay,playoffs,7.5
2026-09-10,2026,1,k,HOU,Ka'imi Fairbairn,1,8.7
2026-09-10,2026,1,k,HOU,Ka'imi Fairbairn,2,8.7
2026-09-10,2026,1,k,HOU,Ka'imi Fairbairn,3,8.7
2026-09-10,2026,1,k,HOU,Ka'imi Fairbairn,4,8.5
2026-09-10,2026,1,k,HOU,Ka'imi Fairbairn,5,8.2
2026-09-10,2026,1,k,HOU,Ka'imi Fairbairn,6,7.3
2026-09-10,2026,1,k,HOU,Ka'imi Fairbairn,7,8.3
2026-09-10,2026,1,k,HOU,Ka'imi Fairbairn,9,7.8
2026-09-10,2026,1,k,HOU,Ka'imi Fairbairn,10,8.0
2026-09-10,2026,1,k,HOU,Ka'imi Fairbairn,11,8.1
2026-09-10,2026,1,k,HOU,Ka'imi Fairbairn,12,8.2
2026-09-10,2026,1,k,HOU,Ka'imi Fairbairn,13,7.8
2026-09-10,2026,1,k,HOU,Ka'imi Fairbairn,14,7.7
2026-09-10,2026,1,k,HOU,Ka'imi Fairbairn,15,8.4
2026-09-10,2026,1,k,HOU,Ka'imi Fairbairn,16,7.4
2026-09-10,2026,1,k,HOU,Ka'imi Fairbairn,17,7.7
2026-09-10,2026,1,k,HOU,Ka'imi Fairbairn,avg,8.1
2026-09-10,2026,1,k,HOU,Ka'imi Fairbairn,playoffs,7.8
2026-09-10,2026,1,k,GB,Trey Smack,1,8.7
2026-09-10,2026,1,k,GB,Trey Smack,2,8.3
2026-09-10,2026,1,k,GB,Trey Smack,3,7.7
2026-09-10,2026,1,k,GB,Trey Smack,4,7.9
2026-09-10,2026,1,k,GB,Trey Smack,5,7.8
2026-09-10,2026,1,k,GB,Trey Smack,6,7.3
2026-09-10,2026,1,k,GB,Trey Smack,7,7.6
2026-09-10,2026,1,k,GB,Trey Smack,8,7.5
2026-09-10,2026,1,k,GB,Trey Smack,9,7.6
2026-09-10,2026,1,k,GB,Trey Smack,10,7.9
2026-09-10,2026,1,k,GB,Trey Smack,12,7.8
2026-09-10,2026,1,k,GB,Trey Smack,13,8.3
2026-09-10,2026,1,k,GB,Trey Smack,14,7.5
2026-09-10,2026,1,k,GB,Trey Smack,15,8.0
2026-09-10,2026,1,k,GB,Trey Smack,16,7.7
2026-09-10,2026,1,k,GB,Trey Smack,17,7.5
2026-09-10,2026,1,k,GB,Trey Smack,avg,7.8
2026-09-10,2026,1,k,GB,Trey Smack,playoffs,7.7
2026-09-10,2026,1,k,DAL,Brandon Aubrey,1,8.7
2026-09-10,2026,1,k,DAL,Brandon Aubrey,2,9.1
2026-09-10,2026,1,k,DAL,Brandon Aubrey,3,7.8
2026-09-10,2026,1,k,DAL,Brandon Aubrey,4,8.7
2026-09-10,2026,1,k,DAL,Brandon Aubrey,5,8.5
2026-09-10,2026,1,k,DAL,Brandon Aubrey,6,7.6
2026-09-10,2026,1,k,DAL,Brandon Aubrey,7,7.5
2026-09-10,2026,1,k,DAL,Brandon Aubrey,8,9.2
2026-09-10,2026,1,k,DAL,Brandon Aubrey,9,8.1
2026-09-10,2026,1,k,DAL,Brandon Aubrey,10,8.0
2026-09-10,2026,1,k,DAL,Brandon Aubrey,11,8.6
2026-09-10,2026,1,k,DAL,Brandon Aubrey,12,8.6
2026-09-10,2026,1,k,DAL,Brandon Aubrey,13,7.8
2026-09-10,2026,1,k,DAL,Brandon Aubrey,15,8.5
2026-09-10,2026,1,k,DAL,Brandon Aubrey,16,8.5
2026-09-10,2026,1,k,DAL,Brandon Aubrey,17,8.6
2026-09-10,2026,1,k,DAL,Brandon Aubrey,avg,8.4
2026-09-10,2026,1,k,DAL,Brandon Aubrey,playoffs,8.5
2026-09-10,2026,1,k,BUF,Tyler Bass,1,8.7
2026-09-10,2026,1,k,BUF,Tyler Bass,2,7.5
2026-09-10,2026,1,k,BUF,Tyler Bass,3,7.6
2026-09-10,2026,1,k,BUF,Tyler Bass,4,7.5
2026-09-10,2026,1,k,BUF,Tyler Bass,5,7.6
2026-09-10,2026,1,k,BUF,Tyler Bass,6,9.2
2026-09-10,2026,1,k,BUF,Tyler Bass,8,7.6
2026-09-10,2026,1,k,BUF,Tyler Bass,9,8.3
2026-09-10,2026,1,k,BUF,Tyler Bass,10,8.7
2026-09-10,2026,1,k,BUF,Tyler Bass,11,7.9
2026-09-10,2026,1,k,BUF,Tyler Bass,12,7.8
2026-09-10,2026,1,k,BUF,Tyler Bass,13,7.4
2026-09-10,2026,1,k,BUF,Tyler Bass,14,7.8
2026-09-10,2026,1,k,BUF,Tyler Bass,15,7.9
2026-09-10,2026,1,k,BUF,Tyler Bass,16,7.3
2026-09-10,2026,1,k,BUF,Tyler Bass,17,8.0
2026-09-10,2026,1,k,BUF,Tyler Bass,avg,7.9
2026-09-10,2026,1,k,BUF,Tyler Bass,playoffs,7.7
2026-09-10,2026,1,k,IND,Spencer Shrader,1,8.7
2026-09-10,2026,1,k,IND,Spencer Shrader,2,7.4
2026-09-10,2026,1,k,IND,Spencer Shrader,3,8.6
2026-09-10,2026,1,k,IND,Spencer Shrader,4,7.9
2026-09-10,2026,1,k,IND,Spencer Shrader,5,7.7
2026-09-10,2026,1,k,IND,Spencer Shrader,6,8.6
2026-09-10,2026,1,k,IND,Spencer Shrader,7,7.9
2026-09-10,2026,1,k,IND,Spencer Shrader,8,7.6
2026-09-10,2026,1,k,IND,Spencer Shrader,9,7.5
2026-09-10,2026,1,k,IND,Spencer Shrader,10,8.4
2026-09-10,2026,1,k,IND,Spencer Shrader,11,7.7
2026-09-10,2026,1,k,IND,Spencer Shrader,12,8.4
2026-09-10,2026,1,k,IND,Spencer Shrader,14,7.6
2026-09-10,2026,1,k,IND,Spencer Shrader,15,7.4
2026-09-10,2026,1,k,IND,Spencer Shrader,16,8.3
2026-09-10,2026,1,k,IND,Spencer Shrader,17,7.6
2026-09-10,2026,1,k,IND,Spencer Shrader,avg,8.0
2026-09-10,2026,1,k,IND,Spencer Shrader,playoffs,7.8
2026-09-10,2026,1,k,TB,Chase McLaughlin,1,8.6
2026-09-10,2026,1,k,TB,Chase McLaughlin,2,8.7
2026-09-10,2026,1,k,TB,Chase McLaughlin,3,8.4
2026-09-10,2026,1,k,TB,Chase McLaughlin,4,7.9
2026-09-10,2026,1,k,TB,Chase McLaughlin,5,7.7
2026-09-10,2026,1,k,TB,Chase McLaughlin,6,7.5
2026-09-10,2026,1,k,TB,Chase McLaughlin,7,7.8
2026-09-10,2026,1,k,TB,Chase McLaughlin,8,7.8
2026-09-10,2026,1,k,TB,Chase McLaughlin,9,7.2
2026-09-10,2026,1,k,TB,Chase McLaughlin,11,7.6
2026-09-10,2026,1,k,TB,Chase McLaughlin,12,8.0
2026-09-10,2026,1,k,TB,Chase McLaughlin,13,7.5
2026-09-10,2026,1,k,TB,Chase McLaughlin,14,7.6
2026-09-10,2026,1,k,TB,Chase McLaughlin,15,8.0
2026-09-10,2026,1,k,TB,Chase McLaughlin,16,8.4
2026-09-10,2026,1,k,TB,Chase McLaughlin,17,7.6
2026-09-10,2026,1,k,TB,Chase McLaughlin,avg,7.9
2026-09-10,2026,1,k,TB,Chase McLaughlin,playoffs,8.0
2026-09-10,2026,1,k,LA,Harrison Mevis,1,8.6
2026-09-10,2026,1,k,LA,Harrison Mevis,2,8.6
2026-09-10,2026,1,k,LA,Harrison Mevis,3,8.1
2026-09-10,2026,1,k,LA,Harrison Mevis,4,7.9
2026-09-10,2026,1,k,LA,Harrison Mevis,5,8.2
2026-09-10,2026,1,k,LA,Harrison Mevis,6,9.4
2026-09-10,2026,1,k,LA,Harrison Mevis,7,8.3
2026-09-10,2026,1,k,LA,Harrison Mevis,8,8.2
2026-09-10,2026,1,k,LA,Harrison Mevis,9,7.8
2026-09-10,2026,1,k,LA,Harrison Mevis,10,8.3
2026-09-10,2026,1,k,LA,Harrison Mevis,12,8.2
2026-09-10,2026,1,k,LA,Harrison Mevis,13,8.3
2026-09-10,2026,1,k,LA,Harrison Mevis,14,7.7
2026-09-10,2026,1,k,LA,Harrison Mevis,15,8.0
2026-09-10,2026,1,k,LA,Harrison Mevis,16,7.9
2026-09-10,2026,1,k,LA,Harrison Mevis,17,7.9
2026-09-10,2026,1,k,LA,Harrison Mevis,avg,8.2
2026-09-10,2026,1,k,LA,Harrison Mevis,playoffs,7.9
2026-09-10,2026,1,k,SEA,Jason Myers,1,8.5
2026-09-10,2026,1,k,SEA,Jason Myers,2,9.9
2026-09-10,2026,1,k,SEA,Jason Myers,3,8.0
2026-09-10,2026,1,k,SEA,Jason Myers,4,7.9
2026-09-10,2026,1,k,SEA,Jason Myers,5,7.8
2026-09-10,2026,1,k,SEA,Jason Myers,6,6.9
2026-09-10,2026,1,k,SEA,Jason Myers,7,7.7
2026-09-10,2026,1,k,SEA,Jason Myers,8,7.5
2026-09-10,2026,1,k,SEA,Jason Myers,9,8.6
2026-09-10,2026,1,k,SEA,Jason Myers,10,8.7
2026-09-10,2026,1,k,SEA,Jason Myers,12,7.6
2026-09-10,2026,1,k,SEA,Jason Myers,13,7.8
2026-09-10,2026,1,k,SEA,Jason Myers,14,7.2
2026-09-10,2026,1,k,SEA,Jason Myers,15,7.7
2026-09-10,2026,1,k,SEA,Jason Myers,16,7.8
2026-09-10,2026,1,k,SEA,Jason Myers,17,7.7
2026-09-10,2026,1,k,SEA,Jason Myers,avg,8.0
2026-09-10,2026,1,k,SEA,Jason Myers,playoffs,7.7
2026-09-10,2026,1,k,PHI,Jake Elliott,1,8.4
2026-09-10,2026,1,k,PHI,Jake Elliott,2,8.3
2026-09-10,2026,1,k,PHI,Jake Elliott,3,7.2
2026-09-10,2026,1,k,PHI,Jake Elliott,4,7.4
2026-09-10,2026,1,k,PHI,Jake Elliott,5,7.9
2026-09-10,2026,1,k,PHI,Jake Elliott,6,7.9
2026-09-10,2026,1,k,PHI,Jake Elliott,7,7.4
2026-09-10,2026,1,k,PHI,Jake Elliott,8,7.4
2026-09-10,2026,1,k,PHI,Jake Elliott,9,7.5
2026-09-10,2026,1,k,PHI,Jake Elliott,11,7.9
2026-09-10,2026,1,k,PHI,Jake Elliott,12,8.4
2026-09-10,2026,1,k,PHI,Jake Elliott,13,8.5
2026-09-10,2026,1,k,PHI,Jake Elliott,14,7.9
2026-09-10,2026,1,k,PHI,Jake Elliott,15,7.6
2026-09-10,2026,1,k,PHI,Jake Elliott,16,7.7
2026-09-10,2026,1,k,PHI,Jake Elliott,17,7.9
2026-09-10,2026,1,k,PHI,Jake Elliott,avg,7.8
2026-09-10,2026,1,k,PHI,Jake Elliott,playoffs,7.8
2026-09-10,2026,1,k,NO,Daniel Carlson,1,8.4
2026-09-10,2026,1,k,NO,Daniel Carlson,2,7.1
2026-09-10,2026,1,k,NO,Daniel Carlson,3,9.3
2026-09-10,2026,1,k,NO,Daniel Carlson,4,8.7
2026-09-10,2026,1,k,NO,Daniel Carlson,5,9.0
2026-09-10,2026,1,k,NO,Daniel Carlson,6,7.6
2026-09-10,2026,1,k,NO,Daniel Carlson,7,7.7
2026-09-10,2026,1,k,NO,Daniel Carlson,9,8.6
2026-09-10,2026,1,k,NO,Daniel Carlson,10,8.3
2026-09-10,2026,1,k,NO,Daniel Carlson,11,7.5
2026-09-10,2026,1,k,NO,Daniel Carlson,12,7.3
2026-09-10,2026,1,k,NO,Daniel Carlson,13,8.4
2026-09-10,2026,1,k,NO,Daniel Carlson,14,7.5
2026-09-10,2026,1,k,NO,Daniel Carlson,15,7.4
2026-09-10,2026,1,k,NO,Daniel Carlson,16,8.4
2026-09-10,2026,1,k,NO,Daniel Carlson,17,8.2
2026-09-10,2026,1,k,NO,Daniel Carlson,avg,8.1
2026-09-10,2026,1,k,NO,Daniel Carlson,playoffs,8.0
2026-09-10,2026,1,k,NE,Andres Borregales,1,8.4
2026-09-10,2026,1,k,NE,Andres Borregales,2,8.8
2026-09-10,2026,1,k,NE,Andres Borregales,3,8.1
2026-09-10,2026,1,k,NE,Andres Borregales,4,7.4
2026-09-10,2026,1,k,NE,Andres Borregales,5,8.7
2026-09-10,2026,1,k,NE,Andres Borregales,6,8.2
2026-09-10,2026,1,k,NE,Andres Borregales,7,7.0
2026-09-10,2026,1,k,NE,Andres Borregales,8,7.6
2026-09-10,2026,1,k,NE,Andres Borregales,9,7.8
2026-09-10,2026,1,k,NE,Andres Borregales,10,8.0
2026-09-10,2026,1,k,NE,Andres Borregales,12,8.5
2026-09-10,2026,1,k,NE,Andres Borregales,13,7.6
2026-09-10,2026,1,k,NE,Andres Borregales,14,7.9
2026-09-10,2026,1,k,NE,Andres Borregales,15,8.3
2026-09-10,2026,1,k,NE,Andres Borregales,16,7.8
2026-09-10,2026,1,k,NE,Andres Borregales,17,7.7
2026-09-10,2026,1,k,NE,Andres Borregales,avg,8.0
2026-09-10,2026,1,k,NE,Andres Borregales,playoffs,7.9
2026-09-10,2026,1,k,TEN,Joey Slye,1,8.4
2026-09-10,2026,1,k,TEN,Joey Slye,2,7.4
2026-09-10,2026,1,k,TEN,Joey Slye,3,7.1
2026-09-10,2026,1,k,TEN,Joey Slye,4,6.9
2026-09-10,2026,1,k,TEN,Joey Slye,5,7.5
2026-09-10,2026,1,k,TEN,Joey Slye,6,8.2
2026-09-10,2026,1,k,TEN,Joey Slye,7,7.7
2026-09-10,2026,1,k,TEN,Joey Slye,8,7.3
2026-09-10,2026,1,k,TEN,Joey Slye,10,7.7
2026-09-10,2026,1,k,TEN,Joey Slye,11,7.9
2026-09-10,2026,1,k,TEN,Joey Slye,12,7.3
2026-09-10,2026,1,k,TEN,Joey Slye,13,7.3
2026-09-10,2026,1,k,TEN,Joey Slye,14,7.5
2026-09-10,2026,1,k,TEN,Joey Slye,15,7.3
2026-09-10,2026,1,k,TEN,Joey Slye,16,7.9
2026-09-10,2026,1,k,TEN,Joey Slye,17,7.3
2026-09-10,2026,1,k,TEN,Joey Slye,avg,7.5
2026-09-10,2026,1,k,TEN,Joey Slye,playoffs,7.5
2026-09-10,2026,1,k,SF,Eddy Pineiro,1,8.4
2026-09-10,2026,1,k,SF,Eddy Pineiro,2,8.6
2026-09-10,2026,1,k,SF,Eddy Pineiro,3,8.6
2026-09-10,2026,1,k,SF,Eddy Pineiro,4,7.8
2026-09-10,2026,1,k,SF,Eddy Pineiro,5,7.8
2026-09-10,2026,1,k,SF,Eddy Pineiro,6,7.8
2026-09-10,2026,1,k,SF,Eddy Pineiro,7,8.5
2026-09-10,2026,1,k,SF,Eddy Pineiro,9,7.9
2026-09-10,2026,1,k,SF,Eddy Pineiro,10,7.8
2026-09-10,2026,1,k,SF,Eddy Pineiro,11,8.6
2026-09-10,2026,1,k,SF,Eddy Pineiro,12,8.0
2026-09-10,2026,1,k,SF,Eddy Pineiro,13,7.6
2026-09-10,2026,1,k,SF,Eddy Pineiro,14,7.3
2026-09-10,2026,1,k,SF,Eddy Pineiro,15,8.1
2026-09-10,2026,1,k,SF,Eddy Pineiro,16,8.2
2026-09-10,2026,1,k,SF,Eddy Pineiro,17,7.9
2026-09-10,2026,1,k,SF,Eddy Pineiro,avg,8.1
2026-09-10,2026,1,k,SF,Eddy Pineiro,playoffs,8.1
2026-09-10,2026,1,k,MIA,Riley Patterson,1,8.3
2026-09-10,2026,1,k,MIA,Riley Patterson,2,6.7
2026-09-10,2026,1,k,MIA,Riley Patterson,3,6.9
2026-09-10,2026,1,k,MIA,Riley Patterson,4,8.1
2026-09-10,2026,1,k,MIA,Riley Patterson,5,6.9
2026-09-10,2026,1,k,MIA,Riley Patterson,7,7.6
