name,position,team,age,years_exp,is_rookie,draft_round,exp_price,prior_ppg,prior_snap_pct,prior_target_share,vac_pc_targets,vac_rb_carries,ht_d_ppg,proj_pts,prob_raw,p_hit,young,player_id
Oscar Delp,TE,NO,23.0,0.0,1,8.0,0.0,0.0,,0.0,,,,78.76989327815214,0.0004441476326827406,0.03342935380699424,1,
Oscar Delp,TE,NO,23.0,0.0,1,8.0,0.0,0.0,,0.0,,,,78.76989327815214,0.0004441476326827406,0.03342935380699424,1,
Oscar Delp,TE,NO,23.0,0.0,1,8.0,0.0,0.0,,0.0,,,,78.76989327815214,0.0004441476326827406,0.03342935380699424,1,
Oscar Delp,TE,NO,23.0,0.0,1,8.0,0.0,0.0,,0.0,,,,78.76989327815214,0.0004441476326827406,0.03342935380699424,1,
Oscar Delp,TE,NO,23.0,0.0,1,8.0,0.0,0.0,,0.0,,,,78.76989327815214,0.0004441476326827406,0.03342935380699424,1,
Tanner Hudson,TE,CIN,32.0,8.0,0,8.0,1.0,4.779999999999999,0.14733333333333334,0.039473684210526314,41.0,0.0,3.15,32.08275862068965,0.007105830657383873,0.033201476102720125,0,00-0034613
Mason Tipton,WR,NO,26.0,2.0,0,8.0,1.0,2.55,0.30214285714285716,0.03008849557522124,51.0,21.0,,32.37943925233645,0.006501242742067246,0.032750212671698455,1,00-0039623
Grant Calcaterra,TE,PHI,28.0,4.0,0,6.0,1.0,2.511111111111111,0.4026666666666666,0.028017241379310345,168.0,12.0,-1.796,35.575172413793105,0.0051542362028483245,0.03252680867453362,0,00-0037086
Van Jefferson,WR,TEN,30.0,6.0,0,2.0,1.0,5.0,0.5856250000000001,0.09811320754716982,,,-2.35,36.24308411214953,0.004505461828603244,0.031431704599912944,0,00-0036415
Allen Lazard,WR,NYJ,31.0,0.0,0,8.0,1.0,2.5555555555555554,,0.038135593220338986,,,-9.497,43.09345794392523,0.0020714974466359954,0.031217004465297734,1,00-0034521
Malachi Corley,WR,CLE,24.0,2.0,0,3.0,1.0,2.6333333333333333,0.2492307692307692,0.02681992337164751,53.0,34.0,0.733,34.031775700934574,0.005043018200693356,0.029753365797248826,1,00-0039920
Jahdae Walker,WR,CHI,24.0,1.0,0,8.0,0.0,4.45,0.15111111111111108,0.018796992481203006,161.0,1.0,,19.01607476635514,0.012755774433892446,0.0295497801113063,1,00-0040277
Tyler Badie,RB,DEN,27.0,4.0,0,6.0,1.0,2.2125000000000004,0.175,0.053082191780821915,0.0,0.0,,20.16375,0.011991772419496316,0.02954978011130629,0,00-0037085
Tahj Brooks,RB,CIN,24.0,1.0,0,6.0,1.0,0.5333333333333333,0.045000000000000005,0.003289473684210526,41.0,0.0,,32.16374999999999,0.005563312654784068,0.029347545313167394,1,00-0040208
Arian Smith,WR,NYJ,25.0,1.0,0,4.0,1.0,1.0384615384615385,0.3825,0.03389830508474576,114.0,16.0,,43.656775700934574,0.001799140052316545,0.029347545313167394,1,00-0040582
Malik Benson,WR,LV,,0.0,1,6.0,0.0,,,,,,,45.1147957365694,0.0015785562527461917,0.02894709486918687,1,BEN601117
Ameer Abdullah,RB,IND,33.0,11.0,0,2.0,1.0,2.9153846153846152,0.1053846153846154,0.03207547169811321,,,9.288,35.53875000000001,0.0035910383474508614,0.02874886257825919,0,00-0032104
Darius Cooper,WR,PHI,25.0,1.0,0,8.0,0.0,3.0333333333333337,0.25846153846153846,0.023706896551724137,168.0,12.0,,25.354766355140185,0.008571422550896645,0.028551947884714983,1,00-0040024
Barion Brown,WR,NO,,0.0,1,6.0,0.0,,,,,,,43.59905765313224,0.001742644193325979,0.028551947884714983,1,BRO268113
Bauer Sharp,TE,TB,23.0,0.0,1,6.0,0.0,,,,,,,30.428291694712023,0.005678604321875888,0.028162038482981787,1,SHA375359
JuJu Smith-Schuster,WR,KC,30.0,9.0,0,2.0,1.0,4.323529411764706,0.5723529411764706,0.08196721311475409,,,-6.975,34.5107476635514,0.003681492605182434,0.027969027480606944,0,00-0033857
Nate Adkins,TE,DEN,27.0,3.0,0,8.0,0.0,2.8000000000000003,0.3277777777777778,0.018835616438356163,0.0,0.0,2.679,34.405344827586205,0.003842327549209653,0.027969027480606933,0,00-0038783
Terrell Jennings,RB,NE,25.0,2.0,0,8.0,0.0,2.5333333333333337,0.08285714285714287,0.002074688796680498,128.0,39.0,,22.48125,0.008750159045080651,0.027777301486985224,1,00-0039757
Charlie Kolar,TE,BAL,27.0,4.0,0,4.0,1.0,2.784615384615385,0.40352941176470586,0.036855036855036855,,,-2.614,27.30206896551724,0.006226223910469986,0.027209753389926455,0,00-0038046
John Bates,TE,WAS,29.0,5.0,0,4.0,1.0,2.73,0.514,0.037037037037037035,215.0,126.0,0.362,34.800172413793106,0.0030914559335543336,0.026653483572524925,0,00-0036628
CJ Daniels,WR,LA,,0.0,1,6.0,0.0,,,,,,,43.23848601718194,0.001530294256454004,0.02647052997375245,1,DAN490797
Demond Claiborne,RB,MIN,22.0,0.0,1,6.0,0.0,,,,,,,32.41349970243355,0.003810413449825681,0.026108280790115523,1,CLA041524
Tutu Atwell,WR,LA,27.0,5.0,0,2.0,1.0,3.9000000000000004,0.279,0.025817555938037865,,,-4.325,28.30841121495327,0.00538846704023017,0.02539820044629899,0,00-0036849
Gabe Davis,WR,BUF,27.0,6.0,0,4.0,0.0,5.1499999999999995,0.5716666666666667,0.037578288100208766,,,-4.363,44.704485981308416,0.0011532239186555129,0.02403403458920238,0,00-0036196
Devontez Walker,WR,BAL,25.0,2.0,0,4.0,1.0,4.7,0.24666666666666667,0.019656019656019656,98.0,59.0,4.55,20.853084112149535,0.007809860360203146,0.02386862037304987,1,00-0039792
Isaac Guerendo,RB,SF,26.0,2.0,0,4.0,0.0,0.0,0.0,0.0,150.0,92.0,3.3,31.815,0.0028664519442058055,0.022584706168396324,1,00-0039363
Mo Alie-Cox,TE,IND,33.0,9.0,0,8.0,1.0,2.790909090909091,0.3905882352941176,0.03773584905660377,111.0,23.0,-1.346,25.934482758620685,0.005260089931127996,0.022429037714255126,0,00-0033217
Nick Westbrook-Ikhine,WR,MIA,29.0,6.0,0,8.0,1.0,1.5307692307692307,0.442,0.04329004329004329,,,1.14,49.816121495327096,0.0006446657395226758,0.022429037714255116,0,00-0036182
Greg Dortch,WR,ARI,28.0,7.0,0,8.0,1.0,6.258333333333333,0.3358333333333334,0.05348460291734198,,,0.379,39.970093457943925,0.0014973623276945828,0.021968296581420667,0,00-0035500
Cade Stover,TE,HOU,26.0,2.0,0,4.0,0.0,3.3166666666666664,0.44,0.028933092224231464,66.0,133.0,1.196,26.327241379310347,0.004519744857804824,0.021666289235112293,1,00-0039359
Jack Endries,TE,CIN,22.0,0.0,1,7.0,0.0,,,,,,,33.03912699222692,0.0023894362033619505,0.02085655267378655,1,END438361
Josh Whyle,TE,GB,27.0,3.0,0,5.0,0.0,2.433333333333333,0.39875,0.013043478260869565,153.0,125.0,-0.204,29.192413793103444,0.0028795005355126075,0.020640904138343193,0,00-0038589
Lewis Bond,WR,HOU,,0.0,1,6.0,0.0,,,,,,,37.56869131504182,0.001530294256454004,0.020498352647775695,1,BON235618
Gage Larvadain,WR,CLE,23.0,1.0,0,8.0,1.0,1.1076923076923078,0.2361538461538462,0.02681992337164751,53.0,34.0,,39.91476635514019,0.0012021371910565153,0.02021613553199465,1,00-0040259
Corey Kiner,RB,ARI,24.0,1.0,0,8.0,0.0,2.325,0.1325,0.004862236628849271,68.0,136.0,,19.46625,0.006322090302487709,0.02021613553199465,1,00-0040556
Jam Miller,RB,NE,22.0,0.0,1,7.0,0.0,,,,,,,27.16413037514492,0.003014596734711164,0.019799931502337758,1,MIL303300
Anthony Smith,WR,DAL,,0.0,1,7.0,0.0,,,,,,,36.61882142195393,0.001530294256454004,0.019527138408716473,1,SMI038569
DJ Giddens,RB,IND,23.0,1.0,0,5.0,0.0,1.9200000000000004,0.12000000000000001,0.0037735849056603774,111.0,23.0,,25.76875,0.003318201470930674,0.019258029874124245,1,00-0040179
LaJohntay Wester,WR,BAL,24.0,1.0,0,6.0,1.0,0.0,0.061764705882352944,0.0,98.0,59.0,,15.74803738317757,0.008337376950398054,0.01912484237424393,1,00-0040075
Jalin Hyatt,WR,NYG,25.0,3.0,0,3.0,0.0,1.4166666666666667,0.29375,0.027833001988071572,181.0,0.0,2.2,24.633084112149536,0.003291593014505906,0.018730676067249406,0,00-0038938
Michael Bandy,WR,DEN,29.0,5.0,0,8.0,0.0,3.75,0.0625,0.00684931506849315,0.0,0.0,,11.259719626168224,0.010337799676431598,0.018344481662717408,0,00-0036959
Julian Hill,TE,MIA,26.0,3.0,0,8.0,1.0,2.8181818181818183,0.5499999999999999,0.04329004329004329,,,-0.604,28.502068965517243,0.002393751437094132,0.018091370891341975,0,00-0038720
Carsen Ryan,TE,CLE,23.0,0.0,1,7.0,0.0,,,,,,,27.458881230586464,0.002418518861015694,0.01771811985545559,1,RYA022232
Jamari Thrash,WR,CLE,26.0,2.0,0,5.0,1.0,2.5875000000000004,0.3511111111111111,0.028735632183908046,53.0,34.0,0.867,31.04411214953271,0.0018153668230377407,0.01759539122113341,1,00-0039379
Brycen Tremayne,WR,CAR,27.0,3.0,0,8.0,1.0,2.0,0.25312499999999993,0.0375,26.0,236.0,,26.658084112149535,0.0026202957652768726,0.017473497572637102,0,00-0038840
Tai Felton,WR,MIN,23.0,1.0,0,3.0,1.0,0.4583333333333333,0.04411764705882353,0.00641025641025641,59.0,17.0,,30.740747663551403,0.0018203519194149303,0.017473497572637102,1,00-0040154
Isaiah Hodgins,WR,NYG,28.0,6.0,0,6.0,0.0,4.583333333333333,0.762857142857143,0.03777335984095427,181.0,0.0,,27.56579439252336,0.0023617690409430043,0.01723219337809065,0,00-0036165
Hunter Luepke,RB,DAL,26.0,3.0,0,8.0,1.0,2.642857142857143,0.2105882352941176,0.02471169686985173,34.0,20.0,-2.588,30.388749999999995,0.0018882157635863165,0.01723219337809065,0,00-0038738
Tyler Johnson,WR,NYJ,28.0,6.0,0,5.0,1.0,4.188888888888889,0.4099999999999999,0.038135593220338986,,,-0.439,31.42009345794392,0.0017973923476521882,0.01723219337809065,0,00-0036427
Ronnie Rivers,RB,LA,27.0,4.0,0,8.0,0.0,0.7666666666666667,0.024545454545454547,0.0,15.0,0.0,,16.826249999999998,0.005644047102087387,0.017112771986803055,0,00-0037557
Will Dissly,TE,LAC,30.0,8.0,0,4.0,1.0,2.5875000000000004,0.31888888888888883,0.029411764705882353,,,1.746,23.364310344827587,0.0028581394269343225,0.01699416389054979,0,00-0034159
Malik Heath,WR,GB,26.0,3.0,0,8.0,0.0,2.085714285714286,0.3018181818181818,0.015217391304347827,,,5.067,26.312102803738316,0.0025105286775127726,0.01687636374827846,0,00-0038465
Carter Runyon,TE,LV,25.0,1.0,0,8.0,0.0,0.43333333333333335,0.0623076923076923,0.0020242914979757085,58.0,34.0,,10.39655172413793,0.009190693229993213,0.01585165500815421,1,00-0040488
Payne Durham,TE,TB,26.0,3.0,0,5.0,1.0,0.2625,0.31764705882352945,0.0073937153419593345,119.0,135.0,5.94,19.856896551724137,0.0032836357916492627,0.01563239166480604,0,00-0039050
AJ Dillon,RB,PHI,28.0,6.0,0,2.0,0.0,1.5166666666666666,0.11857142857142858,0.00646551724137931,,,,17.6275,0.003997809642975313,0.015523881983475703,0,00-0036265
Beaux Collins,WR,NYG,24.0,1.0,0,8.0,0.0,1.125,0.1377777777777778,0.011928429423459244,181.0,0.0,,22.519439252336447,0.0024777936475585435,0.015416113708443717,1,00-0040432
Efton Chism III,WR,NE,25.0,1.0,0,8.0,1.0,2.0625,0.17875,0.006224066390041493,128.0,39.0,,11.990373831775699,0.006319211286296168,0.01499235707235332,1,00-0040563
British Brooks,RB,HOU,27.0,2.0,0,8.0,1.0,0.9750000000000001,0.06666666666666668,0.0,66.0,133.0,,15.77625,0.005193332426719066,0.014888222891869859,1,00-0039603
Kaytron Allen,RB,WAS,23.0,0.0,1,6.0,0.0,,,,,,,16.780781700190712,0.00395907309911526,0.01468208712845298,1,ALL532376
Colbie Young,WR,CIN,24.0,0.0,1,8.0,0.0,0.0,,0.0,,,,48.90488682465456,0.00029511365600466336,0.014278214743516097,1,
Colbie Young,WR,CIN,24.0,0.0,1,8.0,0.0,0.0,,0.0,,,,48.90488682465456,0.00029511365600466336,0.014278214743516097,1,
Chris Moore,WR,WAS,33.0,10.0,0,4.0,1.0,3.8600000000000003,0.48571428571428577,0.05324074074074074,,,,26.308411214953267,0.0018038235656444163,0.014278214743516097,0,00-0032398
Colbie Young,WR,CIN,24.0,0.0,1,8.0,0.0,0.0,,0.0,,,,48.90488682465456,0.00029511365600466336,0.014278214743516097,1,
Colbie Young,WR,CIN,24.0,0.0,1,8.0,0.0,0.0,,0.0,,,,48.90488682465456,0.00029511365600466336,0.014278214743516097,1,
Colbie Young,WR,CIN,24.0,0.0,1,8.0,0.0,0.0,,0.0,,,,48.90488682465456,0.00029511365600466336,0.014278214743516097,1,
Colbie Young,WR,CIN,24.0,0.0,1,8.0,0.0,0.0,,0.0,,,,48.90488682465456,0.00029511365600466336,0.014278214743516097,1,
David Sills,WR,ATL,31.0,7.0,0,8.0,1.0,4.091666666666667,0.5241176470588236,0.06936416184971098,,,,27.193738317757006,0.0015749595241808993,0.014080404164673276,0,00-0035359
Luke Farrell,TE,SF,29.0,5.0,0,5.0,1.0,2.269230769230769,0.34705882352941175,0.025454545454545455,150.0,92.0,0.449,34.73,0.0009071238688889059,0.013885295452817307,0,00-0036887
Tyler Conklin,TE,LAC,31.0,8.0,0,5.0,0.0,2.8833333333333333,0.19230769230769226,0.01838235294117647,,,1.205,20.37913793103448,0.0024416807227589043,0.013788743078997984,0,00-0034270
Jacob Saylors,RB,DET,26.0,3.0,0,8.0,1.0,0.1,0.008125,0.0,51.0,161.0,,11.2625,0.005959576951274294,0.013503040709509752,0,00-0038896
Ty Chandler,RB,MIN,28.0,4.0,0,5.0,0.0,2.9333333333333336,0.2233333333333333,0.008547008547008548,,,-3.829,16.852500000000003,0.002946924264621328,0.013503040709509752,0,00-0037276
Chris Brooks,RB,GB,26.0,3.0,0,8.0,1.0,1.9235294117647062,0.20058823529411765,0.03695652173913044,153.0,125.0,1.236,30.73375,0.001163142386188322,0.013503040709509752,0,00-0038685
Raheem Mostert,RB,LV,34.0,11.0,0,8.0,1.0,2.45,0.19999999999999998,0.024291497975708502,,,-5.275,26.8675,0.001524015596349108,0.013039791260623317,0,00-0031687
Dallen Bentley,TE,DEN,25.0,0.0,1,7.0,0.0,,,,,,,18.287886869446655,0.0025436330127072576,0.012949040956457792,1,BEN687044
Xavier Weaver,WR,ARI,26.0,2.0,0,8.0,0.0,1.957142857142857,0.41,0.02106969205834684,68.0,136.0,,20.512757009345794,0.0019953710838267716,0.012949040956457792,1,00-0039521
Keleki Latu,TE,BUF,24.0,1.0,0,8.0,0.0,2.5,0.23399999999999999,0.008350730688935281,80.0,0.0,,12.129310344827585,0.004564152586056158,0.012769406222245655,1,00-0040363
Tim Patrick,WR,JAX,33.0,9.0,0,8.0,1.0,3.976923076923077,0.3175,0.043875685557586835,,,3.345,15.68803738317757,0.0031689320203130626,0.012504556687103914,0,00-0033375
Jonathan Mingo,WR,DAL,25.0,3.0,0,2.0,0.0,0.7,0.20666666666666667,0.008237232289950576,34.0,20.0,-1.225,26.928084112149534,0.0013278064860454022,0.012331011000730889,0,00-0039062
Andrew Ogletree,TE,IND,28.0,4.0,0,6.0,1.0,1.1545454545454545,0.2366666666666667,0.011320754716981131,111.0,23.0,-1.217,21.42413793103448,0.0017418363543477396,0.012331011000730878,0,00-0037292
Hunter Renfrow,WR,CAR,31.0,0.0,0,5.0,0.0,5.983333333333333,,0.05416666666666667,,,,21.393084112149534,0.001718267563402324,0.012159844226060352,1,00-0034983
Casey Washington,WR,ATL,25.0,2.0,0,6.0,0.0,3.08,0.37,0.02697495183044316,121.0,143.0,,19.757429906542058,0.0019870489181896375,0.012075142979996659,1,00-0039394
Ke'Shawn Williams,WR,CIN,25.0,1.0,0,8.0,1.0,0.22727272727272727,0.035454545454545454,0.0019157088122605363,41.0,0.0,,14.5253738317757,0.0031236596262563788,0.012075142979996659,1,00-0040534
Connor Heyward,TE,PIT,27.0,4.0,0,6.0,1.0,1.957142857142857,0.08647058823529412,0.007662835249042145,,,-1.633,19.72137931034483,0.0019107632054248377,0.011824520648041787,0,00-0037304
Joe Royer,TE,CLE,24.0,0.0,1,8.0,0.0,0.0,,0.0,,,,37.65316888524942,0.0004522630855914377,0.011742127385154628,1,
Joe Royer,TE,CLE,24.0,0.0,1,8.0,0.0,0.0,,0.0,,,,37.65316888524942,0.0004522630855914377,0.011742127385154628,1,
Joe Royer,TE,CLE,24.0,0.0,1,8.0,0.0,0.0,,0.0,,,,37.65316888524942,0.0004522630855914377,0.011742127385154628,1,
Joe Royer,TE,CLE,24.0,0.0,1,8.0,0.0,0.0,,0.0,,,,37.65316888524942,0.0004522630855914377,0.011742127385154628,1,
Joe Royer,TE,CLE,24.0,0.0,1,8.0,0.0,0.0,,0.0,,,,37.65316888524942,0.0004522630855914377,0.011742127385154628,1,
Joe Royer,TE,CLE,24.0,0.0,1,8.0,0.0,0.0,,0.0,,,,37.65316888524942,0.0004522630855914377,0.011742127385154628,1,
George Holani,RB,SEA,27.0,2.0,0,8.0,1.0,2.08,0.05545454545454545,0.004395604395604396,3.0,229.0,0.633,17.87625,0.002043156740744997,0.011418189748152778,1,00-0039299
Zamir White,RB,LV,27.0,4.0,0,4.0,0.0,1.9200000000000004,0.15833333333333333,0.012145748987854251,,,,19.003749999999997,0.0018607661401591243,0.01133859531181163,0,00-0038040
John FitzPatrick,TE,GB,26.0,4.0,0,6.0,1.0,2.290909090909091,0.36066666666666675,0.03260869565217391,,,,16.749310344827588,0.002304248843863087,0.011103088383888538,0,00-0037306
KeAndre Lambert-Smith,WR,LAC,25.0,1.0,0,5.0,1.0,1.61,0.188,0.022058823529411766,152.0,32.0,,23.151401869158878,0.0012776745083104017,0.011025665972617607,1,00-0040184
Kalif Raymond,WR,DET,32.0,10.0,0,8.0,1.0,4.453333333333333,0.366,0.05454545454545454,,,-3.65,16.735373831775703,0.002144452461798073,0.01094877745454854,0,00-0032464
Emmanuel Henderson Jr.,WR,SEA,,0.0,1,6.0,0.0,,,,,,,20.455804675895134,0.001530294256454004,0.01094877745454854,1,HEN199637
Tanner Conner,TE,MIA,28.0,4.0,0,8.0,1.0,2.2625,0.3433333333333334,0.032467532467532464,,,,21.129827586206897,0.001367043621180494,0.01064649068877335,0,00-0037348
Ray-Ray McCloud,WR,NYG,30.0,0.0,0,6.0,0.0,2.316666666666667,,0.028901734104046242,,,0.708,32.54775700934579,0.0006005785094340856,0.01064649068877335,1,00-0034407
Ian Thomas,TE,LV,30.0,8.0,0,4.0,1.0,2.711111111111111,0.35933333333333334,0.02631578947368421,58.0,34.0,,7.875862068965517,0.005100587146177989,0.010498458193555715,0,00-0034365
Noah Brown,WR,WAS,30.0,9.0,0,7.0,0.0,3.325,0.41,0.023148148148148147,,,-1.918,20.936074766355137,0.0014146241624528014,0.010498458193555705,0,00-0033591
Kalel Mullings,RB,TEN,24.0,1.0,0,6.0,0.0,0.17500000000000002,0.021111111111111115,0.0,143.0,0.0,,10.06875,0.003977359871498898,0.010425207452562075,1,00-0040205
Dameon Pierce,RB,KC,26.0,4.0,0,4.0,0.0,0.72,0.084,0.0018083182640144665,,,-0.125,20.38375,0.0014736501088463846,0.01028021978558673,0,00-0037258
Julius Chestnut,RB,TEN,26.0,4.0,0,8.0,1.0,0.25,0.038823529411764715,0.0037735849056603774,143.0,0.0,-1.186,11.981250000000001,0.0027779113836337976,0.01028021978558673,0,00-0037594
Derius Davis,WR,LAC,26.0,3.0,0,4.0,1.0,0.3181818181818182,0.1109090909090909,0.0055147058823529415,152.0,32.0,3.094,25.98406542056075,0.000935535427907954,0.01020847604679926,0,00-0038573
Sione Vaki,RB,DET,25.0,2.0,0,4.0,1.0,0.05,0.0009090909090909091,0.0,51.0,161.0,0.18,20.18625,0.0014772941621652347,0.010137227865909763,1,00-0039364
Deion Burks,WR,IND,23.0,0.0,1,8.0,0.0,0.0,,0.0,,,,40.75082482373489,0.00028981729015742754,0.009857124012876375,1,
Deion Burks,WR,IND,23.0,0.0,1,8.0,0.0,0.0,,0.0,,,,40.75082482373489,0.00028981729015742754,0.009857124012876375,1,
Jalen Brooks,WR,ARI,26.0,3.0,0,7.0,0.0,1.6200000000000003,0.3,0.009884678747940691,68.0,136.0,1.209,29.99476635514019,0.0006455482423910491,0.009857124012876375,0,00-0038640
Deion Burks,WR,IND,23.0,0.0,1,8.0,0.0,0.0,,0.0,,,,40.75082482373489,0.00028981729015742754,0.009857124012876375,1,
Deion Burks,WR,IND,23.0,0.0,1,8.0,0.0,0.0,,0.0,,,,40.75082482373489,0.00028981729015742754,0.009857124012876375,1,
Deion Burks,WR,IND,23.0,0.0,1,8.0,0.0,0.0,,0.0,,,,40.75082482373489,0.00028981729015742754,0.009857124012876375,1,
Deion Burks,WR,IND,23.0,0.0,1,8.0,0.0,0.0,,0.0,,,,40.75082482373489,0.00028981729015742754,0.009857124012876375,1,
CJ Williams,WR,JAX,,0.0,1,6.0,0.0,,,,,,,18.13386230662746,0.001530294256454004,0.009719959314738158,1,WIL189259
Cameron Latu,TE,PHI,26.0,3.0,0,3.0,1.0,0.0,0.11066666666666668,0.0,168.0,12.0,,11.35844827586207,0.002627437616473985,0.009517748417319803,0,00-0038564
Tip Reiman,TE,ARI,25.0,2.0,0,3.0,0.0,1.5999999999999999,0.37,0.008103727714748784,68.0,136.0,1.125,29.831034482758618,0.0006205838898633836,0.009451275010181335,1,00-0039737
Marquez Valdes-Scantling,WR,PIT,32.0,8.0,0,5.0,1.0,3.5555555555555554,0.48,0.05272727272727273,,,10.183,21.039392523364484,0.0009831058024730053,0.00906198316179292,0,00-0034272
Dylan Drummond,WR,ATL,26.0,3.0,0,8.0,0.0,1.8666666666666665,0.2111111111111111,0.02119460500963391,121.0,143.0,,22.185420560747662,0.0009029205343970905,0.008967168976390731,0,00-0038953
Josh Cameron,WR,JAX,23.0,0.0,1,6.0,0.0,,,,,,,9.819892921729645,0.00280831374167345,0.008935783220613717,1,CAM108646
Josh Reynolds,WR,NYJ,31.0,9.0,0,4.0,0.0,4.62,0.842,0.04449152542372881,,,-6.56,24.52009345794393,0.0008301502503614846,0.008935783220613717,0,00-0033943
DeeJay Dallas,RB,JAX,28.0,6.0,0,4.0,0.0,0.42000000000000004,0.06166666666666667,0.0020833333333333333,80.0,260.0,2.092,20.25875,0.0010026325599057633,0.008749741927514558,0,00-0036425
Velus Jones Jr.,RB,SEA,29.0,4.0,0,3.0,0.0,0.64,0.01875,0.0,3.0,229.0,,10.340000000000002,0.0027192402093359986,0.008749741927514558,0,00-0037745
Robbie Ouzts,RB,SEA,24.0,1.0,0,5.0,0.0,0.0,0.2741666666666666,0.0,3.0,229.0,,14.09625,0.0016530656850615073,0.008507646481541028,1,00-0040649
Will Shipley,RB,PHI,24.0,2.0,0,4.0,1.0,1.3928571428571428,0.12466666666666669,0.02586206896551724,168.0,12.0,2.75,16.78625,0.0011643419921479826,0.008156902013369664,1,00-0039746
Evan Hull,RB,NO,26.0,3.0,0,5.0,0.0,1.0666666666666667,0.19166666666666665,0.0017699115044247787,,,,11.217499999999998,0.0019722694278193663,0.008099855241464698,0,00-0038397
Zay Jones,WR,ARI,31.0,9.0,0,2.0,0.0,5.05,0.49625,0.029173419773095625,,,3.125,22.185420560747662,0.0007382144821303172,0.008015026235832598,0,00-0033891
Jason Brownlee,WR,KC,27.0,3.0,0,8.0,0.0,0.0,0.06833333333333334,0.0018214936247723133,120.0,302.0,,5.973364485981309,0.0030173502337975315,0.008015026235832598,0,00-0038492
Dante Pettis,WR,NO,31.0,8.0,0,2.0,1.0,2.4625000000000004,0.2225,0.019469026548672566,,,3.75,16.602056074766352,0.0011643697131503458,0.007986946192292241,0,00-0034860
Brevyn Spann-Ford,TE,DAL,27.0,2.0,0,8.0,1.0,1.5,0.24882352941176467,0.0214168039538715,34.0,20.0,1.5,25.45172413793103,0.0005954844258840238,0.007875598557666919,1,00-0039530
Myles Price,WR,MIN,25.0,1.0,0,8.0,1.0,0.0,0.018125000000000002,0.0,59.0,17.0,,15.865700934579438,0.0012567022434955466,0.007820503620266225,1,00-0040506
Ben Sims,TE,MIN,26.0,3.0,0,8.0,0.0,2.0,0.12545454545454546,0.01282051282051282,,,,13.974482758620688,0.0015171743859630814,0.007820503620266225,0,00-0038809
Kylen Granson,TE,PHI,28.0,5.0,0,4.0,1.0,0.9166666666666666,0.23411764705882354,0.01939655172413793,,,1.679,21.803965517241377,0.0006589119195389408,0.00776579109091938,0,00-0036876
Charlie Jones,WR,CIN,28.0,3.0,0,4.0,1.0,0.42857142857142855,0.021428571428571432,0.001644736842105263,41.0,0.0,,13.228037383177568,0.00149192353313679,0.007550713068589456,0,00-0038576
Devin Culp,TE,TB,26.0,2.0,0,7.0,0.0,1.9,0.06461538461538462,0.0018484288354898336,119.0,135.0,6.9,11.069137931034481,0.0017745727009715897,0.007445401403679793,1,00-0039754
Foster Moreau,TE,NO,29.0,7.0,0,4.0,0.0,1.842857142857143,0.35727272727272724,0.017699115044247787,,,1.237,19.93655172413793,0.0007675354660727643,0.007290161324826196,0,00-0034981
Ben Yurosek,TE,MIN,24.0,1.0,0,8.0,0.0,0.5666666666666668,0.16583333333333336,0.00641025641025641,59.0,17.0,,15.451724137931034,0.0011432423727139667,0.007188457318152176,1,00-0040509
Kene Nwangwu,RB,NYJ,28.0,5.0,0,4.0,1.0,1.09,0.04416666666666667,0.00211864406779661,114.0,16.0,0.0,9.03375,0.001815061537002021,0.006940318483113448,0,00-0036842
Laquon Treadwell,WR,IND,31.0,10.0,0,1.0,0.0,0.0,0.059,0.0,111.0,23.0,,3.169345794392523,0.002726653662187617,0.006940318483113448,0,00-0032951
Colson Yankoff,TE,WAS,26.0,2.0,0,8.0,1.0,0.38,0.12642857142857145,0.006944444444444444,215.0,126.0,,17.051724137931036,0.0008164040914494689,0.006747946917863626,1,00-0039686
Andrew Beck,RB,NYJ,30.0,7.0,0,8.0,1.0,2.090909090909091,0.1058823529411765,0.019067796610169493,114.0,16.0,,5.1375,0.0023941603917157616,0.006747946917863626,0,00-0034959
Trey Sermon,RB,PIT,27.0,5.0,0,3.0,0.0,0.0,0.005,0.0,,,-3.538,27.054999999999996,0.0004219312353067704,0.006653756566474664,0,00-0036984
David Martin-Robinson,TE,TEN,27.0,2.0,0,8.0,1.0,1.1818181818181819,0.12705882352941178,0.011320754716981131,143.0,0.0,0.4,15.088965517241379,0.0009529017824222552,0.006560872274552931,1,00-0039648
Dalen Cambre,WR,NYG,25.0,1.0,0,8.0,0.0,0.0,0.032857142857142856,0.0,181.0,0.0,,5.973364485981309,0.0020625213081230894,0.006537853174064791,1,00-0040431
Tylan Wallace,WR,BAL,27.0,5.0,0,4.0,1.0,1.3181818181818181,0.23071428571428573,0.019656019656019656,,,3.437,16.062710280373828,0.0008616818176359346,0.006514914307431331,0,00-0036630
Blake Whiteheart,TE,CLE,26.0,3.0,0,8.0,1.0,0.26666666666666666,0.23705882352941177,0.011494252873563218,53.0,34.0,-9.167,15.428965517241378,0.0009289213877156547,0.006423955674321245,0,00-0038710
Curtis Samuel,WR,BUF,30.0,9.0,0,2.0,0.0,3.516666666666667,0.3983333333333334,0.018789144050104383,,,4.258,16.517383177570093,0.0008166601197244475,0.0063789506299666955,0,00-0033282
Cody White,WR,SEA,28.0,6.0,0,8.0,1.0,2.25,,0.008791208791208791,3.0,229.0,,11.877383177570094,0.0011373131857885773,0.0063789506299666955,0,00-0035891
