player_id,player_display_name,position,team,prior_ppg,pred_ppg,proj_games,proj_total_pred,finish_pred,vbd_pred
00-0040669,Isaac TeSlaa,WR,DET,5.421428571428572,7.213252401773614,12.387500000000001,89.35416412697066,68.0,-28.511583872521772
00-0040737,Terrance Ferguson,TE,LA,4.736363636363636,6.66902177615751,10.292391304347827,68.64018173742986,34.0,-29.80847432355657
00-0038619,Andrei Iosivas,WR,CIN,5.993333333333334,7.141104426747082,12.9375,92.38803852104037,64.0,-30.710901115160087
00-0039847,Theo Johnson,TE,NYG,8.520000000000001,7.103993739247694,12.492391304347827,88.74586961431929,23.0,-30.74619967588209
00-0039342,Xavier Legette,WR,CAR,5.953333333333334,7.091167973657985,12.9375,91.74198565920018,66.0,-31.356953977000273
00-0039373,Audric Estimé,RB,NO,9.620000000000001,6.658948806332165,7.452649006622517,49.62680820666161,71.0,-31.36609323662982
00-0038129,Cade Otton,TE,TB,8.146666666666667,7.046884994119029,12.492391304347827,88.03244482327175,24.0,-31.459624466929636
00-0039066,Michael Mayer,TE,LV,5.676923076923078,6.786869061366594,11.392391304347827,77.31866807846008,30.0,-31.651694597133822
00-0039150,Bryce Young,QB,CAR,13.6275,14.839537684209672,12.48888888888889,185.32933730057417,17.0,-32.33483738578091
00-0038979,Cedric Tillman,WR,CLE,5.0,6.638286726381194,11.287500000000001,74.92966142402774,79.0,-32.469703302048615
00-0038679,Tyrell Shavers,WR,BUF,4.136363636363637,6.477153031478592,10.7375,69.54843067550138,87.0,-32.61774241386692
00-0039921,Trey Benson,RB,ARI,8.850000000000001,6.114994385469385,6.902649006622517,42.20965992036252,79.0,-32.806025132592254
00-0036945,Justin Fields,QB,NYJ,15.851111111111111,13.567832802474351,8.63888888888889,117.21100004359788,32.0,-33.35296420786213
00-0032268,Marcus Mariota,QB,WAS,12.55,13.776123286846795,9.18888888888889,126.58726620247002,29.0,-33.562442396832154
00-0038104,Tyquan Thornton,WR,KC,6.733333333333334,6.540366257790546,11.287500000000001,73.8243841348108,81.0,-33.57498059126556
00-0037545,Rashid Shaheed,WR,SEA,8.700000000000001,7.209384171070627,14.5875,105.16689159549277,52.0,-33.6316229508318
00-0037231,Kevin Austin Jr.,WR,NO,6.6,4.948036710496808,7.4375,36.80102303432001,129.0,-33.966000234800056
00-0036244,Colby Parkinson,TE,LA,9.271428571428572,6.668351691471751,11.942391304347828,79.63606525456537,28.0,-34.59515072833228
00-0040705,Chimere Dike,WR,TEN,7.535294117647059,7.041770302332911,14.037500000000001,98.84885061899826,58.0,-34.71647229061829
00-0035229,T.J. Hockenson,TE,MIN,7.5200000000000005,6.784712247830019,12.492391304347827,84.75728028729392,26.0,-34.73478900290746
00-0023459,Aaron Rodgers,QB,PIT,14.192499999999999,14.633659496750498,12.48888888888889,182.75814749275068,19.0,-34.906027193604366
00-0037112,Jake Tonges,TE,SF,9.33,5.976111186905559,9.742391304347827,58.221613661124486,44.0,-34.96618909255819
00-0039424,Devaughn Vele,WR,NO,7.366666666666666,5.8798289118186275,9.6375,56.66685113765202,101.0,-35.0329386783002
00-0038393,Dontayvion Wicks,WR,GB,5.830769230769231,6.514472518018466,11.8375,77.1150684320436,77.0,-35.517487930740785
00-0039890,Adonai Mitchell,WR,NYJ,5.49375,6.870889018628799,13.4875,92.67111563875594,63.0,-35.66101563415257
00-0038891,Shedrick Jackson,WR,LV,5.3,3.867756754190112,6.3375,24.51190842967984,155.0,-35.788731566024154
00-0040170,Elic Ayomanor,WR,TEN,7.28125,6.814191819643365,13.4875,91.90641216743988,65.0,-36.42571910546861
00-0026158,Joe Flacco,QB,CIN,11.281538461538462,14.067508887298322,10.83888888888889,152.4761657728835,25.0,-36.430775869945116
00-0040311,Theo Wease Jr.,WR,MIA,8.633333333333333,3.7521320241977003,6.3375,23.779136703352926,160.0,-36.52150329235106
00-0039737,Tip Reiman,TE,ARI,1.5999999999999999,3.2633522592774487,5.892391304347827,19.228948475590272,82.0,-37.13288112696622
00-0037809,Chig Okonkwo,TE,TEN,7.294117647058823,6.8192128149200935,13.592391304347828,92.68940896801715,18.0,-37.324366936791726
00-0039356,Ja'Tavion Sanders,TE,CAR,4.5,6.113549985289506,10.842391304347828,66.28550119919873,37.0,-37.424008169091444
00-0022942,Philip Rivers,QB,IND,10.553333333333335,10.320017727138799,5.3388888888888895,55.097427976557704,43.0,-37.952070187849415
00-0039491,Jalen Coker,WR,CAR,8.218181818181819,5.939388400870853,10.7375,63.77418295435079,94.0,-38.391990135017515
00-0031503,Jameis Winston,QB,NYG,14.426666666666668,10.16036456185904,5.3388888888888895,54.24505746636966,44.0,-38.80444069803746
00-0040743,Tyler Shough,QB,NO,14.360000000000001,13.408542645726923,9.73888888888889,130.58430698866277,28.0,-39.15114595848154
00-0036196,Gabe Davis,WR,BUF,5.1499999999999995,4.597054507846753,7.987500000000001,36.71897288142594,130.0,-39.28124202440217
00-0036550,Rashod Bateman,WR,BAL,4.261538461538462,6.179582115475298,11.8375,73.15080329193884,82.0,-39.48175307084554
00-0033110,Tyler Higbee,TE,LA,7.109999999999999,5.510025107682764,9.742391304347827,53.68082069582675,46.0,-39.50698205785592
00-0036894,Pat Freiermuth,TE,PIT,7.573333333333333,6.389634208840788,12.492391304347827,79.82181082848606,27.0,-39.670258461715314
00-0033881,Evan Engram,TE,DEN,6.425000000000001,6.519574798151726,13.042391304347827,85.0308456554593,25.0,-39.722076942045824
00-0039793,AJ Barner,TE,SEA,8.664705882352942,6.631752070462787,13.592391304347828,90.1413691751491,21.0,-39.87240672965979
00-0037291,Jalen Nailor,WR,MIN,5.923529411764706,6.660675483829228,14.037500000000001,93.4992321042528,62.0,-40.06609080536375
00-0037837,Calvin Austin III,WR,PIT,6.1571428571428575,6.264236569470336,12.387500000000001,77.59823050431379,75.0,-40.26751749517863
00-0038618,Xavier Hutchinson,WR,HOU,6.125,6.521701548535963,13.4875,87.96144963587881,69.0,-40.3706816370297
00-0039794,Braelon Allen,RB,NYJ,3.825,4.989803883691308,6.902649006622517,34.442864821002985,85.0,-40.57282023195179
00-0036988,Josh Palmer,WR,BUF,4.358333333333333,5.8964528753924235,11.287500000000001,66.55621183099198,89.0,-40.843152895084366
