"player","position","team","bye_week","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","age","adp","aav","uncertainty","experience"
"Kenyan Drake","RB","MIA",5,226,37.2,7.52,175,283,132,129,151,27,36,21,15,"6",NA,78.2,5.31,59,3
"Kenyan Drake","RB","ARI",12,226,37.2,7.52,175,283,132,129,151,27,36,21,15,"6",NA,78.2,5.31,59,3
"George Kittle","TE","SF",4,250,15.4,19.8,226,272,130,161,117,28,23,34,2,"2",32,29.3,28.2,3,2
"Adam Thielen","WR","MIN",12,252,20.3,12.8,226,280,129,163,114,29,21,36,11,"3",35,27.3,30.5,9,5
"Melvin Gordon","RB","LAC",12,219,46.9,2.78,154,289,124,108,158,30,55,14,16,"6",33,31.6,39.5,78,4
"Melvin Gordon","RB","DEN",10,219,46.9,2.78,154,289,124,108,158,30,55,14,16,"6",33,31.6,39.5,78,4
"Josh Jacobs","RB","OAK",6,216,36,3.56,171,274,121,125,142,31,41,25,17,"6",28,38.6,15.7,30,0
"Josh Jacobs","RB","LVR",NA,216,36,3.56,171,274,121,125,142,31,41,25,17,"6",28,38.6,15.7,30,0
"Chris Carson","RB","SEA",11,212,41.8,5.35,143,272,118,97.7,141,32,63,27,18,"6",31,41.4,14.2,51,2
"Amari Cooper","WR","DAL",8,239,15.1,1.67,223,267,116,160,101,33,24,49,12,"4",32,34.1,26.3,3,4
"Robert Woods","WR","LAR",9,238,16.2,1.22,217,258,114,154,91.9,34,27,53,13,"4",34,44.8,14.1,6,6
"Julian Edelman","WR","NE",10,237,27.2,3.64,190,276,113,127,109,35,38,40,14,"4",40,41.4,18.6,21,10
"Devonta Freeman","RB","ATL",9,207,39.8,5.18,134,242,112,88.2,110,36,70,39,19,"7",34,31.2,27.2,36,5
"Devonta Freeman","RB","FA",NA,207,39.8,5.18,134,242,112,88.2,110,36,70,39,19,"7",34,31.2,27.2,36,5
"Zach Ertz","TE","PHI",10,230,21.5,40.3,192,260,110,127,105,37,39,47,3,"3",35,31.7,27.6,5,6
"Kenny Golladay","WR","DET",5,233,21.9,0.127,207,273,109,144,107,38,30,44,15,"4",33,47.8,14.5,17,2
"Stefon Diggs","WR","MIN",12,233,18.5,4.32,205,256,109,142,89.8,39,31,55,16,"4",32,34.8,23,4,4
"Stefon Diggs","WR","BUF",6,233,18.5,4.32,205,256,109,142,89.8,39,31,55,16,"4",32,34.8,23,4,4
"Damien Williams","RB","KC",12,202,54.5,0.274,112,267,107,66.8,135,40,92,29,20,"7",34,24.5,31.8,75,5
"Austin Ekeler","RB","LAC",12,202,54.3,1.62,137,295,107,91,164,41,66,11,21,"7",NA,84.9,6.44,77,NA
"Kerryon Johnson","RB","DET",5,200,50.5,5.66,111,251,105,65.5,120,42,96,32,22,"7",29,32.2,18.7,61,1
"Chris Godwin","WR","TB",7,228,34,5.11,197,280,105,134,114,43,34,37,17,"4",30,45.9,13.5,39,2
"Deshaun Watson","QB","HOU",10,391,12.3,18.4,370,409,101,144,48.4,44,29,97,2,"2",30,47.1,13.8,2,2
"T.Y. Hilton","WR","IND",6,223,15.3,1.89,202,243,99.9,138,76.3,45,33,66,18,"4",36,41.7,27.3,11,7
"James White","RB","NE",10,194,31.1,3.91,151,228,99.7,105,96.5,46,57,51,23,"7",34,66.8,7.55,32,5
"Cooper Kupp","WR","LAR",9,221,29.7,0.203,189,272,98,126,106,47,40,46,19,"4",33,56.4,10.8,34,2
"Tyler Lockett","WR","SEA",11,221,24,3.59,181,252,97.8,118,85.7,48,45,59,20,"4",33,51.3,10.1,23,4
"Mark Ingram","RB","BAL",8,190,22.3,0.965,158,227,95.8,112,95.8,49,47,52,24,"7",36,45.8,14.1,12,8
"David Montgomery","RB","CHI",6,189,37.9,1.47,123,243,94.8,77.5,111,50,78,38,25,"7",29,49,12,57,0
"D.J. Moore","WR","CAR",7,218,33.9,0.737,174,275,94.2,110,109,51,53,42,21,"5",29,74.2,5.48,49,1
"Brandin Cooks","WR","LAR",9,217,27,1.46,174,244,93.5,111,77.9,52,52,65,22,"5",32,42.8,13.4,17,5
"Brandin Cooks","WR","HOU",10,217,27,1.46,174,244,93.5,111,77.9,52,52,65,22,"5",32,42.8,13.4,17,5
"Phillip Lindsay","RB","DEN",10,188,42.8,0.261,126,241,93.3,79.9,109,53,77,41,26,"7",31,52.2,10.4,55,1
"Tarik Cohen","RB","CHI",6,188,31.2,3.31,147,238,93.1,101,107,54,60,45,27,"7",30,74.1,5.33,28,2
"Tyler Boyd","WR","CIN",9,215,16.3,1.31,190,235,92,127,68.7,55,37,72,23,"5",31,62.8,7.37,10,3
"Allen Robinson","WR","CHI",6,214,25.6,1.73,183,255,90.7,120,88.8,56,44,56,24,"5",32,75.8,6.24,28,5
"Miles Sanders","RB","PHI",10,184,73.5,2.65,105,301,89.8,58.9,169,57,107,8,28,"7",56,73.2,5.91,93,0
"Calvin Ridley","WR","ATL",9,212,27.8,4.86,175,245,89,112,78.3,58,49,64,25,"5",31,65.8,7.13,25,1
"Sony Michel","RB","NE",10,182,28.9,5.67,139,214,87.1,93.7,82.1,59,65,61,29,"8",31,44.7,14.6,23,1
"Jarvis Landry","WR","CLE",7,208,20.8,0.231,175,234,84.1,112,67.9,60,50,73,26,"5",33,72.5,5.91,19,5
"A.J. Green","WR","CIN",9,207,15.7,10.1,185,232,83.9,122,65.5,61,43,75,27,"5",37,65.3,18.8,26,8
"Aaron Rodgers","QB","GB",11,373,25.8,1.57,333,410,82.2,106,49.3,62,56,94,3,"2",42,50.2,12.7,5,14
"Marlon Mack","RB","IND",6,176,37.7,14,119,214,81.4,73.5,82.4,63,85,60,30,"8",NA,38,22.8,43,2
"Russell Wilson","QB","SEA",11,371,26.8,2.95,339,409,80.7,112,49,64,48,95,4,"2",37,77.8,5.45,52,7
"Matt Ryan","QB","ATL",9,368,15,3.09,350,388,77.7,124,27.1,65,42,128,5,"2",41,67,6.61,19,11
"Carson Wentz","QB","PHI",10,365,19.8,1.37,329,387,74.6,103,26.2,66,59,130,6,"2",33,83.8,4.8,48,3
"Mike Williams","WR","LAC",12,197,26.8,4.61,164,241,73.8,101,74.9,67,61,68,28,"6",31,64.6,6.74,29,2
"Dak Prescott","QB","DAL",8,364,35.7,1.64,315,420,73.2,88.6,59.2,68,69,79,7,"3",32,129,2.51,55,3
"Drew Brees","QB","NO",9,362,19.4,0.574,338,388,71.6,111,27.4,69,51,124,8,"3",47,75.6,5.23,71,18
"Lamar Jackson","QB","BAL",8,362,59.4,2.53,309,448,71,82.8,87.5,70,73,57,9,"3",29,112,3.37,90,1
"Evan Engram","TE","NYG",11,189,9.67,17.7,179,209,69.6,114,53.7,71,46,82,4,"4",31,58.7,8.34,2,2
"Robby Anderson","WR","NYJ",4,193,25.8,0.789,146,220,69.2,83,53.3,72,72,84,29,"6",33,83.3,4.68,32,3
"Robby Anderson","WR","CAR",7,193,25.8,0.789,146,220,69.2,83,53.3,72,72,84,29,"6",33,83.3,4.68,32,3
"Baker Mayfield","QB","CLE",7,359,25.6,6.23,331,402,68.5,105,41.8,73,58,103,10,"3",31,58.8,9.07,12,1
"Sterling Shepard","WR","NYG",11,192,20.9,3.7,162,219,68.4,99,52.5,74,62,87,30,"6",NA,103,2.76,22,3
"Duke Johnson","RB","HOU",10,162,44.3,3.79,110,232,67.5,64.6,100,75,98,50,31,"9",32,82.2,6.96,68,4
"Marvin Jones","WR","DET",5,188,17,2.38,157,208,64.7,93.9,41.3,76,64,105,31,"6",36,106,2.16,16,7
"Derrius Guice","RB","WAS",10,158,17.3,6.05,135,188,63.7,89.6,56.7,77,68,81,32,"9",29,86.5,4.32,14,1
"Tom Brady","QB","NE",10,353,21.9,2.28,336,401,62.3,109,40.3,79,54,106,11,"3",48,115,3.18,26,19
"Tom Brady","QB","TB",7,353,21.9,2.28,336,401,62.3,109,40.3,79,54,106,11,"3",48,115,3.18,26,19
"Courtland Sutton","WR","DEN",10,186,44.4,0.12,135,268,62.3,71.5,102,78,88,48,32,"6",30,119,1.77,68,1
"Mike Williams","WR",NA,NA,186,NA,1.6,NA,NA,62.2,NA,NA,80,NA,NA,33,"6",42,NA,NA,NA,14
"Mike Williams","WR",NA,NA,186,NA,0,NA,NA,62.2,NA,NA,80,NA,NA,33,"6",39,NA,NA,NA,9
"Alshon Jeffery","WR","PHI",10,184,47.8,2.08,82.4,218,60.6,19.1,51.5,81,148,89,34,"6",36,77.2,5.18,62,7
"Ben Roethlisberger","QB","PIT",7,351,27.3,1.07,301,381,60,74.8,21.1,82,83,137,12,"3",44,113,3.92,74,15
"Jared Goff","QB","LAR",9,350,25.7,1.41,317,391,58.9,90.2,30.9,83,67,120,13,"3",31,89.6,4.73,64,3
"Sammy Watkins","WR","KC",12,182,25.8,1.53,139,211,58.5,76,44.5,84,82,102,35,"6",33,91.5,3.56,28,5
"Devin Singletary","RB","BUF",6,152,77.6,0.34,30.6,250,57.6,-15.1,118,85,243,33,33,"9",28,120,2.9,94,0
"Cam Newton","QB","CAR",7,348,36.7,9.58,292,386,57.5,65.8,25.6,86,95,131,14,"4",37,86.5,4.7,36,8
"Cam Newton","QB","NE",10,348,36.7,9.58,292,386,57.5,65.8,25.6,86,95,131,14,"4",37,86.5,4.7,36,8
"Jordan Howard","RB","PHI",10,152,34.4,1.87,119,210,57.3,73,78.7,87,86,62,34,"9",31,98.9,2.75,66,3
"Jordan Howard","RB","MIA",5,152,34.4,1.87,119,210,57.3,73,78.7,87,86,62,34,"9",31,98.9,2.75,66,3
"Christian Kirk","WR","ARI",12,180,22.9,0.131,140,217,56.9,77.1,50.8,88,79,90,36,"6",29,96.4,3.16,24,1
"Will Fuller","WR","HOU",10,180,25.2,1.02,148,220,56.8,84.9,53.6,89,71,83,37,"6",32,89.4,3.97,30,3
"Josh Gordon","WR","NE",10,179,23.9,1.54,145,204,55.8,81.6,37.3,90,75,111,38,"6",35,83.7,6.17,39,7
"Josh Gordon","WR","FA",NA,179,23.9,1.54,145,204,55.8,81.6,37.3,90,75,111,38,"6",35,83.7,6.17,39,7
"Tevin Coleman","RB","SF",4,150,21.8,10.6,127,183,55.4,81.6,51.9,91,76,88,35,"9",33,68.3,6.65,9,4
"Corey Davis","WR","TEN",11,178,33.9,1.89,131,223,54.3,67.8,56.9,92,91,80,39,"6",31,100,3.06,51,2
"Emmanuel Sanders","WR","DEN",10,176,29.6,0.797,121,206,52.4,57.6,40.1,93,108,107,40,"6",39,110,3.13,61,9
"Emmanuel Sanders","WR","NO",9,176,29.6,0.797,121,206,52.4,57.6,40.1,93,108,107,40,"6",39,110,3.13,61,9
"Hunter Henry","TE","LAC",12,172,20.1,5.94,142,202,51.9,76.7,46.8,94,80,100,5,"5",31,62.7,6.64,6,3
"DeVante Parker","WR","MIA",5,175,44.3,2.55,128,257,51.6,64.9,90.6,95,97,54,41,"7",33,155,1.25,81,4
"Dede Westbrook","WR","JAC",10,172,30,3.2,130,214,49,66.4,47.8,96,94,98,42,"7",32,94.4,3.66,52,2
"Kirk Cousins","QB","MIN",12,339,22.2,6.8,309,374,47.9,82.3,13.4,97,74,146,15,"5",37,134,2.51,57,7
"Jared Cook","TE","NO",9,166,17.6,2.82,135,188,46,70.3,33.4,98,90,117,6,"5",39,71.6,4.52,11,10
"DK Metcalf","WR","SEA",11,169,44.6,1.99,126,237,45.8,62.7,71.2,99,103,70,43,"7",28,138,1.77,78,0
"Latavius Murray","RB","NO",9,140,32.6,1.48,92.2,194,44.8,46.5,62,100,113,77,36,"9",36,90.3,3.64,27,6
"Michael Gallup","WR","DAL",8,167,27.4,2.09,139,216,43.8,76,49.5,101,81,93,44,"7",30,125,1.97,50,1
"LeSean McCoy","RB","KC",12,138,35.8,2.75,89.5,181,43.4,43.7,49.5,102,117,92,37,"10",38,111,2.3,84,10
"LeSean McCoy","RB","FA",NA,138,35.8,2.75,89.5,181,43.4,43.7,49.5,102,117,92,37,"10",38,111,2.3,84,10
"Mark Andrews","TE","BAL",8,163,37.5,11.6,113,217,43.1,47.5,61.7,103,111,78,7,"6",30,130,1.72,64,1
"Curtis Samuel","WR","CAR",7,165,28.2,0.742,137,217,41.7,73.8,50.5,104,84,91,45,"7",29,101,2.86,42,2
"Kyler Murray","QB","ARI",12,332,47.1,0.0455,269,414,41.1,42.1,53.1,105,120,86,16,"5",28,110,3.42,86,0
"Josh Allen","QB","BUF",6,332,33.9,3.13,289,382,41.1,62.9,21.8,106,102,135,17,"5",30,146,2.33,81,1
"Larry Fitzgerald","WR","ARI",12,164,25.3,3.18,127,206,41,63.8,39.4,107,100,109,46,"7",42,114,2.11,38,15
"Matt Breida","RB","SF",4,135,17.9,3.54,110,165,40.6,63.9,33,108,99,118,38,"10",31,107,3.47,34,2
"Matt Breida","RB","MIA",5,135,17.9,3.54,110,165,40.6,63.9,33,108,99,118,38,"10",31,107,3.47,34,2
"Philip Rivers","QB","LAC",12,329,27,5.65,284,360,38,57,0,109,109,194,18,"5",44,118,2.87,43,15
"Philip Rivers","QB","IND",6,329,27,5.65,284,360,38,57,0,109,109,194,18,"5",44,118,2.87,43,15
"John Brown","WR","BUF",6,161,36.6,4.88,100,219,37.8,36.7,53.1,110,124,85,47,"7",36,140,1.43,58,5
"Nyheim Hines","RB","IND",6,132,37,5.47,90.9,206,37.1,45.2,74.2,111,115,69,39,"10",29,129,1.64,40,1
"Jamison Crowder","WR","NYJ",4,156,15.2,3.61,134,174,32.9,70.7,7.87,112,89,160,48,"7",33,146,1.6,35,4
"Jimmy Garoppolo","QB","SF",4,323,38.7,9.07,261,376,32.3,34.3,15.3,113,129,143,19,"6",34,146,2.26,50,5
"Jalen Richard","RB","OAK",6,126,29.1,0.17,73.2,165,31.6,27.4,33.6,114,140,116,40,"10",32,163,1.3,73,3
"Jalen Richard","RB","LVR",NA,126,29.1,0.17,73.2,165,31.6,27.4,33.6,114,140,116,40,"10",32,163,1.3,73,3
"Austin Hooper","TE","ATL",9,151,13.8,3.24,138,173,31.5,72.7,17.8,115,87,141,8,"6",31,124,2.02,8,3
"Austin Hooper","TE","CLE",7,151,13.8,3.24,138,173,31.5,72.7,17.8,115,87,141,8,"6",31,124,2.02,8,3
"Kareem Hunt","RB","CLE",7,126,54.6,3.4,67.5,201,31.4,21.8,69.3,116,146,71,41,"10",30,118,2.19,91,2
"Greg Zuerlein","K","LAR",9,155,12.1,1.86,136,171,29.5,31.8,27.7,117,135,123,1,"1",38,111,3.14,8,7
"Greg Zuerlein","K","DAL",8,155,12.1,1.86,136,171,29.5,31.8,27.7,117,135,123,1,"1",38,111,3.14,8,7
"Donte Moncrief","WR","PIT",7,153,19.7,1.14,122,174,29.3,59.1,8.08,118,106,159,49,"8",32,135,1.58,43,5
"Donte Moncrief","WR","FA",NA,153,19.7,1.14,122,174,29.3,59.1,8.08,118,106,159,49,"8",32,135,1.58,43,5
"O.J. Howard","TE","TB",7,148,39.8,3.64,83.1,189,28.3,18.1,33.7,119,151,115,9,"6",31,56.4,7.89,17,2
"Dante Pettis","WR","SF",4,152,62.5,0.333,30.2,204,28.2,-33.1,38,120,295,110,50,"8",30,115,1.78,92,1
"Dion Lewis","RB","TEN",11,123,41.3,5.14,49.2,171,28,3.52,39.9,121,176,108,42,"10",35,135,1.54,62,8
"Dion Lewis","RB","NYG",11,123,41.3,5.14,49.2,171,28,3.52,39.9,121,176,108,42,"10",35,135,1.54,62,8
"Anthony Miller","WR","CHI",6,151,25.4,0.0606,108,177,27.9,45.1,11.2,122,116,149,51,"8",31,137,1.46,50,1
"DeSean Jackson","WR","PHI",10,151,20.6,0.76,127,183,27.8,63.5,16.6,123,101,142,52,"8",39,130,1.47,27,11
"Justin Tucker","K","BAL",8,153,12.4,3.96,136,170,27.6,31.5,27.2,124,137,125,2,"1",36,115,2.2,23,7
"Marquise Brown","WR","BAL",8,150,52.7,0.85,74.4,212,27,11.1,45.6,125,164,101,53,"8",29,154,1.23,95,0
"Mohamed Sanu","WR","ATL",9,150,32.4,2.67,104,191,26.2,40.9,24.4,126,121,132,54,"8",36,161,1.36,69,7
"Mohamed Sanu","WR","NE",10,150,32.4,2.67,104,191,26.2,40.9,24.4,126,121,132,54,"8",36,161,1.36,69,7
"Delanie Walker","TE","TEN",11,144,36.7,0.324,81,181,24.7,15.9,26.3,127,153,129,10,"6",41,116,1.85,36,13
"Delanie Walker","TE","FA",NA,144,36.7,0.324,81,181,24.7,15.9,26.3,127,153,129,10,"6",41,116,1.85,36,13
"Darren Waller","TE","OAK",6,144,56.4,8.08,78.9,218,24.3,13.9,63,128,155,76,11,"6",33,147,1.34,91,4
"Darren Waller","TE","LVR",NA,144,56.4,8.08,78.9,218,24.3,13.9,63,128,155,76,11,"6",33,147,1.34,91,4
"Harrison Butker","K","KC",12,149,9.25,1.35,140,163,23.6,35.5,20.5,129,126,138,3,"1",31,119,1.9,1,2
"Golden Tate","WR","NYG",11,147,17.2,0.0531,123,163,23.5,59.3,-3.67,130,105,212,55,"8",37,135,1.59,41,9
"Tyrell Williams","WR","OAK",6,147,16.5,7.16,125,172,23.5,62,6.1,131,104,167,56,"8",NA,135,1.54,47,NA
"Tyrell Williams","WR","LVR",NA,147,16.5,7.16,125,172,23.5,62,6.1,131,104,167,56,"8",NA,135,1.54,47,NA
"Matthew Stafford","QB","DET",5,314,24.7,15.4,293,362,23.2,66.4,1.93,132,93,180,20,"7",38,151,1.81,14,10
"Ronald Jones","RB","TB",7,118,30.1,1.45,74.8,154,22.9,29.1,22.7,133,138,134,43,"10",28,135,1.54,72,1
"Wil Lutz","K","NO",9,148,9.61,15,136,163,22.3,32,19.6,134,134,139,4,"2",32,128,1.39,3,3
"Peyton Barber","RB","TB",7,116,50,0.747,18.1,166,21.4,-27.7,34.7,135,273,112,44,"10",32,124,1.61,81,3
"Peyton Barber","RB","WAS",10,116,50,0.747,18.1,166,21.4,-27.7,34.7,135,273,112,44,"10",32,124,1.61,81,3
"Rashaad Penny","RB","SEA",11,115,38.6,2.43,70.5,178,20.7,24.8,46.8,136,142,99,45,"11",30,101,2.39,58,1
"Chris Thompson","RB","WAS",10,113,23.4,3.6,69.5,141,18.2,23.8,9.02,137,144,157,46,"11",35,155,1.42,47,6
"Chris Thompson","RB","JAC",10,113,23.4,3.6,69.5,141,18.2,23.8,9.02,137,144,157,46,"11",35,155,1.42,47,6
"Terry McLaurin","WR","WAS",10,140,71.9,4.45,52.9,232,16.3,-10.4,66.2,138,236,74,57,"8",30,151,NA,99,0
"Jordan Reed","TE","WAS",10,136,36.8,1.8,77.5,182,16.3,12.4,27.2,139,159,126,12,"7",36,142,1.25,65,6
"Jordan Reed","TE","FA",NA,136,36.8,1.8,77.5,182,16.3,12.4,27.2,139,159,126,12,"7",36,142,1.25,65,6
"Darrell Henderson","RB","LAR",9,109,22.3,0.0319,72.8,134,14.7,27.1,2.27,140,141,177,47,"11",56,106,2.5,39,0
"Jaylen Samuels","RB","PIT",7,109,36,4.77,57.4,164,14.6,11.7,32,141,161,119,48,"11",29,128,2.03,69,1
"Eric Ebron","TE","IND",6,134,26.3,1.43,104,183,14.5,39.2,28.2,142,122,122,13,"7",33,93.1,2.81,21,5
"Eric Ebron","TE","PIT",7,134,26.3,1.43,104,183,14.5,39.2,28.2,142,122,122,13,"7",33,93.1,2.81,21,5
"Kyle Rudolph","TE","MIN",12,133,14.1,0.906,111,155,13,46.3,0,143,114,194,14,"7",36,132,1.5,14,8
"Vance McDonald","TE","PIT",7,132,47.1,1.04,59.5,185,12.1,-5.49,29.5,144,217,121,15,"7",36,84.9,2.94,53,6
"D.J. Chark","WR","JAC",10,135,68.4,0.635,44.6,241,11.8,-18.8,75.1,145,253,67,58,"8",29,151,NA,99,1
"A.J. Brown","WR","TEN",11,135,74,0.227,43.2,245,11.2,-20.1,78.6,146,256,63,59,"8",29,150,1.35,98,0
"David Njoku","TE","CLE",7,131,39.4,1.04,68.1,178,11.1,3.03,23.5,147,178,133,16,"7",30,90.2,2.64,35,2
"Marquez Valdes-Scantling","WR","GB",11,134,38.5,1.11,63.3,173,11,0,6.67,148,194,162,60,"8",31,115,2.34,67,1
"Greg Olsen","TE","CAR",7,130,13.2,4.83,112,147,10.1,46.6,-7.73,149,112,235,17,"7",41,142,1.23,18,12
"Greg Olsen","TE","SEA",11,130,13.2,4.83,112,147,10.1,46.6,-7.73,149,112,235,17,"7",41,142,1.23,18,12
"Adam Humphries","WR","TEN",11,133,30.7,1.15,84.2,170,9.88,20.8,3.53,150,147,169,61,"8",NA,150,1.27,73,NA
"Giovani Bernard","RB","CIN",9,105,17.9,2.44,78.2,132,9.84,32.5,0,151,132,194,49,"11",34,163,1.1,25,6
"Albert Wilson","WR","MIA",5,132,24.7,1.41,92.3,176,8.73,29,10.1,152,139,153,62,"8",34,160,1.08,60,5
"Derek Carr","QB","OAK",6,299,21.2,1.11,260,323,7.82,33.6,-37.3,153,130,299,21,"7",35,148,2.39,21,5
"Derek Carr","QB","LVR",NA,299,21.2,1.11,260,323,7.82,33.6,-37.3,153,130,299,21,"7",35,148,2.39,21,5
"Ito Smith","RB","ATL",9,102,17.5,0.269,80.3,124,7.4,34.6,-7.81,154,128,236,50,"11",30,142,1.31,50,1
"Kenny Stills","WR","HOU",10,131,32.5,0.137,81.2,166,7.32,17.9,-0.14,155,152,196,63,"8",34,159,1.62,65,6
"Kaimi Fairbairn","K","HOU",10,133,13.5,1.35,110,154,7.27,6.17,10.9,156,168,150,5,"2",32,137,1.39,64,3
"Paul Richardson","WR","WAS",10,131,10.1,1.57,118,143,7.18,54.6,-23.1,157,110,279,64,"9",34,151,1,45,5
"Paul Richardson","WR","FA",NA,131,10.1,1.57,118,143,7.18,54.6,-23.1,157,110,279,64,"9",34,151,1,45,5
"Jamaal Williams","RB","GB",11,102,17.3,2.95,79.2,127,7.13,33.5,-4.47,158,131,216,51,"11",NA,163,1.45,42,2
"Bears","DST","CHI",6,57.5,7.03,0.694,48.9,68.7,7.02,4.8,10.8,159,170,151,1,"1",NA,85.6,5.9,81,NA
"Sam Darnold","QB","NYJ",4,297,23.9,6.71,270,333,6.71,43.3,-27.3,160,119,286,22,"8",29,154,2.78,40,1
"Ravens","DST","BAL",8,56.8,6.17,0.266,47.2,64.4,6.33,3.08,6.52,161,177,164,2,"1",NA,113,2.08,72,NA
"Rams","DST","LAR",9,56.5,4.02,2.36,50.6,60.5,6.06,6.46,2.62,162,166,174,3,"2",NA,104,3.14,19,NA
"Jake Elliott","K","PHI",10,132,8,1.05,118,145,5.92,13.9,2.29,163,156,176,6,"2",31,158,1.04,5,2
"Marqise Lee","WR","JAC",10,129,23.9,0.651,99.2,159,5.61,35.9,-6.99,164,125,228,65,"9",34,151,1,74,5
"Marqise Lee","WR","NE",10,129,23.9,0.651,99.2,159,5.61,35.9,-6.99,164,125,228,65,"9",34,151,1,74,5
"Jimmy Graham","TE","GB",11,125,22,0.687,84,148,5.23,19,-7.07,165,149,230,18,"7",39,148,1.38,29,9
"Jimmy Graham","TE","CHI",6,125,22,0.687,84,148,5.23,19,-7.07,165,149,230,18,"7",39,148,1.38,29,9
"Taylor Gabriel","WR","CHI",6,128,17.6,1.95,107,151,4.96,43.7,-14.9,166,118,258,66,"9",35,172,1,53,5
"Taylor Gabriel","WR","FA",NA,128,17.6,1.95,107,151,4.96,43.7,-14.9,166,118,258,66,"9",35,172,1,53,5
"Jason Myers","K","SEA",11,130,9.73,2.77,117,144,4.87,13.1,1.38,167,158,183,7,"2",35,156,1.16,31,NA
"Jack Doyle","TE","IND",6,124,15.9,2.64,96.8,141,4.54,31.7,-14.2,168,136,254,19,"7",36,160,1.6,24,6
"Kalen Ballage","RB","MIA",5,98.9,27.3,0.0385,57.5,134,4.18,11.8,2.17,169,160,178,52,"11",NA,121,2.22,41,1
