"player","position","team","bye_week","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","age","adp","aav","uncertainty","experience"
"Tetairoa McMillan","WR","CAR",5,236,17.5,0.719,219,259,121,135,108,41,33,43,16,"5",23,46.2,18.9,19,1
"DeVonta Smith","WR","PHI",10,235,13.5,5.64,215,249,121,131,98.1,42,36,50,17,"5",27,40.4,26.1,10,5
"David Montgomery","RB","HOU",8,200,13.6,4.79,188,222,120,127,115,43,40,39,25,"10",29,58.9,19.7,19,7
"Josh Allen","QB","BUF",7,436,16,38.8,420,458,116,132,89.1,44,35,58,1,"1",30,16.7,33.5,1,8
"Jaylen Warren","RB","PIT",9,195,8.8,11.3,185,203,115,124,96.5,46,44,51,26,"11",27,82.9,10.3,3,4
"Emeka Egbuka","WR","TB",10,229,18.5,6.54,207,256,115,123,105,47,49,46,18,"6",23,43.6,19.9,23,1
"Brock Bowers","TE","LVR",13,251,8.6,47.9,242,261,115,123,99.8,45,47,49,2,"2",23,24.3,31.4,1,2
"Tee Higgins","WR","CIN",6,223,19.7,0.466,204,244,109,120,93.7,48,50,53,19,"6",27,47.1,20,21,6
"Ladd McConkey","WR","LAC",7,222,16.6,0.759,207,244,108,123,93.6,49,48,54,20,"6",24,49.4,17.6,17,2
"Jameson Williams","WR","DET",6,222,13.3,1.14,208,242,107,124,91,50,45,55,21,"6",25,64.2,11.9,11,4
"Davante Adams","WR","LAR",11,220,9.47,5.05,211,235,106,127,84,51,43,63,22,"6",33,58.2,19.9,2,12
"Rhamondre Stevenson","RB","NE",11,184,16.3,0.703,162,201,104,101,94.2,52,61,52,27,"11",28,87.3,10.7,26,5
"Rico Dowdle","RB","PIT",9,183,13,2.81,165,196,103,104,90,53,58,57,28,"11",28,89,8.82,21,6
"RJ Harvey","RB","DEN",10,180,23.9,0.647,153,213,101,92,106,55,65,44,29,"11",25,95,5.61,68,1
"D.J. Moore","WR","BUF",7,215,29.1,2.25,190,263,101,106,112,54,56,41,23,"6",29,62.7,17.8,61,8
"Tony Pollard","RB","TEN",9,180,11.2,2.17,163,191,99.9,102,85,56,59,61,30,"11",29,87.3,11.3,12,7
"Terry McLaurin","WR","WAS",7,213,14.2,2.87,195,231,98.8,111,80,57,53,66,24,"6",30,60.8,16.9,14,7
"Chuba Hubbard","RB","CAR",5,178,11.7,1.76,167,193,97.7,106,86.8,58,54,60,31,"11",27,95.6,8.41,24,5
"Jaylen Waddle","WR","DEN",10,210,10.9,1.66,195,224,96,111,73.4,59,52,68,25,"6",27,57.6,18.7,6,5
"Jadarian Price","RB","SEA",11,176,42.5,5.11,106,209,95.9,44.9,102,60,118,47,32,"12",22,65.1,29.2,90,0
"Rome Odunze","WR","CHI",10,209,18.9,2.69,190,238,94.3,106,87.6,61,55,59,26,"6",24,65.9,10.3,28,2
"Courtland Sutton","WR","DEN",10,206,18.3,0.0737,190,235,91.6,106,84.4,62,57,62,27,"6",30,94,8.52,36,8
"Mike Evans","WR","SF",8,206,16.8,2.38,184,223,91.5,99.8,72.4,63,63,71,28,"7",32,76.1,13.4,18,12
"J.K. Dobbins","RB","DEN",10,171,10.3,11.2,156,182,90.8,94.7,75.4,64,64,67,33,"12",27,99.8,8.62,16,6
"Luther Burden","WR","CHI",10,203,49.3,5.07,132,263,89.2,47.8,113,65,115,40,29,"7",22,65.5,12.6,79,1
"Alec Pierce","WR","IND",13,198,12.9,1.26,186,213,84.1,102,62.4,66,60,81,30,"7",26,89.8,6.39,22,4
"DK Metcalf","WR","PIT",9,197,16.6,0.22,176,220,82.8,91.7,69.6,67,66,72,31,"7",28,90,9.21,27,7
"Christian Watson","WR","GB",11,197,9.48,1.22,185,207,82.6,101,56.5,68,62,88,32,"7",27,78.2,9.16,7,4
"Marvin Harrison Jr.","WR","ARI",14,196,20,0.597,167,219,81.4,83,68.6,69,73,74,33,"7",24,82.5,7.9,37,2
"Parker Washington","WR","JAC",7,195,19,1.16,174,219,80.8,89.4,68.7,70,67,73,34,"7",24,86.7,10.6,38,3
"Kyle Monangai","RB","CHI",10,160,14.7,1.5,138,171,79.7,77,64.4,71,76,79,34,"12",24,107,5.04,34,1
"Michael Wilson","WR","ARI",14,194,29.7,2.55,172,241,79.6,87.8,90.1,72,68,56,35,"7",26,99.1,6.92,67,3
"Kenneth Gainwell","RB","TB",10,158,31.2,5.07,117,190,78.2,56.6,83.9,73,101,64,35,"13",27,114,6.56,75,5
"Lamar Jackson","QB","BAL",13,397,23.5,1.18,372,428,77.4,83.9,59.4,74,71,85,2,"1",29,36.3,21.8,3,8
"Brian Thomas Jr.","WR","JAC",7,191,22.8,0.713,168,223,77.1,83.9,72.8,75,72,69,36,"7",23,89.3,6.11,47,2
"Wan'Dale Robinson","WR","TEN",9,191,38.1,0.12,155,252,76.4,71.2,101,76,82,48,37,"7",25,114,6.14,73,4
"Joe Burrow","QB","CIN",6,396,26.1,7.33,374,431,76.3,86.4,62.3,77,70,82,3,"1",29,49.3,15.5,16,6
"Chris Godwin","WR","TB",10,191,27.6,7.38,162,232,76.2,77.7,81.6,78,75,65,38,"8",30,109,8.82,60,9
"Rachaad White","RB","WAS",7,153,20.9,2.59,121,174,73.1,60.4,67.4,79,95,77,36,"13",27,121,7.54,60,4
"Aaron Jones","RB","MIN",6,150,19.9,5.29,122,173,70.5,60.8,66.4,80,93,78,37,"13",31,123,6.36,51,9
"Drake Maye","QB","NE",11,389,18,4.11,375,418,68.9,86.8,48.6,81,69,97,4,"1",23,45.2,15.1,9,2
"Carnell Tate","WR","TEN",9,183,26.3,0.212,155,218,68.9,70.8,67.6,82,84,76,39,"8",21,81.4,28,63,0
"Michael Pittman","WR","PIT",9,183,18.8,4.92,153,198,68.7,68.6,47.3,83,87,98,40,"8",28,115,6.38,34,6
"Colston Loveland","TE","CHI",10,204,20.3,7.66,182,234,67.5,62.6,72.5,84,90,70,3,"2",22,45.1,18.1,18,1
"Jonathon Brooks","RB","CAR",5,145,26,0.839,114,174,65.2,52.8,68,85,107,75,38,"13",23,98.7,9.74,76,2
"Jayden Daniels","QB","WAS",7,385,22.3,3.22,361,412,64.8,73.7,42.4,86,78,102,5,"1",25,52.6,12.4,53,2
"Jacory Croskey-Merritt","RB","WAS",7,144,9.73,1.48,134,157,64.4,72.7,50.4,87,80,91,39,"13",25,113,5.4,9,1
"Jakobi Meyers","WR","JAC",7,178,16.2,0.69,157,201,63.7,73.1,49.9,88,79,93,41,"8",29,126,3.96,31,7
"Josh Downs","WR","IND",13,177,13,4.08,159,192,63,74.8,41.1,89,77,106,42,"8",25,116,4.44,20,3
"Jordan Mason","RB","MIN",6,143,18.8,3.84,119,164,62.9,58.6,57.4,90,98,87,40,"14",27,116,5.63,47,4
"Jalen Hurts","QB","PHI",10,381,18.1,0.0386,360,401,61.6,72.3,32.3,91,81,121,6,"1",28,57.3,13.4,12,6
"Dak Prescott","QB","DAL",14,381,21.1,4.07,359,403,61.6,71,34.1,92,83,118,7,"1",33,71.1,9.5,38,10
"Tyler Warren","TE","IND",13,196,13.8,0.607,175,211,59.9,56.5,49.7,93,102,94,4,"2",24,52.7,15.7,2,1
"Harold Fannin","TE","CLE",11,195,23.2,5.17,166,223,59.3,46.8,62.1,94,117,83,5,"3",22,76.4,7.37,49,1
"Tyjae Spears","RB","TEN",9,139,16.4,4.06,116,157,59.1,55.2,50,95,103,92,41,"14",25,156,4.56,46,3
"Tyreek Hill","WR","FA",NA,173,NA,1.2,NA,NA,59,NA,NA,96,NA,NA,43,"8",32,162,1.48,91,10
"Jordan Addison","WR","MIN",6,172,25.5,0.335,144,211,57.8,59.7,60.1,97,96,84,44,"8",24,116,4.4,54,3
"Trevor Lawrence","QB","JAC",7,377,28.1,0.327,346,403,57.5,57.8,34.2,98,99,117,8,"1",26,79.6,8.98,47,5
"Jayden Reed","WR","GB",11,172,32.4,2.01,124,209,57.4,39.6,58.1,99,126,86,45,"8",26,129,3.95,68,3
"Caleb Williams","QB","CHI",10,377,31.1,1.06,340,415,57.2,52.3,45.8,100,109,99,9,"1",24,70.2,9.53,44,2
"Matthew Stafford","QB","LAR",11,376,23.4,2.6,357,413,56.1,69.6,43.7,101,86,101,10,"2",38,86.7,9.11,75,17
"Matthew Stafford","QB","LAR",11,376,23.4,2.6,357,413,56.1,69.6,43.7,101,86,101,10,"2",38,86.7,9.11,75,17
"Stefon Diggs","WR","WAS",7,170,9.48,2.48,162,185,55.4,77.8,34.5,102,74,114,46,"8",32,124,7.51,58,11
"Blake Corum","RB","LAR",11,135,13.9,7.25,125,158,55,64.2,51.1,103,89,90,42,"14",25,111,5.07,28,2
"Kyle Pitts","TE","ATL",11,190,15.2,10.1,180,215,54.1,61.1,53.8,104,92,89,6,"3",25,75.3,8.8,10,5
"Bo Nix","QB","DEN",10,373,28.8,1.46,340,412,53.5,52.6,42.4,105,108,103,11,"2",26,96.8,6.84,34,2
"Quentin Johnston","WR","LAC",7,167,24.2,2.61,135,192,52.9,51.2,41.1,106,110,105,47,"9",24,113,5.48,51,3
"Jaxson Dart","QB","NYG",8,372,25.2,0.267,342,398,52,53.9,29.1,107,105,130,12,"2",23,85,7.92,81,1
"Patrick Mahomes","QB","KC",5,372,24.1,0.459,352,409,51.8,64.3,40,108,88,109,13,"2",30,92.5,8.82,59,9
"Justin Herbert","QB","LAC",7,371,26.5,0.903,347,400,51.3,59.3,30.8,109,97,127,14,"2",28,81.2,8.73,41,6
"Brock Purdy","QB","SF",8,370,19.7,0.585,348,395,50.4,60.5,26.1,110,94,134,15,"2",26,96.2,6.62,28,4
"Khalil Shakir","WR","BUF",7,165,6.92,1.06,155,171,50.3,70.6,20.1,111,85,144,48,"9",26,143,2.73,9,4
"Jared Goff","QB","DET",6,370,26,16.7,339,401,49.8,50.8,32.1,112,111,122,16,"2",31,108,6.2,69,10
"Deebo Samuel","WR","SF",8,164,23.1,0.534,133,191,49.3,48.9,40.2,113,113,108,49,"9",56,137,4.43,70,7
"Xavier Worthy","WR","KC",5,163,21.5,4,129,180,48.7,44.5,28.8,114,120,131,50,"9",23,137,2.88,41,2
"Xavier Worthy","WR","KC",5,163,21.5,4,129,180,48.7,44.5,28.8,114,120,131,50,"9",23,137,2.88,41,2
"Woody Marks","RB","HOU",8,128,8.06,2.55,118,138,47.8,56.8,31.6,115,100,126,43,"14",25,139,3.12,13,1
"Zach Charbonnet","RB","SEA",11,125,21,2.81,104,156,45.2,43.4,49,116,122,95,44,"15",25,130,5.48,72,3
"Romeo Doubs","WR","NE",11,159,23,1.42,132,192,44.7,47.6,41.6,117,116,104,51,"9",26,143,4.25,52,4
"Travis Kelce","TE","KC",5,180,10.5,3,168,195,44,49.1,33.6,118,112,120,7,"3",36,104,5.7,6,13
"Makai Lemon","WR","PHI",10,158,20.2,1.14,146,191,43.3,61.7,40.4,119,91,107,52,"9",22,120,18.7,46,0
"Tyrone Tracy","RB","NYG",8,122,14.5,5.26,100,138,42.4,39.5,31.7,120,127,124,45,"15",26,142,2.73,50,2
"Matthew Golden","WR","GB",11,157,18.3,5.5,137,184,42.2,53,33.7,121,106,119,53,"9",23,128,3.25,48,1
"Sam LaPorta","TE","DET",6,177,15.4,0.32,163,198,41,43.7,36.9,122,121,111,8,"3",25,72.7,8.58,14,3
"Tucker Kraft","TE","GB",11,177,17.6,4.77,160,198,40.7,40.7,36.4,123,124,112,9,"4",25,75.1,9.8,27,3
"Alvin Kamara","RB","NO",8,117,23.7,6.85,81.8,144,37.1,20.9,37.3,124,146,110,46,"15",31,144,3.74,82,9
"Jerry Jeudy","WR","CLE",11,151,17.8,2.03,133,177,36.7,48.7,25.9,125,114,136,54,"9",27,166,3.85,57,6
"George Kittle","TE","SF",8,172,17.4,0.836,152,197,35.9,33.5,35.8,126,133,113,10,"4",32,99.5,8.22,33,9
"Mark Andrews","TE","BAL",13,171,9.04,0.202,161,184,35.1,42,23.1,127,123,139,11,"4",30,119,4.63,12,8
"Dallas Goedert","TE","PHI",10,171,26.5,5.05,139,207,34.8,20.1,45.7,128,147,100,12,"4",31,105,4.94,61,8
"Keenan Allen","WR","IND",13,149,15.3,0.596,138,158,34.6,54.1,7.77,129,104,167,55,"9",34,211,2.45,84,13
"Jalen Coker","WR","CAR",5,148,19.1,0.0381,129,168,34.1,44.6,17.7,130,119,149,56,"9",24,151,2.71,39,2
"Rashid Shaheed","WR","SEA",11,148,43.5,2.81,87.5,199,34,3.4,48.8,131,180,96,57,"9",27,150,4.01,76,4
"Baker Mayfield","QB","TB",10,353,31.5,8.1,319,384,33.1,31.1,15,132,134,151,17,"3",31,125,5.36,56,8
"KC Concepcion","WR","CLE",11,146,38.1,7.09,84.1,178,31.2,0,27.8,133,194,132,58,"10",21,134,14.9,77,0
"Isiah Pacheco","RB","DET",6,110,17.1,10.2,87.7,127,30.3,26.9,20.5,134,139,142,47,"16",27,148,3.14,54,4
"Brandon Aubrey","K","DAL",14,175,8.29,6.5,165,187,30.2,34.7,26.8,135,131,133,1,"1",31,99.9,6.59,1,3
"Isaiah Likely","TE","NYG",8,166,23.3,0.593,143,196,29.8,24.3,34.5,136,142,115,13,"4",26,108,5.32,55,4
"Jake Ferguson","TE","DAL",14,165,9.92,6.56,155,179,29.2,36.5,17.8,137,129,148,14,"5",27,119,3.38,16,4
"Tyler Shough","QB","NO",8,345,22.7,1.31,318,377,25,29.7,7.96,138,135,165,18,"3",26,132,5.27,50,1
"Jayden Higgins","WR","HOU",8,138,12.2,1.22,123,151,24.1,39.3,0,139,128,194,59,"10",23,143,2.34,3,1
"Kyler Murray","QB","MIN",6,343,39.3,7.6,297,401,23.7,9.09,31.6,140,165,125,19,"3",29,125,6.8,88,7
"Jason Myers","K","SEA",11,169,13.8,0.705,159,191,23.7,28.5,30.7,141,137,128,2,"1",35,136,2.23,19,NA
"Kaimi Fairbairn","K","HOU",8,168,11.4,6.1,157,181,23,27.1,20.6,142,138,141,3,"1",32,137,2.73,48,10
"Tre Tucker","WR","LVR",13,137,8.78,2.83,125,148,22.9,40.5,-3.05,143,125,213,60,"10",25,181,2.02,32,3
"Juwan Johnson","TE","NO",8,159,17.5,0.422,142,178,22.7,23.4,16.5,144,143,150,15,"5",29,148,3.42,35,6
"Dalton Kincaid","TE","BUF",7,158,16.9,2.73,141,179,22.2,22.2,18,145,145,147,16,"5",26,119,3.61,31,3
"Tyler Allgeier","RB","ARI",14,100,14.4,0.921,86.2,117,20.1,25.4,10.9,147,141,158,48,"16",26,148,3.81,37,4
"Calvin Ridley","WR","TEN",9,134,41.1,2.95,82,185,20.1,-2.06,34.4,146,199,116,61,"10",31,185,2.26,87,8
"Hunter Henry","TE","NE",11,156,8.47,5.06,148,167,19.5,28.6,6.01,148,136,174,17,"5",31,148,2.96,4,10
"Justice Hill","RB","BAL",13,99,12.8,1.35,83.8,114,19.1,22.9,7.31,149,144,169,49,"16",28,197,1.45,71,7
"Chris Rodriguez","RB","JAC",7,97.7,19.3,1.69,69.1,119,17.8,8.27,12.4,150,169,157,50,"16",26,143,4.46,59,3
"Jauan Jennings","WR","MIN",6,131,30.4,0.678,101,171,17.1,16.7,20.5,151,150,143,62,"10",29,178,1.74,74,6
"Cameron Dicker","K","LAC",7,162,12.7,9.84,141,170,16.9,10.6,9.56,152,160,161,4,"2",26,136,2.73,32,4
"Jordyn Tyson","WR","NO",8,131,62.1,1.12,55.9,214,16.4,-28.2,63.3,153,270,80,63,"10",22,105,24.1,94,0
