"player","position","team","bye_week","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","age","adp","aav","uncertainty","experience"
"Commanders","DST","WAS",9,53.6,7.46,1.34,44.2,64.3,-1.67,-2.5,-0.511,202,204,197,18,"11",NA,158,0.805,84,NA
"Will Tye","TE","NYG",8,108,30.6,2.48,77.8,161,-1.75,-20.5,22.7,203,253,138,26,"11",NA,166,1,94,NA
"Dan Carpenter","K","BUF",10,131,4.36,0.103,125,137,-2.12,0,-3.97,204,194,209,14,"4",40,171,0.45,58,8
"Matt Bryant","K","ATL",11,131,4.59,4.42,123,136,-2.22,-2.23,-4.54,205,203,213,15,"5",51,162,0.68,42,14
"Buccaneers","DST","TB",6,52.2,6.92,1.57,39.6,59,-3.01,-7.01,-5.87,206,215,219,19,"12",NA,158,0.55,39,NA
"Crockett Gillmore","TE","BAL",8,106,18.2,3.04,85.4,128,-4.23,-12.9,-10.6,207,236,236,27,"11",34,160,0.377,67,2
"Benny Cunningham","RB","LA",NA,94.7,20.8,1.72,78.1,122,-4.46,9.1,-2.95,208,168,205,57,"13",36,169,0.68,78,3
"Jets","DST","NYJ",11,50.6,9.21,1.65,40.3,64.8,-4.58,-6.31,0,209,212,194,20,"13",NA,141,1.13,68,NA
"Jamison Crowder","WR","WAS",9,110,27.2,1.78,78.9,143,-4.61,-2,-2.62,210,200,202,72,"14",33,160,0.713,89,1
"DeAndre Washington","RB","OAK",10,93,22.5,0.844,69,125,-6.18,0,0,211,194,194,58,"13",33,138,1.77,72,0
"Titans","DST","TEN",13,49,10.3,0.531,31.9,58.8,-6.24,-14.8,-6.04,212,239,220,21,"14",NA,160,0.383,81,NA
"Nelson Agholor","WR","PHI",4,108,28.2,0.37,70.1,146,-6.39,-10.8,0,213,227,194,73,"14",33,162,1.34,87,1
"Nick Folk","K","NYJ",11,126,6.41,1.51,114,132,-6.65,-11.3,-8.47,214,230,229,16,"5",41,156,0.578,68,9
"Kendall Wright","WR","TEN",13,107,23.7,1.95,72.7,140,-6.76,-8.25,-5.31,215,220,216,74,"14",36,158,1.15,83,4
"Giants","DST","NYG",8,48.5,10.7,0.279,35.6,65.5,-6.77,-11,0.657,216,229,190,22,"15",NA,158,0.7,99,NA
"Kenneth Dixon","RB","BAL",8,92.1,35,3.34,37.2,138,-7.02,-31.8,12.8,217,273,158,59,"14",32,158,1.67,96,0
"Bills","DST","BUF",10,48.2,6.16,0.128,36.2,51.2,-7.05,-10.4,-13.7,218,225,252,23,"15",NA,148,1.27,52,NA
"Dolphins","DST","MIA",8,48.1,4.25,0.868,41.3,52.8,-7.17,-5.31,-12,219,210,244,24,"16",NA,157,1.07,58,NA
"Jace Amaro","TE","FA",NA,103,4.7,7.6,99.9,106,-7.27,1.6,-32.5,220,190,291,28,"12",34,151,1,1,2
"Brock Osweiler","QB","HOU",9,287,27,26.7,242,316,-7.9,-37.3,0,221,278,194,25,"11",35,136,2.78,69,4
"Chargers","DST","SD",11,47.2,7.91,1.58,36.2,56,-8.04,-10.5,-8.8,222,226,231,25,"17",NA,160,0.403,65,NA
"Josh Brown","K","NYG",8,125,2.47,0.87,122,129,-8.15,-3.07,-11.7,223,206,241,17,"5",47,160,0.972,71,13
"Brandon LaFell","WR","CIN",9,105,22.1,1.04,77.4,139,-8.71,-3.56,-6.23,224,207,221,75,"14",39,174,0.933,67,6
"Josh Lambo","K","SD",11,124,4.54,0.387,119,130,-9.02,-6.49,-10.7,225,213,238,18,"5",35,160,0.775,13,1
"Robbie Gould","K","CHI",9,123,3.74,0.292,119,128,-9.41,-6.52,-12.4,226,214,246,19,"5",43,157,0.86,48,11
"Falcons","DST","ATL",11,45.6,10.8,0.673,25.9,53.1,-9.63,-20.8,-11.7,227,254,242,26,"18",NA,160,0.52,87,NA
"Dustin Hopkins","K","WAS",9,123,5.53,0.597,117,132,-9.7,-8.08,-8.87,228,219,232,20,"5",35,170,0.347,61,3
"Quinton Patton","WR","SF",8,104,17.7,0.621,78.9,128,-9.75,-2.01,-18.1,229,201,265,76,"14",35,160,0.57,66,3
"Ravens","DST","BAL",8,44.9,5.94,0.0154,36.9,52.2,-10.3,-9.77,-12.6,231,223,249,27,"18",NA,155,0.685,16,NA
"Bears","DST","CHI",9,44.9,7.99,0.896,35.2,57.8,-10.3,-11.5,-7,232,231,225,28,"19",NA,168,1.13,61,NA
"Mike Nugent","K","CIN",9,123,4.99,2.18,115,130,-10.3,-10,-10.6,230,224,237,21,"5",44,160,0.57,23,11
"Tim Hightower","RB","NO",5,88.8,25.4,4.22,61.8,123,-10.4,-7.17,-2.35,233,216,199,60,"14",40,163,0.703,87,8
"Seth Roberts","WR","OAK",10,104,11.2,1.18,94.1,127,-10.4,13.1,-19,234,159,267,77,"14",NA,160,0.667,46,NA
"Saints","DST","NO",5,44,11.3,0.988,31.5,59.4,-11.2,-15.2,-5.38,235,240,217,29,"20",NA,160,0.343,77,NA
"Dorial Green-Beckham","WR","PHI",4,103,25.1,2.03,76.4,144,-11.6,-4.47,-2.21,236,209,198,78,"14",33,148,2.57,91,1
"Browns","DST","CLE",13,43,9.08,0.973,34.5,58.4,-12.2,-12.1,-6.45,237,234,224,30,"21",NA,160,2.03,94,NA
"Nick Novak","K","HOU",9,120,13.1,0.082,96.6,136,-12.5,-28.4,-4.58,238,265,214,22,"6",NA,159,0.538,90,NA
"Roberto Aguayo","K","TB",6,120,7.2,0.779,106,126,-12.6,-18.9,-14.4,239,249,254,23,"6",32,154,1.42,84,0
"Cowboys","DST","DAL",7,42.1,4.53,1.18,35.8,48.5,-13.2,-10.8,-16.3,240,228,259,31,"22",NA,156,0.85,26,NA
"Phil Dawson","K","SF",8,120,7.52,0.731,109,130,-13.3,-16,-10.2,241,241,235,24,"6",51,172,0.603,81,18
"Eddie Royal","WR","CHI",9,101,26.2,1.08,72.6,140,-13.6,-8.36,-5.39,242,221,218,79,"14",40,160,0.333,90,8
"Sebastian Janikowski","K","OAK",10,119,6.34,1.86,108,125,-14.1,-17.1,-15.3,243,243,256,25,"6",48,148,1.34,65,16
"49ers","DST","SF",8,40.9,10.2,0,25.7,55.1,-14.4,-20.9,-9.78,244,256,233,32,"22",NA,168,0.63,90,NA
"C.J. Prosise","RB","SEA",5,84.6,11.4,0.11,65.3,94.5,-14.6,-3.75,-30.7,245,208,289,61,"14",32,158,1.68,61,0
"Christine Michael","RB","SEA",5,84.5,24,11,55.2,114,-14.7,-13.8,-11.2,247,237,240,62,"15",35,124,1.96,91,3
"Eli Rogers","WR","PIT",8,99.5,37.8,0.674,49.2,146,-14.7,-31.7,0.319,246,272,193,80,"14",NA,171,0.667,97,NA
"Austin Seferian-Jenkins","TE","TB",6,95.2,15,4.32,69.2,110,-14.9,-29,-28.3,248,267,283,29,"12",33,155,1.36,47,2
"Chris Conley","WR","KC",5,98.8,34.1,1.25,57.8,164,-15.3,-23.2,18.7,249,259,143,81,"14",33,160,0.667,99,1
"Greg Zuerlein","K","LA",NA,117,6.49,5.2,106,127,-15.9,-19.2,-14.2,250,251,253,26,"7",38,167,0.773,77,4
"Sammie Coates","WR","PIT",8,97.6,25.3,1.94,61.7,125,-16.6,-19.2,-20.7,251,250,271,82,"14",33,153,2.32,80,1
"Jaelen Strong","WR","HOU",9,95.6,27.9,0.0266,59.4,137,-18.5,-21.5,-8.54,252,257,230,83,"14",32,160,0.683,88,1
"Cecil Shorts","WR","FA",NA,95.6,15.4,0.676,80.9,110,-18.6,0,-35.9,253,194,295,84,"14",38,151,0.5,25,5
"Braxton Miller","WR","HOU",9,94.9,37.1,1.19,39.8,128,-19.2,-41.1,-17.5,255,293,261,85,"14",33,167,1.03,98,0
"Jesse James","TE","PIT",8,90.9,25.2,0.972,54,125,-19.2,-44.3,-13.5,254,302,251,30,"12",32,166,0.69,82,1
"Cameron Brate","TE","TB",6,89.9,25.1,4.14,54.7,126,-20.2,-43.5,-12,256,301,243,31,"12",35,177,0.757,78,2
"Breshad Perriman","WR","BAL",8,93.7,24.1,0.84,62.1,133,-20.4,-18.8,-12.5,257,248,248,86,"14",32,164,1.82,70,1
"Jason Myers","K","JAC",5,112,5.71,1.22,105,121,-21.1,-20.3,-19.7,258,252,268,27,"7",35,171,0.403,55,NA
"Justin Hardy","WR","ATL",11,92.9,27,1.88,66.3,126,-21.3,-14.6,-19.9,259,238,270,87,"15",34,160,0.687,84,1
"Cody Parkey","K","FA",NA,111,13.7,5.93,96.4,123,-22.3,-28.6,-18,260,266,263,28,"8",34,151,0.665,97,2
"Albert Wilson","WR","KC",5,91,24.8,4.72,64.1,124,-23.1,-16.8,-21.8,261,242,274,88,"15",34,160,0.333,69,2
"Richard Rodgers","TE","GB",4,85.8,29.5,2.09,49.6,121,-24.3,-48.7,-17.1,262,309,260,32,"13",34,154,0.94,96,2
"Ronnie Hillman","RB","FA",NA,73.5,51.2,0.418,35.8,131,-25.6,-33.2,6.1,263,274,165,63,"15",34,160,1.46,99,4
"Reggie Bush","RB","BUF",10,73.1,17.1,1.15,48.1,95.8,-26.1,-20.9,-29.3,264,255,287,64,"15",41,171,0.367,84,10
"Lance Kendricks","TE","LA",NA,83.7,14.4,0.822,66.8,105,-26.4,-31.4,-32.8,265,271,293,33,"13",38,160,0.667,43,5
"Jordan Howard","RB","CHI",9,72,17.9,0.728,50.6,97.3,-27.2,-18.4,-27.8,267,246,282,65,"15",31,163,1.35,77,0
"Larry Donnell","TE","NYG",8,82.9,18,1.8,60.9,119,-27.2,-37.4,-19.7,266,279,269,34,"13",37,160,0.333,69,4
"Dexter McCluster","RB","FA",NA,71.2,23.8,0.245,47.5,90,-27.9,-21.5,-35.1,269,258,294,66,"15",37,151,0.75,90,6
"Danny Amendola","WR","NE",9,86.3,43.7,0.703,30.2,146,-27.9,-50.7,-0.0275,268,313,195,89,"15",40,154,1.01,99,8
"Chris Johnson","RB","ARI",9,71,23.2,0.322,50.4,107,-28.2,-18.6,-18,270,247,264,67,"15",40,146,1.6,81,8
"Patrick Murray","K","CLE",13,105,12.6,3.37,82.8,119,-28.3,-42.3,-21.7,271,296,273,29,"9",35,160,0.68,87,2
"KaDeem Carey","RB","CHI",9,70.7,19,2.32,51.2,95.6,-28.5,-17.8,-29.5,272,244,288,68,"15",33,160,0.667,74,2
"Josh Doctson","WR","WAS",9,85.6,31.4,5.09,28.9,119,-28.6,-52,-27,273,318,281,90,"15",NA,152,2.28,92,0
"Ladarius Green","TE","PIT",8,81.1,23.8,9.89,56.4,130,-29,-41.9,-8.24,274,295,227,35,"14",36,137,2.22,98,4
"Rob Kelley","RB","WAS",9,68.3,14.6,1.8,51.1,87.8,-30.8,-17.9,-37.3,275,245,298,69,"15",33,165,1,42,0
"Ryan Succop","K","TEN",13,101,9.46,0.865,84.3,114,-31.6,-40.8,-26.8,276,291,280,30,"9",39,160,0.353,26,7
"Andrew Franks","K","MIA",8,100,18.2,10.5,68,118,-32.5,-57.1,-22.5,277,338,276,31,"10",33,160,0.387,94,1
"Paul Perkins","RB","NYG",8,66.5,21.9,0.366,31.3,93.8,-32.6,-37.7,-31.3,278,281,290,70,"15",31,163,1.33,71,0
"Blaine Gabbert","QB","SF",8,260,26.8,11.8,219,298,-34.6,-60.8,-18.3,281,350,266,26,"12",36,160,0.667,66,5
"Darren Fells","TE","ARI",9,71.2,12.1,1.69,59.2,92.2,-38.9,-39.1,-46.1,291,284,312,36,"14",40,160,0.333,65,4
"Ryan Griffin","TE","HOU",9,69.5,14.5,1.15,47.8,86.7,-40.6,-50.5,-51.6,294,312,327,37,"14",36,160,0.52,61,3
"Brent Celek","TE","PHI",4,68.3,14.7,0.0144,48.5,89.6,-41.8,-49.8,-48.7,296,311,321,38,"14",41,160,0.333,59,9
"Hunter Henry","TE","SD",11,68.3,16,0.194,43.3,88.1,-41.8,-55,-50.1,297,330,324,39,"14",31,168,1.4,51,0
"Garrett Celek","TE","SF",8,68.1,17.8,2.35,46.5,90.2,-42,-51.8,-48,298,315,317,40,"14",38,160,1.25,73,4
"Connor Barth","K","NO",5,89.9,19.2,5.66,68.4,117,-43,-56.7,-23.4,299,336,277,32,"11",40,150,0.5,99,8
"Mychal Rivera","TE","OAK",10,65.8,16.9,1.95,46.8,85.8,-44.3,-51.5,-52.4,301,314,328,41,"14",35,160,0.793,76,3
"Tyler Higbee","TE","LA",NA,63.8,38.5,0.671,6.08,127,-46.3,-92.2,-11.1,306,565,239,42,"14",33,160,0.667,99,0
"Sam Bradford","QB","MIN",6,248,25.3,3.79,226,287,-46.4,-53.1,-28.4,307,325,285,27,"13",38,162,1.21,44,6
"Luke Willson","TE","SEA",5,63.1,22.3,0.749,35,87.7,-46.9,-63.3,-50.6,310,353,325,43,"14",36,160,0.383,80,3
"Josh Hill","TE","NO",5,62.4,23.1,0.696,34.3,88.6,-47.7,-64,-49.7,311,356,323,44,"14",36,160,0.417,88,3
"Maxx Williams","TE","BAL",8,61.7,14,0.21,46.4,84.2,-48.4,-51.9,-54.1,312,317,331,45,"14",32,160,0.89,39,1
"Jeff Heuerman","TE","DEN",11,61.5,18.6,0.774,42.1,91.3,-48.6,-56.2,-47,313,335,313,46,"14",33,160,0.667,86,1
"Jermaine Gresham","TE","ARI",9,60.7,15.8,0.0518,40.4,81,-49.4,-57.8,-57.3,317,341,335,47,"14",38,160,1.07,90,6
"Jack Doyle","TE","IND",10,60.7,30.3,8.52,29.9,100,-49.4,-68.4,-38,318,392,302,48,"15",36,160,0,92,3
"Robert Griffin","QB","CLE",13,245,45,68.7,160,294,-50.2,-120,-21.8,320,631,275,28,"14",36,144,2.4,88,4
"Tyler Kroft","TE","CIN",9,52.1,9.91,1.84,40.5,64.2,-57.9,-57.8,-74.1,331,340,378,49,"15",33,160,0.43,53,1
"Austin Hooper","TE","ATL",11,50.3,24,1.28,12.3,70.4,-59.8,-85.9,-67.9,334,552,357,50,"15",31,160,0.85,84,0
"Dak Prescott","QB","DAL",7,176,55.5,11.4,126,262,-119,-153,-53.7,640,636,329,29,"15",32,134,3.35,94,0
"Carson Wentz","QB","PHI",4,165,86.2,12.4,37.2,276,-130,-242,-39.6,641,640,305,30,"16",33,173,1.92,97,0
"Tony Romo","QB","DAL",7,152,66.8,16.2,17.8,198,-143,-262,-118,643,641,529,31,"17",46,130,3.08,99,13
"Case Keenum","QB","LA",NA,136,60.3,15.1,57,223,-159,-222,-92.7,644,638,426,32,"18",38,160,0.667,91,4
