"player","position","team","bye_week","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","age","adp","aav","uncertainty","experience"
"Cardinals","DST","ARI",8,50.2,10,0.0901,33.6,61.2,-0.31,-6.03,1.52,201,223,183,17,"8",NA,161,0.877,99,NA
"Browns","DST","CLE",9,50.1,10,0.0854,34.9,63.8,-0.4,-4.75,4.14,202,219,172,18,"8",NA,167,0,94,NA
"Bengals","DST","CIN",10,50,6.45,0.415,39.7,57.5,-0.485,0,-2.1,203,194,208,19,"9",NA,158,0,42,NA
"Brandon McManus","K","GB",5,141,10.4,1.77,125,154,-0.887,-5.05,0.943,204,222,188,14,"2",34,161,1.34,87,11
"Raiders","DST","LVR",8,49.6,9.63,0.0775,36.6,62.6,-0.901,-3.04,2.95,205,215,177,20,"9",NA,170,0,45,NA
"Falcons","DST","ATL",5,49.5,7.37,0.409,38.4,59.3,-0.978,-1.24,-0.385,206,203,198,21,"10",NA,170,0,55,NA
"Chargers","DST","LAC",12,49.1,7.61,0.192,38.5,59,-1.39,-1.12,-0.632,207,201,199,22,"10",NA,163,0.5,71,NA
"Bears","DST","CHI",5,48.9,7.14,0.752,39.9,57.7,-1.58,0.232,-1.95,208,192,206,23,"11",NA,151,0.767,61,NA
"Buccaneers","DST","TB",9,48.2,6.42,0.368,38.2,55.3,-2.33,-1.52,-4.36,209,204,223,24,"11",NA,168,0.2,32,NA
"Alec Pierce","WR","IND",11,112,38.5,3.72,69.8,170,-2.57,-6.63,1.24,210,226,186,73,"10",26,177,1.54,80,3
"Geno Smith","QB","LVR",8,315,14.1,1.18,294,331,-2.6,4.85,-17.7,211,173,265,24,"7",35,151,3.51,25,12
"Daniel Carlson","K","LVR",8,139,8.82,0.412,123,147,-2.65,-7.57,-6.72,212,229,233,15,"2",31,173,1.49,61,7
"Jets","DST","NYJ",9,47.8,8.16,0.487,36.7,57.3,-2.7,-2.95,-2.33,213,214,210,25,"12",NA,172,0.3,77,NA
"Will Reichard","K","MIN",6,138,8.9,1.8,129,154,-3.06,-1.18,0,214,202,194,16,"2",25,166,1.67,84,1
"Colts","DST","IND",11,47.3,4.14,0.469,40.6,51.5,-3.19,0.94,-8.11,215,188,240,26,"13",NA,166,0.5,26,NA
"Dolphins","DST","MIA",12,46.9,10.3,0.76,31.6,59,-3.66,-8.03,-0.677,216,234,200,27,"14",NA,185,0,84,NA
"Michael Penix Jr.","QB","ATL",5,313,15.4,9.26,297,342,-3.78,7.54,-7.14,217,169,234,25,"7",26,147,2.44,22,1
"Saints","DST","NO",11,46.1,10.7,0.0143,29.2,56,-4.42,-10.5,-3.6,218,244,219,28,"14",NA,170,0,65,NA
"Jaguars","DST","JAC",8,46.1,9.54,0.738,30.5,57.1,-4.43,-9.2,-2.51,219,238,212,29,"15",NA,170,0,52,NA
"Jaydon Blue","RB","DAL",10,82.2,47,1.84,19.5,141,-4.81,-28.6,14.2,220,280,142,57,"12",22,138,3.39,86,0
"Joshua Karty","K","LAR",8,137,6.78,0.372,130,146,-4.87,-0.341,-8.03,221,197,238,17,"2",24,164,1.49,23,1
"Mason Taylor","TE","NYJ",9,121,13.5,0.662,99.1,144,-5.11,-0.129,-8.08,222,196,239,26,"9",22,162,1.76,43,0
"Titans","DST","TEN",10,45.4,10.5,2.34,30.8,57.4,-5.17,-8.88,-2.26,223,235,209,30,"16",NA,170,0,58,NA
"Cam Little","K","JAC",8,136,10.2,1.53,121,155,-5.24,-9.12,1.74,224,237,182,18,"2",22,157,2.17,74,1
"Juwan Johnson","TE","NO",11,121,16.9,2.23,89.5,142,-5.77,-9.76,-9.72,225,241,248,27,"9",29,170,1.45,55,5
"Tre Tucker","WR","LVR",8,108,37,0.45,49.1,156,-6.29,-27.3,-12.8,226,278,254,74,"10",25,179,1.96,86,2
"Woody Marks","RB","HOU",6,80.4,57.5,0.608,9.08,193,-6.65,-39,66.8,227,309,82,58,"12",25,171,3.17,97,0
"Calvin Austin III","WR","PIT",5,108,23.3,1.39,80.8,150,-6.74,4.29,-18.8,228,174,266,75,"10",27,171,1.93,74,3
"Jason Myers","K","SEA",8,135,3.24,0.398,130,139,-6.76,0,-14.7,229,194,258,19,"2",35,165,1.69,6,NA
"Jake Moody","K","SF",14,134,8.01,0.732,126,149,-7.16,-4.28,-4.79,230,218,227,20,"2",26,167,1.68,52,2
"Audric Estime","RB","FA",NA,79.8,NA,1.66,NA,NA,-7.26,NA,NA,231,NA,NA,59,"12",22,NA,NA,99,1
"Patriots","DST","NE",14,43,7.03,1.1,32,50.3,-7.51,-7.66,-9.31,232,231,246,31,"17",NA,166,1.05,68,NA
"Cairo Santos","K","CHI",5,134,6.49,1.76,125,142,-7.89,-4.81,-11.3,233,220,253,21,"3",34,173,0.946,35,11
"Darren Waller","TE","MIA",12,119,16.9,2.61,87.7,134,-8,-11.5,-17.1,234,247,263,28,"9",33,159,2.19,70,10
"DeAndre Hopkins","WR","BAL",7,107,42.5,1.22,74.8,194,-8.13,-1.71,24.5,235,206,131,76,"10",34,165,2.33,88,12
"Panthers","DST","CAR",14,41.9,10.2,0,28.9,55.2,-8.61,-10.8,-4.49,236,245,224,32,"17",NA,170,0.1,35,NA
"Roschon Johnson","RB","CHI",5,78.1,3.98,3.47,72.8,83.9,-8.91,24.7,-42.7,237,141,303,60,"13",25,175,2.01,25,2
"Jalen Coker","WR","CAR",14,105,23.7,2.38,69.2,148,-9.35,-7.25,-20.8,238,228,269,77,"11",24,181,1.94,71,1
"Chad Ryland","K","ARI",8,132,10.9,0.992,116,150,-9.66,-13.7,-3.67,239,249,220,22,"3",26,178,0,90,2
"Tyler Higbee","TE","LAR",8,116,19.2,2.73,92.5,152,-10.6,-6.74,0,240,227,194,29,"9",33,183,1.42,74,9
"Spencer Shrader","K","IND",11,131,18.6,4.34,101,154,-10.6,-29.4,0.63,241,284,192,23,"3",27,169,0,77,1
"Troy Franklin","WR","DEN",12,103,34.4,3.18,80.4,177,-11.7,3.97,8.23,242,176,157,78,"11",23,183,2.58,92,1
"Antonio Gibson","RB","NE",14,74.7,30,0.65,30.7,99.8,-12.4,-17.4,-26.7,243,255,279,61,"13",56,NA,2.38,77,5
"Sam Darnold","QB","SEA",8,304,17.5,3.51,274,329,-13,-15.2,-19.9,245,251,268,26,"8",29,151,3.99,19,7
"Kendre Miller","RB","NO",11,74,15.5,2.37,52.4,97.7,-13,4.28,-28.9,244,175,282,62,"13",24,174,2.18,57,2
"Robbie Ouzts","TE","SEA",8,113,NA,0.0772,NA,NA,-13.3,NA,NA,246,NA,NA,30,"9",23,NA,NA,99,0
"Theo Johnson","TE","NYG",14,113,25.4,2.08,59.3,140,-13.4,-40,-11.2,247,313,252,31,"9",25,184,1.02,83,1
"Josh Reynolds","WR","NYJ",9,99.8,8.72,1.19,88.4,109,-14.9,11.9,-59.9,248,158,330,79,"11",31,171,1.3,65,8
"Blake Grupe","K","NO",11,127,10.3,3.32,112,146,-15,-18,-7.67,249,256,237,24,"4",27,170,0,48,2
"Kenneth Gainwell","RB","PIT",5,71.7,49.1,0.556,40.5,176,-15.4,-7.6,49.5,250,230,104,63,"13",27,176,1.74,88,4
"Isaiah Likely","TE","BAL",7,111,18.7,6.59,88.4,144,-15.5,-10.9,-7.47,251,246,236,32,"10",26,158,2.4,64,3
"Ty Johnson","RB","BUF",7,71.1,20.6,1.77,52,105,-16,3.91,-21.4,252,177,270,64,"13",28,170,1.12,74,6
"Dyami Brown","WR","JAC",8,98.6,31.9,0.00747,66.3,159,-16.1,-10.2,-9.76,253,242,249,80,"11",26,171,1.18,84,4
"Kayshon Boutte","WR","NE",14,98.6,44,0.632,20.5,160,-16.1,-56,-9,254,372,243,81,"11",24,170,1.13,96,2
"Cam Ward","QB","TEN",10,301,19.5,1.35,265,318,-16.5,-23.8,-30.9,255,269,284,27,"8",24,150,4,34,0
"Tutu Atwell","WR","LAR",8,97.9,12.7,0.931,76.4,111,-16.7,-0.0581,-58.1,256,195,328,82,"11",26,171,1.1,75,4
"Ollie Gordon","RB","MIA",12,69.3,33.7,0.0408,26.5,127,-17.7,-21.6,0,258,265,194,65,"13",22,141,4.71,83,0
"Andrei Iosivas","WR","CIN",10,97,17.1,0.484,74.6,121,-17.7,-1.84,-48.7,257,207,312,83,"11",26,189,1.42,40,2
"Jaylen Wright","RB","MIA",12,69.3,26.4,2.44,38.7,101,-17.8,-9.36,-25.1,259,240,276,66,"13",23,165,1.31,81,1
"Aaron Rodgers","QB","PIT",5,299,31.3,63.5,273,360,-17.9,-16.4,10.7,260,253,149,28,"9",42,149,8.01,53,20
"Jalen Tolbert","WR","DAL",10,96.5,23.7,0.716,68.8,129,-18.2,-7.69,-40.1,261,232,300,84,"11",27,170,1.14,73,3
"Andres Borregales","K","NE",14,123,13,1.18,101,137,-18.3,-28.7,-16.4,262,281,260,25,"4",23,170,0,55,0
"Dont'e Thornton","WR","LVR",8,95.8,40.6,3.35,55.6,178,-18.9,-20.8,9.03,263,263,154,85,"11",23,176,3.11,98,0
"Jason Sanders","K","MIA",12,122,18.7,0.319,101,154,-19.5,-29.4,0.658,264,283,191,26,"4",30,149,1.82,99,7
"Joey Slye","K","TEN",10,122,6.18,0.262,111,129,-19.8,-19,-24.2,265,257,275,27,"4",30,170,0,3,6
"Nick Folk","K","NYJ",9,121,16.5,1.63,93.1,136,-20.1,-37,-17.4,266,302,264,28,"4",41,170,0.1,71,18
"Raheem Mostert","RB","LVR",8,66.8,28.5,1.04,38.8,120,-20.2,-9.27,-6.18,267,239,232,67,"13",NA,177,2.06,78,NA
"Khalil Herbert","RB","FA",NA,65.8,NA,0.1,NA,NA,-21.3,NA,NA,268,NA,NA,68,"13",56,NA,NA,96,4
"Kimani Vidal","RB","FA",NA,65.7,NA,0.9,NA,NA,-21.4,NA,NA,269,NA,NA,69,"13",24,NA,NA,94,1
"Graham Gano","K","NYG",14,120,18.2,0.842,84.7,143,-21.7,-45.4,-10.7,270,333,251,29,"4",39,170,0,94,16
"Elijah Arroyo","TE","SEA",8,104,29,4.42,55.3,141,-22.1,-43.9,-10.6,271,330,250,33,"10",23,166,3.04,89,0
"Nick Westbrook-Ikhine","WR","MIA",12,92.5,18.2,0.34,71.4,117,-22.2,-5.04,-52.5,272,221,318,86,"11",29,171,1.99,63,5
"Gus Edwards","RB","FA",NA,64.8,NA,0.279,NA,NA,-22.3,NA,NA,273,NA,NA,70,"13",31,NA,NA,90,7
"Ryan Fitzgerald","K","CAR",14,119,21.2,3.66,81.8,137,-22.5,-48.2,-16.8,274,355,262,30,"4",25,170,0,81,0
"Tre Harris","WR","LAC",12,92.1,56.7,0.0761,26.1,181,-22.6,-50.4,11.7,277,362,146,87,"11",24,159,2.23,99,0
"Pat Bryant","WR","DEN",12,92,35.4,2.77,33.6,147,-22.6,-42.8,-22.7,278,324,273,88,"11",23,187,2.21,87,0
"Noah Brown","WR","WAS",12,89.3,13.2,2,73.9,105,-25.4,-2.56,-64.4,284,210,337,89,"11",NA,170,0,76,8
"Tyler Bass","K","BUF",7,115,36.5,7.03,60.1,148,-26.2,-70,-5.77,285,409,231,31,"5",29,149,1.66,97,5
"Ja'Tavion Sanders","TE","CAR",14,100,13.7,7.07,78.6,118,-26.5,-20.7,-33.8,286,262,290,34,"11",23,178,1.34,53,1
"Amari Cooper","WR","LVR",8,87.3,53.8,1.41,27.4,153,-27.4,-49,-16.2,287,358,259,90,"11",32,172,2.86,99,10
"Andre Szmyt","K","CLE",9,108,19.6,31.6,83.3,128,-33.2,-46.8,-25.9,301,340,277,32,"6",27,170,0,39,2
"Will Dissly","TE","LAC",12,93,14.7,3.98,66.6,109,-33.6,-32.6,-42.2,304,288,302,35,"11",NA,170,1.09,60,7
"Noah Fant","TE","CIN",10,89,14.9,2.13,71.5,112,-37.6,-27.8,-39.3,312,279,298,36,"11",28,170,1.34,66,6
"Tyler Conklin","TE","LAC",12,86.9,26.4,0.965,63.2,139,-39.7,-36.1,-12.8,315,297,255,37,"11",30,170,0.96,87,7
"Noah Gray","TE","KC",10,85.9,20.5,2.27,58.2,112,-40.6,-41.1,-39.4,317,318,299,38,"11",27,170,1.74,68,4
"Cole Kmet","TE","CHI",5,83.6,37.6,5.14,43.8,146,-42.9,-55.5,-5.35,321,371,228,39,"12",27,163,2.35,91,5
"AJ Barner","TE","SEA",8,78.5,14,3.53,64.3,107,-48.1,-34.9,-44.6,329,296,307,40,"12",24,170,1.68,72,1
"Austin Hooper","TE","NE",14,75,18,4.06,53.5,100,-51.6,-45.7,-51.6,335,335,315,41,"12",31,170,0.876,57,9
"Jordan Akins","TE","FA",NA,70.9,NA,1.29,NA,NA,-55.6,NA,NA,342,NA,NA,42,"12",34,NA,NA,NA,7
"Taysom Hill","TE","NO",11,69.6,32.3,0.522,39.4,102,-56.9,-59.9,-49.4,347,381,314,43,"12",35,NA,2.04,94,8
"Harold Fannin","TE","CLE",9,69.1,20.9,4.93,50.1,93.1,-57.5,-49.1,-58.5,348,359,329,44,"13",21,179,2.95,81,0
"Michael Mayer","TE","LVR",8,64.2,13.4,4.86,51.3,87.6,-62.4,-48,-64,353,349,335,45,"13",25,170,0,26,2
"Hayden Hurst","TE","FA",NA,59.3,NA,0.5,NA,NA,-67.2,NA,NA,365,NA,NA,46,"13",32,NA,NA,NA,7
"Greg Dulcich","TE","FA",NA,58.8,NA,0.776,NA,NA,-67.7,NA,NA,367,NA,NA,47,"13",26,NA,NA,98,3
"Dawson Knox","TE","BUF",7,58,13.4,1.55,35.5,72.7,-68.5,-63.8,-78.9,372,390,360,48,"13",29,170,0,30,6
"Terrance Ferguson","TE","LAR",8,56.5,19.6,0.576,26,87.2,-70.1,-73.2,-64.4,376,422,336,49,"13",23,162,2.87,79,0
"Josh Whyle","TE","FA",NA,55.9,NA,1.01,NA,NA,-70.6,NA,NA,378,NA,NA,50,"13",26,NA,NA,96,2
"Daniel Jones","QB","IND",11,236,86.5,6.33,62.8,340,-81.4,-226,-9.17,413,499,244,29,"9",29,150,5.31,97,6
"Russell Wilson","QB","NYG",14,229,69,30.6,138,317,-87.8,-151,-31.9,435,498,285,30,"10",37,159,4.11,91,13
"Spencer Rattler","QB","NO",11,199,93,28.9,38.4,317,-118,-251,-32.2,552,502,286,31,"11",25,170,1.88,99,1
"Joe Flacco","QB","CLE",9,170,81,36.9,62.2,293,-147,-227,-56.3,556,500,327,32,"12",41,168,3.89,94,17
