"player","position","team","bye_week","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","age","adp","aav","uncertainty","experience"
"Bears","DST","CHI",14,51.5,7.53,0.218,38.9,59.5,-1.08,-5.91,-0.222,202,213,196,17,"8",NA,179,NA,77,NA
"Rondale Moore","WR","ARI",13,131,19.8,0.92,104,158,-1.18,3.86,-18.4,203,180,267,73,"9",56,148,2.54,47,1
"Chiefs","DST","KC",8,51.3,2.24,1.08,49.2,55.4,-1.3,4.42,-4.25,204,175,215,18,"9",NA,170,1.3,1,NA
"Dustin Hopkins","K","LAC",8,137,7.58,0.786,123,147,-1.48,-3.35,-4.55,205,206,218,16,"2",35,172,1.86,28,9
"Donovan Peoples-Jones","WR","CLE",9,130,24.8,1.24,96.8,165,-2.1,-3.44,-12.1,206,208,247,74,"9",56,177,2.74,54,2
"Robbie Gould","K","SF",9,136,8.97,0.421,123,146,-2.27,-3.41,-4.98,207,207,222,17,"2",43,155,1.64,62,17
"Ravens","DST","BAL",10,50.2,6.74,0.185,40.7,58.2,-2.38,-4.08,-1.51,208,209,204,19,"9",NA,165,1,90,NA
"Titans","DST","TEN",6,50.1,3.45,0.0888,44.8,54.1,-2.56,0,-5.56,209,194,226,20,"10",NA,202,NA,13,NA
"Colts","DST","IND",14,50,3.12,0.0394,44.8,53.5,-2.65,-0.00971,-6.18,210,195,229,21,"10",NA,140,2,10,NA
"Bengals","DST","CIN",10,49.9,7.48,0.792,37.7,58.1,-2.69,-7.1,-1.6,212,222,205,22,"11",NA,163,NA,87,NA
"Wil Lutz","K","NO",14,135,12.1,0.033,120,151,-2.69,-6.25,0.0616,211,215,192,18,"2",32,181,1.56,75,6
"Jason Sanders","K","MIA",11,135,9.31,1.21,117,144,-2.72,-8.96,-7.62,213,229,236,19,"3",30,178,1.84,66,4
"Khalil Herbert","RB","CHI",14,86.5,21.7,2.9,47,108,-2.9,-12.9,-14.3,214,241,258,58,"12",56,143,3.26,36,1
"Jared Goff","QB","DET",6,304,25.6,1.41,264,342,-3.11,0,4.37,215,194,175,24,"7",31,152,5.08,75,6
"K.J. Osborn","WR","MIN",7,129,21.3,0.13,100,159,-3.34,0,-17.8,216,194,266,75,"9",29,164,3.21,64,2
"Parris Campbell","WR","IND",14,129,29.6,2.21,97.9,179,-3.47,-2.32,1.97,217,203,183,76,"9",28,172,2.39,83,3
"Cardinals","DST","ARI",13,49.1,6.65,2.14,39.8,56.7,-3.48,-4.98,-2.96,218,211,210,23,"12",NA,163,NA,42,NA
"Jake Elliott","K","PHI",7,134,9.96,0.674,117,146,-3.93,-9.49,-5.67,219,231,227,20,"3",31,178,1.4,44,5
"Daniel Jones","QB","NYG",9,302,27.7,17.8,261,337,-4.52,-2.95,0,220,205,194,25,"8",29,166,4.33,81,3
"Zane Gonzalez","K","CAR",13,133,10.3,2.7,124,144,-4.61,-2.05,-7.41,221,202,235,21,"3",31,NA,NA,41,5
"Texans","DST","HOU",6,47,7.35,0.103,34,54.4,-5.62,-10.8,-5.29,222,234,224,24,"12",NA,NA,NA,3,NA
"Van Jefferson","WR","LAR",7,126,19.2,0.356,97.9,153,-5.68,-2.33,-23.5,223,204,280,77,"9",29,169,3.62,49,2
"Panthers","DST","CAR",13,46.9,7.32,0.0185,34.8,52.7,-5.72,-9.99,-7.02,224,233,233,25,"12",NA,NA,NA,35,NA
"Giants","DST","NYG",9,46.9,6.71,1.05,38.4,56,-5.74,-6.43,-3.65,225,217,212,26,"13",NA,NA,NA,32,NA
"Darrel Williams","RB","ARI",13,83.6,51.9,2.36,15.8,142,-5.79,-44.2,19.8,226,313,133,59,"12",NA,147,2.49,96,4
"Zay Jones","WR","JAC",11,126,23.7,0.984,103,163,-6.03,3.26,-13.3,227,184,253,78,"9",31,NA,3.62,69,5
"Seahawks","DST","SEA",11,45.8,8.77,2.3,35.9,60.7,-6.79,-8.91,1,228,228,188,27,"14",NA,NA,NA,65,NA
"Alec Pierce","WR","IND",14,125,37.9,1.6,79,170,-7.02,-21.3,-6.74,229,253,231,79,"9",26,153,6.39,94,0
"Graham Gano","K","NYG",9,131,6.74,1.42,119,139,-7.31,-7.34,-12,230,224,246,22,"3",39,NA,NA,25,13
"Isiah Pacheco","RB","KC",8,81.3,41.5,0.677,30.5,136,-8.16,-29.4,13.9,231,265,147,60,"12",27,134,6.83,93,0
"Josh Palmer","WR","LAC",8,124,21.7,0.211,87.8,147,-8.62,-12.4,-29.2,232,238,284,80,"9",26,161,2.93,66,1
"Randy Bullock","K","TEN",6,129,8.26,1.36,118,139,-8.73,-7.99,-12.5,233,225,250,23,"3",36,NA,NA,59,10
"Damien Williams","RB","ATL",14,80.6,33.9,0.805,41.9,136,-8.83,-18,13.6,235,248,150,61,"12",34,164,2.69,84,8
"KJ Hamler","WR","DEN",9,123,8.08,2.59,111,134,-8.83,10.9,-42.2,234,159,310,81,"9",56,184,2.79,25,2
"Jaguars","DST","JAC",11,43.5,10.2,0.168,26.7,54.9,-9.09,-18.1,-4.78,236,249,220,28,"14",NA,NA,NA,74,NA
"Lions","DST","DET",6,43.4,10.5,0.167,28.8,54.3,-9.26,-16,-5.4,237,246,225,29,"15",NA,NA,NA,58,NA
"Falcons","DST","ATL",14,43.2,8.68,0.623,32,56.9,-9.42,-12.8,-2.79,238,239,209,30,"16",NA,NA,NA,6,NA
"DOnta Foreman","RB","CAR",13,79.8,25.2,0.163,48.3,115,-9.64,-11.6,-7,239,236,232,62,"12",30,157,2.09,71,5
"Austin Hooper","TE","TEN",6,123,14.2,1.7,96,140,-9.65,0,-16.9,240,194,261,24,"8",31,170,1.93,18,6
"Jeffery Wilson","RB","SF",9,79.6,23.5,1.43,53.9,109,-9.8,-6.09,-13.2,241,214,252,63,"12",56,173,4.8,72,4
"Jets","DST","NYJ",10,42.6,8.45,0.105,29.2,50.8,-10,-15.6,-8.89,242,245,241,31,"16",NA,NA,NA,71,NA
"Joey Slye","K","WAS",14,128,9.5,1.11,118,144,-10.1,-8.13,-7.19,243,227,234,24,"3",30,NA,NA,47,3
"Raiders","DST","LVR",6,42.5,11.6,0,22.4,55.3,-10.2,-22.4,-4.42,244,257,217,32,"16",NA,NA,NA,99,NA
"Latavius Murray","RB","FA",NA,78.2,NA,0.314,NA,NA,-11.2,NA,NA,246,NA,NA,64,"12",36,NA,NA,99,9
"Cairo Santos","K","CHI",14,127,4.95,5.35,119,133,-11.2,-6.9,-18.5,245,220,268,25,"4",34,NA,NA,38,8
"Hayden Hurst","TE","CIN",10,121,20.8,13,94.2,148,-11.3,-1.83,-8.41,247,201,239,25,"9",32,154,2.75,49,4
"Wan'Dale Robinson","WR","NYG",9,121,43,0.759,49.5,154,-11.4,-50.7,-22.3,248,338,277,82,"9",25,158,5.07,96,0
"Mike Davis","RB","BAL",10,77.9,39.8,1.19,27.8,123,-11.5,-32.2,1.01,249,271,187,65,"12",33,163,2.97,91,7
"Randall Cobb","WR","GB",14,120,26.9,0.185,93.9,163,-12.2,-6.35,-13.2,250,216,251,83,"9",35,NA,3.14,78,11
"T.Y. Hilton","WR","FA",NA,120,NA,2.41,NA,NA,-12.4,NA,NA,251,NA,NA,84,"10",36,NA,NA,99,10
"Eno Benjamin","RB","ARI",13,76.7,23.3,0.855,59.6,121,-12.7,-0.337,-1.33,252,196,203,66,"12",56,175,2.26,83,2
"Tyler Allgeier","RB","ATL",14,75.8,30,0.0991,22.3,105,-13.6,-37.7,-16.9,253,291,262,67,"12",26,125,4.36,75,0
"Gus Edwards","RB","BAL",10,75.7,14.4,0.346,47.1,86.6,-13.7,-12.9,-35.4,254,240,300,68,"12",31,156,2.6,64,4
"Tevin Coleman","RB","FA",NA,75.4,NA,1,NA,NA,-14,NA,NA,255,NA,NA,69,"12",33,NA,NA,97,7
"A.J. Green","WR","ARI",13,117,21.2,3.44,91,142,-14.8,-9.18,-34.3,256,230,297,85,"10",37,163,3.6,55,11
"Duke Johnson","RB","FA",NA,74.4,NA,0.386,NA,NA,-15,NA,NA,257,NA,NA,70,"12",32,NA,NA,94,7
"Eddy Pineiro","K","FA",NA,122,11.9,0.466,99.5,134,-16.6,-26.9,-16.9,261,262,263,26,"4",30,NA,NA,19,4
"Brett Maher","K","DAL",9,121,40.2,0.804,41.3,149,-17,-85.1,-2.29,262,435,208,27,"4",56,171,2.54,97,5
"Kaimi Fairbairn","K","HOU",6,120,12.2,0.772,105,138,-17.8,-21.7,-13.3,264,254,254,28,"4",32,NA,NA,69,6
"Jalen Tolbert","WR","DAL",9,114,56.6,0.49,27.1,176,-18.2,-73.1,-0.655,265,393,199,86,"10",27,152,3.39,99,0
"Cade York","K","CLE",9,119,17,2.35,88.3,139,-18.6,-38.1,-12.4,266,293,249,29,"4",25,169,1.2,84,0
"Sammy Watkins","WR","GB",14,113,20.7,0.0216,86.1,143,-18.7,-14.1,-33.9,267,242,296,87,"10",33,157,3.29,75,8
"Cedrick Wilson","WR","MIA",11,113,19.5,0.174,93.1,141,-18.7,-7.13,-35.5,268,223,301,88,"10",30,NA,2.23,43,4
"Braxton Berrios","WR","NYJ",10,113,39.8,0.191,50.6,160,-18.9,-49.6,-16.6,269,335,259,89,"10",30,NA,2.35,88,4
"Bryan Edwards","WR","ATL",14,113,44.4,5.85,68.2,179,-19.1,-32,2.17,270,269,181,90,"10",56,172,2.78,92,2
"Greg Zuerlein","K","NYJ",10,117,9.52,0.189,104,131,-20.9,-22,-20,273,256,273,30,"4",38,128,1,88,10
"Riley Patterson","K","FA",NA,117,18,8.1,91.8,137,-21.1,-34.6,-14.3,274,282,257,31,"5",26,NA,NA,72,1
"Baker Mayfield","QB","CAR",13,285,22.6,0.246,257,316,-22.4,-6.88,-21.6,278,218,276,26,"8",31,149,5.58,72,4
"Davis Mills","QB","HOU",6,284,22.4,35.4,254,314,-22.6,-9.68,-22.7,279,232,279,27,"9",27,167,5.52,62,1
"Brevin Jordan","TE","HOU",6,108,20.1,2.1,88,149,-24.3,-8,-7.66,281,226,237,26,"9",25,200,2.2,57,1
"Cameron Brate","TE","TB",11,106,36.6,1.48,47.4,152,-26.4,-48.6,-4.56,283,332,219,27,"9",35,148,3.18,90,8
"Taysom Hill","TE","NO",14,105,39.2,5.67,54.9,152,-27.9,-41.1,-5.18,289,300,223,28,"9",35,162,5.18,94,5
"Jason Myers","K","SEA",11,109,33.8,4.54,38.9,134,-29.2,-87.5,-17.7,293,452,265,32,"5",35,NA,NA,94,NA
"C.J. Uzomah","TE","NYJ",10,99.2,25.1,0.208,59.4,134,-33.6,-36.6,-22.6,300,288,278,29,"9",33,NA,2.62,76,7
"Mo Alie-Cox","TE","IND",14,99,8.58,5.31,84.8,107,-33.8,-11.2,-49.3,302,235,318,30,"9",32,NA,3.36,1,6
"Isaiah Likely","TE","BAL",10,93.7,27.3,3.84,49.5,120,-39.1,-46.5,-36.4,318,324,304,31,"10",26,160,4.35,86,0
"Daniel Bellinger","TE","NYG",9,89.8,21.1,2.07,62.3,119,-42.9,-33.7,-38.1,324,278,306,32,"10",25,109,5.21,61,0
"Adam Trautman","TE","NO",14,87.7,26.2,1.88,51.3,123,-45,-44.7,-33.3,329,315,294,33,"10",29,NA,2.62,80,2
"Jonnu Smith","TE","NE",10,85.9,20.5,2.15,50.9,112,-46.9,-45.1,-44.6,335,317,313,34,"10",30,NA,3.29,51,5
"Kyle Rudolph","TE","TB",11,83.7,23.2,0.681,56.4,118,-49,-39.6,-38.5,342,296,307,35,"10",36,NA,2.74,67,11
"Tyler Conklin","TE","NYJ",10,83,16.7,7.48,63.9,105,-49.7,-32.1,-52,346,270,320,36,"11",30,NA,3.02,39,4
"Rob Gronkowski","TE","FA",NA,75.6,22.8,2.28,61,92.4,-57.2,-35,-64.3,355,284,343,37,"11",37,119,2.6,78,12
"Marcus Mariota","QB","ATL",14,249,55,13.1,170,318,-58,-93.6,-19.4,357,477,270,28,"9",32,170,6.93,94,7
"Harrison Bryant","TE","CLE",9,73.3,18.3,1.18,49.1,98.1,-59.5,-46.9,-58.6,361,326,331,38,"11",28,NA,NA,43,2
"Jared Cook","TE","FA",NA,72.1,NA,0.506,NA,NA,-60.6,NA,NA,363,NA,NA,39,"11",39,NA,NA,96,13
"Foster Moreau","TE","LVR",6,71.6,20.1,4.14,52.7,102,-61.1,-43.3,-55.2,366,307,324,40,"11",29,NA,2.09,63,3
"Geoff Swaim","TE","TEN",6,67.5,15.3,0.274,50.5,88.3,-65.3,-45.5,-68.5,375,319,347,41,"11",NA,NA,NA,65,NA
"Tommy Tremble","TE","CAR",13,67.2,21.4,0.251,37,92.9,-65.6,-59,-63.9,376,358,342,42,"11",26,NA,NA,59,1
"Dan Arnold","TE","JAC",11,66.9,10.2,4.6,53.1,84.2,-65.8,-42.9,-72.5,377,306,355,43,"11",56,NA,NA,4,5
"Anthony Firkser","TE","ATL",14,62.3,10,0.184,52.6,71.5,-70.4,-43.4,-85.2,390,309,374,44,"11",31,NA,NA,69,4
"Donald Parham","TE","LAC",8,62.1,24.2,1.25,42.1,111,-70.6,-53.9,-45.6,391,344,315,45,"11",NA,NA,NA,71,3
"Zach Wilson","QB","NYJ",10,236,65.7,2.91,130,301,-71,-134,-36.1,392,496,303,29,"10",26,152,4.71,99,1
"Durham Smythe","TE","MIA",11,60.9,25.2,1.95,31.4,85.9,-71.8,-64.6,-70.8,393,370,351,46,"12",30,NA,NA,82,4
"Jelani Woods","TE","IND",14,59,36.7,0.751,13.4,96.4,-73.8,-82.6,-60.4,397,423,337,47,"12",27,88,4.97,92,0
"Mitchell Trubisky","QB","PIT",9,233,69.8,26.5,136,332,-73.9,-128,-4.83,398,495,221,30,"11",31,158,5.11,97,5
"Eric Ebron","TE","FA",NA,58.2,NA,0.5,NA,NA,-74.5,NA,NA,400,NA,NA,48,"12",33,NA,NA,98,8
"Blake Jarwin","TE","FA",NA,57.7,NA,4.17,NA,NA,-75,NA,NA,403,NA,NA,49,"12",32,NA,NA,99,5
"Greg Dulcich","TE","DEN",9,53.5,27.4,1.07,24.9,87.8,-79.2,-71.1,-68.9,425,388,350,50,"12",26,NA,5.35,84,0
"Geno Smith","QB","SEA",11,206,90.2,17.5,49.6,317,-100,-214,-20.6,486,499,274,31,"12",35,NA,4.07,91,9
"Jacoby Brissett","QB","CLE",9,189,84.7,40.3,50.4,287,-118,-214,-50.6,578,498,319,32,"13",33,NA,3.98,88,6
